Orthogroup	GCA_000310125.2	spades-bin.32
OG0000283	lcl|AMXB01000009.1_prot_ENO81774.1_1265, lcl|AMXB01000030.1_prot_ENO77561.1_3062, lcl|AMXB01000001.1_prot_ENO83245.1_118	BBLLADNB_01567
OG0000284	lcl|AMXB01000002.1_prot_ENO83035.1_295	BBLLADNB_03089, BBLLADNB_03749
OG0000285	lcl|AMXB01000002.1_prot_ENO83034.1_294	BBLLADNB_03750, BBLLADNB_03653
OG0000286	lcl|AMXB01000051.1_prot_ENO75553.1_3862	BBLLADNB_00764
OG0000290	lcl|AMXB01000003.1_prot_ENO82855.1_497	BBLLADNB_02158, BBLLADNB_00998
OG0000292	lcl|AMXB01000037.1_prot_ENO76691.1_3430	BBLLADNB_01057, BBLLADNB_03823
OG0000293	lcl|AMXB01000063.1_prot_ENO75025.1_4064, lcl|AMXB01000110.1_prot_ENO74350.1_4277, lcl|AMXB01000017.1_prot_ENO80829.1_2226, lcl|AMXB01000089.1_prot_ENO74472.1_4248, lcl|AMXB01000022.1_prot_ENO79634.1_2571	BBLLADNB_01812
OG0000295	lcl|AMXB01000053.1_prot_ENO75482.1_3924, lcl|AMXB01000019.1_prot_ENO80630.1_2348, lcl|AMXB01000004.1_prot_ENO82701.1_660, lcl|AMXB01000025.1_prot_ENO78722.1_2747	BBLLADNB_03476
OG0000296	lcl|AMXB01000051.1_prot_ENO75569.1_3878	BBLLADNB_01908
OG0000298	lcl|AMXB01000006.1_prot_ENO82235.1_839	BBLLADNB_01544, BBLLADNB_00827
OG0000299	lcl|AMXB01000006.1_prot_ENO82234.1_838	BBLLADNB_01543, BBLLADNB_00826
OG0000300	lcl|AMXB01000011.1_prot_ENO81479.1_1535	BBLLADNB_03879, BBLLADNB_02605
OG0000301	lcl|AMXB01000009.1_prot_ENO81793.1_1284	BBLLADNB_02368
OG0000303	lcl|AMXB01000072.1_prot_ENO74749.1_4177, lcl|AMXB01000028.1_prot_ENO77990.1_2938	BBLLADNB_01106, BBLLADNB_00902, BBLLADNB_02177
OG0000311	lcl|AMXB01000020.1_prot_ENO80545.1_2427	BBLLADNB_01667
OG0000312	lcl|AMXB01000020.1_prot_ENO80550.1_2432	BBLLADNB_01659
OG0000313	lcl|AMXB01000008.1_prot_ENO81939.1_1167	BBLLADNB_02137, BBLLADNB_03848
OG0000314	lcl|AMXB01000008.1_prot_ENO81948.1_1176	BBLLADNB_02144
OG0000316	lcl|AMXB01000075.1_prot_ENO74655.1_4207	BBLLADNB_03772, BBLLADNB_03263
OG0000317	lcl|AMXB01000018.1_prot_ENO80696.1_2254	BBLLADNB_03262, BBLLADNB_03773
OG0000318	lcl|AMXB01000017.1_prot_ENO80795.1_2192	BBLLADNB_00430
OG0000319	lcl|AMXB01000010.1_prot_ENO81620.1_1388	BBLLADNB_01225
OG0000321	lcl|AMXB01000008.1_prot_ENO81887.1_1115	BBLLADNB_00610
OG0000322	lcl|AMXB01000008.1_prot_ENO81889.1_1117	BBLLADNB_00612
OG0000323	lcl|AMXB01000003.1_prot_ENO82806.1_448	BBLLADNB_02561
OG0000324	lcl|AMXB01000003.1_prot_ENO82803.1_445	BBLLADNB_02558, BBLLADNB_02011
OG0000326	lcl|AMXB01000009.1_prot_ENO81825.1_1316, lcl|AMXB01000064.1_prot_ENO74982.1_4073	BBLLADNB_03838
OG0000327	lcl|AMXB01000003.1_prot_ENO82744.1_386	BBLLADNB_02127
OG0000328	lcl|AMXB01000003.1_prot_ENO82747.1_389	BBLLADNB_02124
OG0000329	lcl|AMXB01000004.1_prot_ENO82603.1_562	BBLLADNB_00069
OG0000330	lcl|AMXB01000004.1_prot_ENO82635.1_594	BBLLADNB_02798
OG0000331	lcl|AMXB01000004.1_prot_ENO82636.1_595	BBLLADNB_02799
OG0000332	lcl|AMXB01000001.1_prot_ENO83163.1_36, lcl|AMXB01000004.1_prot_ENO82645.1_604	BBLLADNB_01012
OG0000333	lcl|AMXB01000008.1_prot_ENO81895.1_1123	BBLLADNB_03640
OG0000334	lcl|AMXB01000008.1_prot_ENO81896.1_1124	BBLLADNB_03641
OG0000335	lcl|AMXB01000034.1_prot_ENO77065.1_3300	BBLLADNB_00818
OG0000336	lcl|AMXB01000062.1_prot_ENO75066.1_4047	BBLLADNB_02724
OG0000337	lcl|AMXB01000002.1_prot_ENO83087.1_347	BBLLADNB_03238
OG0000338	lcl|AMXB01000009.1_prot_ENO81813.1_1304, lcl|AMXB01000012.1_prot_ENO81332.1_1635	BBLLADNB_00052
OG0000339	lcl|AMXB01000009.1_prot_ENO81831.1_1322	BBLLADNB_01296
OG0000340	lcl|AMXB01000009.1_prot_ENO81834.1_1325	BBLLADNB_01295
OG0000341	lcl|AMXB01000017.1_prot_ENO80755.1_2152, lcl|AMXB01000014.1_prot_ENO81106.1_1870	BBLLADNB_03912
OG0000343	lcl|AMXB01000012.1_prot_ENO81347.1_1650, lcl|AMXB01000003.1_prot_ENO82788.1_430	BBLLADNB_03424
OG0000344	lcl|AMXB01000031.1_prot_ENO77382.1_3116	BBLLADNB_03552
OG0000345	lcl|AMXB01000054.1_prot_ENO75434.1_3951	BBLLADNB_02787
OG0000346	lcl|AMXB01000020.1_prot_ENO80528.1_2410, lcl|AMXB01000019.1_prot_ENO80639.1_2357	BBLLADNB_02154
OG0000347	lcl|AMXB01000006.1_prot_ENO82341.1_945, lcl|AMXB01000003.1_prot_ENO82844.1_486	BBLLADNB_00929
OG0000348	lcl|AMXB01000035.1_prot_ENO76919.1_3329	BBLLADNB_02161
OG0000349	lcl|AMXB01000004.1_prot_ENO82665.1_624	BBLLADNB_01354
OG0000351	lcl|AMXB01000008.1_prot_ENO81965.1_1193	BBLLADNB_01465
OG0000353	lcl|AMXB01000076.1_prot_ENO74646.1_4217	BBLLADNB_00864
OG0000354	lcl|AMXB01000074.1_prot_ENO74677.1_4192	BBLLADNB_00866
OG0000355	lcl|AMXB01000012.1_prot_ENO81419.1_1722, lcl|AMXB01000048.1_prot_ENO75758.1_3808	BBLLADNB_00867
OG0000358	lcl|AMXB01000002.1_prot_ENO83062.1_322	BBLLADNB_02412
OG0000359	lcl|AMXB01000015.1_prot_ENO81020.1_1992	BBLLADNB_00385
OG0000360	lcl|AMXB01000003.1_prot_ENO82764.1_406	BBLLADNB_00562
OG0000361	lcl|AMXB01000002.1_prot_ENO82935.1_195	BBLLADNB_03673
OG0000362	lcl|AMXB01000002.1_prot_ENO82934.1_194	BBLLADNB_03674
OG0000363	lcl|AMXB01000002.1_prot_ENO82933.1_193	BBLLADNB_03675
OG0000364	lcl|AMXB01000002.1_prot_ENO82932.1_192	BBLLADNB_03724
OG0000365	lcl|AMXB01000009.1_prot_ENO81784.1_1275, lcl|AMXB01000005.1_prot_ENO82453.1_748	BBLLADNB_02976
OG0000366	lcl|AMXB01000005.1_prot_ENO82449.1_744	BBLLADNB_02107, BBLLADNB_02000
OG0000367	lcl|AMXB01000039.1_prot_ENO76463.1_3539	BBLLADNB_02642
OG0000368	lcl|AMXB01000058.1_prot_ENO75231.1_4002	BBLLADNB_02640
OG0000369	lcl|AMXB01000035.1_prot_ENO76952.1_3362, lcl|AMXB01000039.1_prot_ENO76464.1_3540	BBLLADNB_02639
OG0000370	lcl|AMXB01000015.1_prot_ENO81002.1_1974, lcl|AMXB01000036.1_prot_ENO76795.1_3366	BBLLADNB_00021
OG0000372	lcl|AMXB01000004.1_prot_ENO82592.1_551	BBLLADNB_00754, BBLLADNB_00239
OG0000373	lcl|AMXB01000039.1_prot_ENO76451.1_3527	BBLLADNB_01866, BBLLADNB_03301
OG0000374	lcl|AMXB01000001.1_prot_ENO83268.1_141	BBLLADNB_03845
OG0000375	lcl|AMXB01000005.1_prot_ENO82477.1_772, lcl|AMXB01000012.1_prot_ENO81412.1_1715	BBLLADNB_02502
OG0000376	lcl|AMXB01000001.1_prot_ENO83214.1_87	BBLLADNB_00693
OG0000377	lcl|AMXB01000001.1_prot_ENO83215.1_88	BBLLADNB_00694
OG0000378	lcl|AMXB01000001.1_prot_ENO83216.1_89	BBLLADNB_00695
OG0000379	lcl|AMXB01000001.1_prot_ENO83218.1_91	BBLLADNB_00697
OG0000380	lcl|AMXB01000021.1_prot_ENO80042.1_2488	BBLLADNB_02511
OG0000381	lcl|AMXB01000021.1_prot_ENO80033.1_2479	BBLLADNB_02518
OG0000382	lcl|AMXB01000021.1_prot_ENO80031.1_2477	BBLLADNB_02520
OG0000383	lcl|AMXB01000021.1_prot_ENO80030.1_2476	BBLLADNB_02521
OG0000384	lcl|AMXB01000021.1_prot_ENO80021.1_2467	BBLLADNB_02896
OG0000385	lcl|AMXB01000021.1_prot_ENO80016.1_2462	BBLLADNB_02032
OG0000386	lcl|AMXB01000007.1_prot_ENO82149.1_1068, lcl|AMXB01000028.1_prot_ENO78036.1_2984	BBLLADNB_02748
OG0000387	lcl|AMXB01000002.1_prot_ENO83079.1_339	BBLLADNB_02947
OG0000388	lcl|AMXB01000007.1_prot_ENO82185.1_1104	BBLLADNB_02768
OG0000389	lcl|AMXB01000021.1_prot_ENO80071.1_2517	BBLLADNB_02769
OG0000390	lcl|AMXB01000011.1_prot_ENO81466.1_1522	BBLLADNB_01617
OG0000391	lcl|AMXB01000077.1_prot_ENO74626.1_4221	BBLLADNB_00302
OG0000392	lcl|AMXB01000001.1_prot_ENO83209.1_82	BBLLADNB_01479
OG0000395	lcl|AMXB01000029.1_prot_ENO77760.1_3017	BBLLADNB_03371
OG0000396	lcl|AMXB01000022.1_prot_ENO79631.1_2568	BBLLADNB_03646
OG0000397	lcl|AMXB01000017.1_prot_ENO80799.1_2196	BBLLADNB_02767
OG0000398	lcl|AMXB01000001.1_prot_ENO83169.1_42	BBLLADNB_02463
OG0000399	lcl|AMXB01000024.1_prot_ENO79014.1_2698, lcl|AMXB01000016.1_prot_ENO80857.1_2050	BBLLADNB_02644
OG0000400	lcl|AMXB01000022.1_prot_ENO79620.1_2557	BBLLADNB_03470
OG0000402	lcl|AMXB01000015.1_prot_ENO81008.1_1980	BBLLADNB_03468
OG0000403	lcl|AMXB01000022.1_prot_ENO79619.1_2556	BBLLADNB_03467
OG0000405	lcl|AMXB01000022.1_prot_ENO79608.1_2545	BBLLADNB_01087, BBLLADNB_03189
OG0000406	lcl|AMXB01000030.1_prot_ENO77592.1_3093, lcl|AMXB01000022.1_prot_ENO79589.1_2526	BBLLADNB_03157
OG0000407	lcl|AMXB01000022.1_prot_ENO79588.1_2525, lcl|AMXB01000030.1_prot_ENO77595.1_3096	BBLLADNB_02389
OG0000408	lcl|AMXB01000011.1_prot_ENO81561.1_1617	BBLLADNB_02384
OG0000409	lcl|AMXB01000011.1_prot_ENO81560.1_1616	BBLLADNB_02383
OG0000410	lcl|AMXB01000011.1_prot_ENO81559.1_1615	BBLLADNB_03116
OG0000411	lcl|AMXB01000011.1_prot_ENO81558.1_1614	BBLLADNB_03114
OG0000412	lcl|AMXB01000011.1_prot_ENO81557.1_1613	BBLLADNB_03113
OG0000413	lcl|AMXB01000011.1_prot_ENO81556.1_1612	BBLLADNB_03112
OG0000414	lcl|AMXB01000034.1_prot_ENO77042.1_3277	BBLLADNB_03109
OG0000416	lcl|AMXB01000033.1_prot_ENO77208.1_3259	BBLLADNB_03609, BBLLADNB_02451
OG0000417	lcl|AMXB01000039.1_prot_ENO76468.1_3544	BBLLADNB_03073
OG0000418	lcl|AMXB01000022.1_prot_ENO79624.1_2561	BBLLADNB_01026
OG0000419	lcl|AMXB01000032.1_prot_ENO77281.1_3215	BBLLADNB_00588, BBLLADNB_03486
OG0000420	lcl|AMXB01000004.1_prot_ENO82610.1_569	BBLLADNB_00721
OG0000421	lcl|AMXB01000004.1_prot_ENO82623.1_582	BBLLADNB_00734
OG0000422	lcl|AMXB01000011.1_prot_ENO81438.1_1494	BBLLADNB_01710, BBLLADNB_00479
OG0000423	lcl|AMXB01000003.1_prot_ENO82753.1_395, lcl|AMXB01000001.1_prot_ENO83229.1_102	BBLLADNB_02129
OG0000424	lcl|AMXB01000011.1_prot_ENO81499.1_1555	BBLLADNB_02763
OG0000425	lcl|AMXB01000052.1_prot_ENO75511.1_3902	BBLLADNB_02634
OG0000427	lcl|AMXB01000013.1_prot_ENO81289.1_1827	BBLLADNB_03730
OG0000428	lcl|AMXB01000013.1_prot_ENO81290.1_1828	BBLLADNB_03731
OG0000429	lcl|AMXB01000013.1_prot_ENO81291.1_1829	BBLLADNB_03732
OG0000430	lcl|AMXB01000068.1_prot_ENO74855.1_4121	BBLLADNB_02908
OG0000431	lcl|AMXB01000068.1_prot_ENO74864.1_4130	BBLLADNB_00854
OG0000432	lcl|AMXB01000078.1_prot_ENO74603.1_4223	BBLLADNB_00849, BBLLADNB_02009
OG0000433	lcl|AMXB01000035.1_prot_ENO76923.1_3333	BBLLADNB_02012
OG0000434	lcl|AMXB01000027.1_prot_ENO78234.1_2870	BBLLADNB_02531
OG0000435	lcl|AMXB01000035.1_prot_ENO76927.1_3337, lcl|AMXB01000024.1_prot_ENO78995.1_2679	BBLLADNB_00095
OG0000436	lcl|AMXB01000032.1_prot_ENO77257.1_3191, lcl|AMXB01000026.1_prot_ENO78497.1_2840	BBLLADNB_00080
OG0000437	lcl|AMXB01000032.1_prot_ENO77256.1_3190	BBLLADNB_01784, BBLLADNB_00079
OG0000438	lcl|AMXB01000032.1_prot_ENO77255.1_3189	BBLLADNB_00078, BBLLADNB_01783
OG0000439	lcl|AMXB01000008.1_prot_ENO82001.1_1229, lcl|AMXB01000025.1_prot_ENO78747.1_2772, lcl|AMXB01000004.1_prot_ENO82674.1_633	BBLLADNB_03737
OG0000440	lcl|AMXB01000039.1_prot_ENO76456.1_3532	BBLLADNB_02803
OG0000441	lcl|AMXB01000001.1_prot_ENO83183.1_56	BBLLADNB_01232
OG0000442	lcl|AMXB01000015.1_prot_ENO81029.1_2001, lcl|AMXB01000001.1_prot_ENO83177.1_50	BBLLADNB_02882
OG0000443	lcl|AMXB01000005.1_prot_ENO82399.1_694	BBLLADNB_00660
OG0000445	lcl|AMXB01000010.1_prot_ENO81673.1_1441	BBLLADNB_01437
OG0000446	lcl|AMXB01000065.1_prot_ENO74956.1_4093	BBLLADNB_02773
OG0000447	lcl|AMXB01000010.1_prot_ENO81657.1_1425	BBLLADNB_02950
OG0000448	lcl|AMXB01000006.1_prot_ENO82221.1_825	BBLLADNB_00104
OG0000449	lcl|AMXB01000029.1_prot_ENO77778.1_3035	BBLLADNB_03567
OG0000450	lcl|AMXB01000007.1_prot_ENO82107.1_1026	BBLLADNB_03298
OG0000452	lcl|AMXB01000001.1_prot_ENO83205.1_78	BBLLADNB_03244
OG0000453	lcl|AMXB01000001.1_prot_ENO83204.1_77	BBLLADNB_01119
OG0000454	lcl|AMXB01000001.1_prot_ENO83203.1_76	BBLLADNB_01120
OG0000455	lcl|AMXB01000001.1_prot_ENO83201.1_74	BBLLADNB_03241
OG0000456	lcl|AMXB01000007.1_prot_ENO82110.1_1029	BBLLADNB_01439
OG0000458	lcl|AMXB01000039.1_prot_ENO76454.1_3530	BBLLADNB_03535
OG0000459	lcl|AMXB01000002.1_prot_ENO82990.1_250	BBLLADNB_00425
OG0000460	lcl|AMXB01000049.1_prot_ENO75671.1_3810, lcl|AMXB01000014.1_prot_ENO81165.1_1929	BBLLADNB_00189
OG0000461	lcl|AMXB01000008.1_prot_ENO81995.1_1223, lcl|AMXB01000002.1_prot_ENO83001.1_261	BBLLADNB_02682
OG0000463	lcl|AMXB01000011.1_prot_ENO81472.1_1528	BBLLADNB_01789
OG0000464	lcl|AMXB01000011.1_prot_ENO81530.1_1586	BBLLADNB_01113
OG0000465	lcl|AMXB01000012.1_prot_ENO81326.1_1629, lcl|AMXB01000018.1_prot_ENO80678.1_2236	BBLLADNB_00402
OG0000466	lcl|AMXB01000015.1_prot_ENO81031.1_2003, lcl|AMXB01000018.1_prot_ENO80706.1_2264	BBLLADNB_00881
OG0000467	lcl|AMXB01000008.1_prot_ENO81968.1_1196	BBLLADNB_03131
OG0000468	lcl|AMXB01000008.1_prot_ENO81969.1_1197, lcl|AMXB01000011.1_prot_ENO81459.1_1515	BBLLADNB_03133
OG0000469	lcl|AMXB01000017.1_prot_ENO80765.1_2162	BBLLADNB_02791
OG0000470	lcl|AMXB01000031.1_prot_ENO77379.1_3113	BBLLADNB_03559
OG0000471	lcl|AMXB01000003.1_prot_ENO82787.1_429	BBLLADNB_02244
OG0000472	lcl|AMXB01000003.1_prot_ENO82773.1_415	BBLLADNB_02813
OG0000473	lcl|AMXB01000051.1_prot_ENO75552.1_3861	BBLLADNB_01938
OG0000474	lcl|AMXB01000022.1_prot_ENO79629.1_2566	BBLLADNB_02693
OG0000475	lcl|AMXB01000016.1_prot_ENO80908.1_2101	BBLLADNB_02944, BBLLADNB_02534
OG0000476	lcl|AMXB01000013.1_prot_ENO81188.1_1726	BBLLADNB_00716
OG0000477	lcl|AMXB01000035.1_prot_ENO76940.1_3350	BBLLADNB_00089
OG0000478	lcl|AMXB01000035.1_prot_ENO76939.1_3349	BBLLADNB_00090
OG0000479	lcl|AMXB01000007.1_prot_ENO82159.1_1078	BBLLADNB_03034
OG0000480	lcl|AMXB01000058.1_prot_ENO75228.1_3999	BBLLADNB_02551
OG0000481	lcl|AMXB01000058.1_prot_ENO75229.1_4000	BBLLADNB_02552
OG0000483	lcl|AMXB01000040.1_prot_ENO76364.1_3569	BBLLADNB_00690
OG0000484	lcl|AMXB01000040.1_prot_ENO76366.1_3571	BBLLADNB_00691
OG0000485	lcl|AMXB01000040.1_prot_ENO76368.1_3573	BBLLADNB_00692
OG0000487	lcl|AMXB01000003.1_prot_ENO82774.1_416	BBLLADNB_01320
OG0000488	lcl|AMXB01000052.1_prot_ENO75520.1_3911	BBLLADNB_01316
OG0000489	lcl|AMXB01000001.1_prot_ENO83237.1_110	BBLLADNB_00413
OG0000490	lcl|AMXB01000001.1_prot_ENO83236.1_109	BBLLADNB_03346
OG0000491	lcl|AMXB01000001.1_prot_ENO83235.1_108	BBLLADNB_03345
OG0000492	lcl|AMXB01000001.1_prot_ENO83234.1_107	BBLLADNB_03344
OG0000493	lcl|AMXB01000001.1_prot_ENO83233.1_106	BBLLADNB_03343
OG0000494	lcl|AMXB01000010.1_prot_ENO81702.1_1470	BBLLADNB_01775
OG0000495	lcl|AMXB01000065.1_prot_ENO74958.1_4095	BBLLADNB_03208
OG0000498	lcl|AMXB01000014.1_prot_ENO81085.1_1849, lcl|AMXB01000011.1_prot_ENO81538.1_1594	BBLLADNB_02867
OG0000499	lcl|AMXB01000027.1_prot_ENO78269.1_2905	BBLLADNB_03560
OG0000500	lcl|AMXB01000013.1_prot_ENO81272.1_1810	BBLLADNB_03832
OG0000501	lcl|AMXB01000013.1_prot_ENO81280.1_1818, lcl|AMXB01000013.1_prot_ENO81271.1_1809	BBLLADNB_01157
OG0000502	lcl|AMXB01000003.1_prot_ENO82839.1_481, lcl|AMXB01000003.1_prot_ENO82840.1_482	BBLLADNB_00101
OG0000503	lcl|AMXB01000013.1_prot_ENO81239.1_1777	BBLLADNB_03293
OG0000504	lcl|AMXB01000008.1_prot_ENO81947.1_1175	BBLLADNB_03295
OG0000505	lcl|AMXB01000005.1_prot_ENO82379.1_674	BBLLADNB_03864
OG0000506	lcl|AMXB01000011.1_prot_ENO81552.1_1608	BBLLADNB_01306
OG0000507	lcl|AMXB01000011.1_prot_ENO81547.1_1603	BBLLADNB_01311
OG0000508	lcl|AMXB01000011.1_prot_ENO81546.1_1602	BBLLADNB_01312
OG0000509	lcl|AMXB01000011.1_prot_ENO81545.1_1601	BBLLADNB_01313
OG0000510	lcl|AMXB01000011.1_prot_ENO81544.1_1600	BBLLADNB_01314
OG0000511	lcl|AMXB01000012.1_prot_ENO81415.1_1718, lcl|AMXB01000006.1_prot_ENO82215.1_819	BBLLADNB_01216
OG0000512	lcl|AMXB01000013.1_prot_ENO81218.1_1756	BBLLADNB_00582
OG0000513	lcl|AMXB01000013.1_prot_ENO81219.1_1757	BBLLADNB_00581
OG0000514	lcl|AMXB01000013.1_prot_ENO81220.1_1758	BBLLADNB_00580
OG0000515	lcl|AMXB01000013.1_prot_ENO81221.1_1759	BBLLADNB_00579
OG0000516	lcl|AMXB01000013.1_prot_ENO81222.1_1760	BBLLADNB_00578
OG0000517	lcl|AMXB01000013.1_prot_ENO81225.1_1763	BBLLADNB_00575
OG0000518	lcl|AMXB01000013.1_prot_ENO81226.1_1764	BBLLADNB_00574
OG0000519	lcl|AMXB01000013.1_prot_ENO81227.1_1765	BBLLADNB_00573
OG0000520	lcl|AMXB01000013.1_prot_ENO81228.1_1766	BBLLADNB_00572
OG0000521	lcl|AMXB01000034.1_prot_ENO77049.1_3284	BBLLADNB_01926
OG0000522	lcl|AMXB01000010.1_prot_ENO81683.1_1451	BBLLADNB_02256
OG0000523	lcl|AMXB01000010.1_prot_ENO81682.1_1450	BBLLADNB_02255
OG0000524	lcl|AMXB01000010.1_prot_ENO81681.1_1449	BBLLADNB_02254
OG0000525	lcl|AMXB01000010.1_prot_ENO81680.1_1448	BBLLADNB_02253
OG0000526	lcl|AMXB01000010.1_prot_ENO81679.1_1447	BBLLADNB_02252
OG0000527	lcl|AMXB01000010.1_prot_ENO81678.1_1446	BBLLADNB_02251
OG0000528	lcl|AMXB01000010.1_prot_ENO81677.1_1445	BBLLADNB_02250
OG0000531	lcl|AMXB01000029.1_prot_ENO77748.1_3005	BBLLADNB_00493
OG0000532	lcl|AMXB01000025.1_prot_ENO78711.1_2736, lcl|AMXB01000006.1_prot_ENO82340.1_944	BBLLADNB_02493
OG0000533	lcl|AMXB01000016.1_prot_ENO80841.1_2034	BBLLADNB_02494, BBLLADNB_03503
OG0000534	lcl|AMXB01000029.1_prot_ENO77791.1_3048	BBLLADNB_03093
OG0000535	lcl|AMXB01000029.1_prot_ENO77758.1_3015	BBLLADNB_01338
OG0000536	lcl|AMXB01000027.1_prot_ENO78228.1_2864, lcl|AMXB01000020.1_prot_ENO80566.1_2448	BBLLADNB_03851
OG0000538	lcl|AMXB01000027.1_prot_ENO78262.1_2898	BBLLADNB_03894
OG0000539	lcl|AMXB01000048.1_prot_ENO75736.1_3786	BBLLADNB_03800
OG0000540	lcl|AMXB01000002.1_prot_ENO82985.1_245	BBLLADNB_00030
OG0000541	lcl|AMXB01000002.1_prot_ENO82983.1_243	BBLLADNB_00032
OG0000542	lcl|AMXB01000022.1_prot_ENO79646.1_2583	BBLLADNB_00524
OG0000543	lcl|AMXB01000002.1_prot_ENO82966.1_226	BBLLADNB_00527
OG0000544	lcl|AMXB01000002.1_prot_ENO82965.1_225	BBLLADNB_00530, BBLLADNB_02832
OG0000545	lcl|AMXB01000047.1_prot_ENO75812.1_3771, lcl|AMXB01000040.1_prot_ENO76350.1_3555	BBLLADNB_00945
OG0000546	lcl|AMXB01000040.1_prot_ENO76347.1_3552, lcl|AMXB01000065.1_prot_ENO74950.1_4087	BBLLADNB_00949
OG0000547	lcl|AMXB01000040.1_prot_ENO76346.1_3551	BBLLADNB_00950
OG0000548	lcl|AMXB01000010.1_prot_ENO81717.1_1485	BBLLADNB_01646
OG0000549	lcl|AMXB01000010.1_prot_ENO81720.1_1488	BBLLADNB_03695
OG0000550	lcl|AMXB01000010.1_prot_ENO81721.1_1489	BBLLADNB_03694
OG0000551	lcl|AMXB01000010.1_prot_ENO81723.1_1491	BBLLADNB_01873
OG0000552	lcl|AMXB01000004.1_prot_ENO82626.1_585	BBLLADNB_00738
OG0000553	lcl|AMXB01000004.1_prot_ENO82627.1_586	BBLLADNB_00739
OG0000554	lcl|AMXB01000004.1_prot_ENO82628.1_587	BBLLADNB_03576
OG0000555	lcl|AMXB01000004.1_prot_ENO82629.1_588	BBLLADNB_03575
OG0000556	lcl|AMXB01000075.1_prot_ENO74650.1_4202, lcl|AMXB01000087.1_prot_ENO74492.1_4245	BBLLADNB_03040
OG0000557	lcl|AMXB01000052.1_prot_ENO75512.1_3903	BBLLADNB_02635
OG0000558	lcl|AMXB01000017.1_prot_ENO80770.1_2167, lcl|AMXB01000042.1_prot_ENO76227.1_3644	BBLLADNB_03683
OG0000559	lcl|AMXB01000042.1_prot_ENO76226.1_3643, lcl|AMXB01000017.1_prot_ENO80769.1_2166	BBLLADNB_03684
OG0000560	lcl|AMXB01000015.1_prot_ENO81037.1_2009, lcl|AMXB01000015.1_prot_ENO81036.1_2008	BBLLADNB_01917
OG0000561	lcl|AMXB01000011.1_prot_ENO81502.1_1558, lcl|AMXB01000013.1_prot_ENO81248.1_1786	BBLLADNB_01141
OG0000563	lcl|AMXB01000026.1_prot_ENO78510.1_2853	BBLLADNB_01859, BBLLADNB_00401
OG0000565	lcl|AMXB01000001.1_prot_ENO83128.1_1, lcl|AMXB01000007.1_prot_ENO82170.1_1089	BBLLADNB_00508
OG0000566	lcl|AMXB01000001.1_prot_ENO83129.1_2, lcl|AMXB01000007.1_prot_ENO82169.1_1088	BBLLADNB_00509
OG0000567	lcl|AMXB01000034.1_prot_ENO77067.1_3302	BBLLADNB_01729
OG0000568	lcl|AMXB01000002.1_prot_ENO82955.1_215	BBLLADNB_00257
OG0000569	lcl|AMXB01000010.1_prot_ENO81706.1_1474	BBLLADNB_03472
OG0000570	lcl|AMXB01000015.1_prot_ENO81009.1_1981, lcl|AMXB01000002.1_prot_ENO82949.1_209	BBLLADNB_00297
OG0000571	lcl|AMXB01000005.1_prot_ENO82419.1_714	BBLLADNB_03691
OG0000572	lcl|AMXB01000013.1_prot_ENO81279.1_1817, lcl|AMXB01000013.1_prot_ENO81267.1_1805	BBLLADNB_01940
OG0000573	lcl|AMXB01000061.1_prot_ENO75107.1_4035	BBLLADNB_00448
OG0000574	lcl|AMXB01000015.1_prot_ENO81058.1_2030	BBLLADNB_02609
OG0000575	lcl|AMXB01000001.1_prot_ENO83264.1_137	BBLLADNB_02091
OG0000576	lcl|AMXB01000001.1_prot_ENO83210.1_83	BBLLADNB_01478
OG0000577	lcl|AMXB01000064.1_prot_ENO74980.1_4071	BBLLADNB_03122
OG0000579	lcl|AMXB01000028.1_prot_ENO78042.1_2990	BBLLADNB_01147, BBLLADNB_01302
OG0000581	lcl|AMXB01000008.1_prot_ENO81974.1_1202	BBLLADNB_00618
OG0000582	lcl|AMXB01000015.1_prot_ENO81035.1_2007	BBLLADNB_01537, BBLLADNB_00797
OG0000585	lcl|AMXB01000027.1_prot_ENO78274.1_2910	BBLLADNB_02484
OG0000586	lcl|AMXB01000005.1_prot_ENO82480.1_775	BBLLADNB_01967
OG0000587	lcl|AMXB01000053.1_prot_ENO75479.1_3921, lcl|AMXB01000025.1_prot_ENO78719.1_2744, lcl|AMXB01000004.1_prot_ENO82704.1_663	BBLLADNB_03479
OG0000588	lcl|AMXB01000025.1_prot_ENO78721.1_2746, lcl|AMXB01000004.1_prot_ENO82700.1_659, lcl|AMXB01000053.1_prot_ENO75481.1_3923	BBLLADNB_03477
OG0000589	lcl|AMXB01000053.1_prot_ENO75485.1_3927	BBLLADNB_03716
OG0000592	lcl|AMXB01000008.1_prot_ENO81982.1_1210, lcl|AMXB01000014.1_prot_ENO81109.1_1873	BBLLADNB_03899
OG0000594	lcl|AMXB01000019.1_prot_ENO80598.1_2316	BBLLADNB_01344
OG0000595	lcl|AMXB01000020.1_prot_ENO80537.1_2419	BBLLADNB_01953, BBLLADNB_03418
OG0000597	lcl|AMXB01000017.1_prot_ENO80822.1_2219	BBLLADNB_00249
OG0000603	lcl|AMXB01000048.1_prot_ENO75756.1_3806	BBLLADNB_02990
OG0000604	lcl|AMXB01000048.1_prot_ENO75757.1_3807	BBLLADNB_02991
OG0000605	lcl|AMXB01000020.1_prot_ENO80546.1_2428	BBLLADNB_01663
