Orthogroup	GCA_000310125.2	Reactor4-bin.4
OG0000254	lcl|AMXB01000019.1_prot_ENO80650.1_2368, lcl|AMXB01000019.1_prot_ENO80648.1_2366, lcl|AMXB01000018.1_prot_ENO80697.1_2255	CEKMHFBL_00574
OG0000255	lcl|AMXB01000004.1_prot_ENO82652.1_611, lcl|AMXB01000003.1_prot_ENO82786.1_428	CEKMHFBL_02206
OG0000256	lcl|AMXB01000033.1_prot_ENO77179.1_3230, lcl|AMXB01000036.1_prot_ENO76812.1_3383, lcl|AMXB01000003.1_prot_ENO82742.1_384	CEKMHFBL_04061
OG0000259	lcl|AMXB01000061.1_prot_ENO75105.1_4033	CEKMHFBL_03588
OG0000260	lcl|AMXB01000029.1_prot_ENO77770.1_3027	CEKMHFBL_02946, CEKMHFBL_02951
OG0000261	lcl|AMXB01000032.1_prot_ENO77262.1_3196	CEKMHFBL_03996
OG0000262	lcl|AMXB01000027.1_prot_ENO78280.1_2916, lcl|AMXB01000092.1_prot_ENO74453.1_4255, lcl|AMXB01000037.1_prot_ENO76679.1_3418	CEKMHFBL_01842
OG0000263	lcl|AMXB01000001.1_prot_ENO83227.1_100, lcl|AMXB01000012.1_prot_ENO81337.1_1640, lcl|AMXB01000031.1_prot_ENO77415.1_3149	CEKMHFBL_00322
OG0000265	lcl|AMXB01000006.1_prot_ENO82233.1_837	CEKMHFBL_00224
OG0000266	lcl|AMXB01000051.1_prot_ENO75564.1_3873	CEKMHFBL_03722, CEKMHFBL_02781
OG0000267	lcl|AMXB01000034.1_prot_ENO77041.1_3276	CEKMHFBL_00229
OG0000268	lcl|AMXB01000013.1_prot_ENO81212.1_1750	CEKMHFBL_01460
OG0000269	lcl|AMXB01000013.1_prot_ENO81217.1_1755	CEKMHFBL_03203, CEKMHFBL_01262
OG0000270	lcl|AMXB01000013.1_prot_ENO81223.1_1761	CEKMHFBL_01256, CEKMHFBL_03209
OG0000272	lcl|AMXB01000066.1_prot_ENO74911.1_4104	CEKMHFBL_00896
OG0000272	lcl|AMXB01000017.1_prot_ENO80757.1_2154	CEKMHFBL_00857
OG0000273	lcl|AMXB01000004.1_prot_ENO82663.1_622	CEKMHFBL_03219, CEKMHFBL_04083
OG0000274	lcl|AMXB01000012.1_prot_ENO81374.1_1677, lcl|AMXB01000026.1_prot_ENO78514.1_2857	CEKMHFBL_03926
OG0000275	lcl|AMXB01000005.1_prot_ENO82389.1_684	CEKMHFBL_02173
OG0000276	lcl|AMXB01000010.1_prot_ENO81722.1_1490	CEKMHFBL_00954
OG0000277	lcl|AMXB01000040.1_prot_ENO76361.1_3566	CEKMHFBL_02376
OG0000278	lcl|AMXB01000013.1_prot_ENO81274.1_1812, lcl|AMXB01000009.1_prot_ENO81782.1_1273	CEKMHFBL_03065
OG0000283	lcl|AMXB01000009.1_prot_ENO81774.1_1265, lcl|AMXB01000030.1_prot_ENO77561.1_3062, lcl|AMXB01000001.1_prot_ENO83245.1_118	CEKMHFBL_02103
OG0000284	lcl|AMXB01000002.1_prot_ENO83035.1_295	CEKMHFBL_04114
OG0000285	lcl|AMXB01000002.1_prot_ENO83034.1_294	CEKMHFBL_04113
OG0000290	lcl|AMXB01000003.1_prot_ENO82855.1_497	CEKMHFBL_03135
OG0000292	lcl|AMXB01000037.1_prot_ENO76691.1_3430	CEKMHFBL_01361
OG0000293	lcl|AMXB01000063.1_prot_ENO75025.1_4064, lcl|AMXB01000110.1_prot_ENO74350.1_4277, lcl|AMXB01000017.1_prot_ENO80829.1_2226, lcl|AMXB01000089.1_prot_ENO74472.1_4248, lcl|AMXB01000022.1_prot_ENO79634.1_2571	CEKMHFBL_02034
OG0000295	lcl|AMXB01000053.1_prot_ENO75482.1_3924, lcl|AMXB01000019.1_prot_ENO80630.1_2348, lcl|AMXB01000004.1_prot_ENO82701.1_660, lcl|AMXB01000025.1_prot_ENO78722.1_2747	CEKMHFBL_02027
OG0000296	lcl|AMXB01000051.1_prot_ENO75569.1_3878	CEKMHFBL_04107
OG0000296	lcl|AMXB01000033.1_prot_ENO77213.1_3264	CEKMHFBL_01100
OG0000298	lcl|AMXB01000006.1_prot_ENO82235.1_839	CEKMHFBL_03544
OG0000299	lcl|AMXB01000006.1_prot_ENO82234.1_838	CEKMHFBL_03543
OG0000301	lcl|AMXB01000009.1_prot_ENO81793.1_1284	CEKMHFBL_01315
OG0000305	lcl|AMXB01000051.1_prot_ENO75559.1_3868	CEKMHFBL_04225
OG0000306	lcl|AMXB01000031.1_prot_ENO77406.1_3140	CEKMHFBL_02275, CEKMHFBL_02469, CEKMHFBL_00807
OG0000307	lcl|AMXB01000070.1_prot_ENO74814.1_4158, lcl|AMXB01000014.1_prot_ENO81101.1_1865	CEKMHFBL_00536, CEKMHFBL_03049
OG0000309	lcl|AMXB01000011.1_prot_ENO81524.1_1580	CEKMHFBL_01146, CEKMHFBL_01142, CEKMHFBL_01145, CEKMHFBL_00800
OG0000311	lcl|AMXB01000020.1_prot_ENO80545.1_2427	CEKMHFBL_03080, CEKMHFBL_03970
OG0000312	lcl|AMXB01000020.1_prot_ENO80550.1_2432	CEKMHFBL_01303
OG0000313	lcl|AMXB01000008.1_prot_ENO81939.1_1167	CEKMHFBL_03858
OG0000314	lcl|AMXB01000008.1_prot_ENO81948.1_1176	CEKMHFBL_03852
OG0000315	lcl|AMXB01000076.1_prot_ENO74644.1_4215	CEKMHFBL_02956
OG0000316	lcl|AMXB01000075.1_prot_ENO74655.1_4207	CEKMHFBL_03669
OG0000317	lcl|AMXB01000018.1_prot_ENO80696.1_2254	CEKMHFBL_03670
OG0000318	lcl|AMXB01000017.1_prot_ENO80795.1_2192	CEKMHFBL_00113
OG0000319	lcl|AMXB01000010.1_prot_ENO81620.1_1388	CEKMHFBL_00747
OG0000320	lcl|AMXB01000003.1_prot_ENO82812.1_454, lcl|AMXB01000009.1_prot_ENO81844.1_1335	CEKMHFBL_01320
OG0000321	lcl|AMXB01000008.1_prot_ENO81887.1_1115	CEKMHFBL_01492
OG0000322	lcl|AMXB01000008.1_prot_ENO81889.1_1117	CEKMHFBL_01491
OG0000323	lcl|AMXB01000003.1_prot_ENO82806.1_448	CEKMHFBL_01483, CEKMHFBL_03302
OG0000324	lcl|AMXB01000003.1_prot_ENO82803.1_445	CEKMHFBL_01480
OG0000326	lcl|AMXB01000009.1_prot_ENO81825.1_1316, lcl|AMXB01000064.1_prot_ENO74982.1_4073	CEKMHFBL_01461
OG0000327	lcl|AMXB01000003.1_prot_ENO82744.1_386	CEKMHFBL_04016
OG0000328	lcl|AMXB01000003.1_prot_ENO82747.1_389	CEKMHFBL_04013
OG0000329	lcl|AMXB01000004.1_prot_ENO82603.1_562	CEKMHFBL_02784
OG0000330	lcl|AMXB01000004.1_prot_ENO82635.1_594	CEKMHFBL_01404
OG0000331	lcl|AMXB01000004.1_prot_ENO82636.1_595	CEKMHFBL_01405
OG0000332	lcl|AMXB01000001.1_prot_ENO83163.1_36, lcl|AMXB01000004.1_prot_ENO82645.1_604	CEKMHFBL_01472
OG0000333	lcl|AMXB01000008.1_prot_ENO81895.1_1123	CEKMHFBL_03033
OG0000334	lcl|AMXB01000008.1_prot_ENO81896.1_1124	CEKMHFBL_03031
OG0000335	lcl|AMXB01000034.1_prot_ENO77065.1_3300	CEKMHFBL_01428
OG0000336	lcl|AMXB01000062.1_prot_ENO75066.1_4047	CEKMHFBL_00643
OG0000337	lcl|AMXB01000002.1_prot_ENO83087.1_347	CEKMHFBL_02248
OG0000338	lcl|AMXB01000009.1_prot_ENO81813.1_1304, lcl|AMXB01000012.1_prot_ENO81332.1_1635	CEKMHFBL_00092
OG0000339	lcl|AMXB01000009.1_prot_ENO81831.1_1322	CEKMHFBL_03563
OG0000340	lcl|AMXB01000009.1_prot_ENO81834.1_1325	CEKMHFBL_03562
OG0000341	lcl|AMXB01000017.1_prot_ENO80755.1_2152, lcl|AMXB01000014.1_prot_ENO81106.1_1870	CEKMHFBL_01026
OG0000342	lcl|AMXB01000017.1_prot_ENO80772.1_2169	CEKMHFBL_00958, CEKMHFBL_02596
OG0000343	lcl|AMXB01000012.1_prot_ENO81347.1_1650, lcl|AMXB01000003.1_prot_ENO82788.1_430	CEKMHFBL_01234
OG0000344	lcl|AMXB01000064.1_prot_ENO74985.1_4076, lcl|AMXB01000031.1_prot_ENO77382.1_3116	CEKMHFBL_02496
OG0000345	lcl|AMXB01000054.1_prot_ENO75434.1_3951	CEKMHFBL_02504
OG0000346	lcl|AMXB01000020.1_prot_ENO80528.1_2410, lcl|AMXB01000019.1_prot_ENO80639.1_2357	CEKMHFBL_01666
OG0000347	lcl|AMXB01000006.1_prot_ENO82341.1_945, lcl|AMXB01000003.1_prot_ENO82844.1_486	CEKMHFBL_00132
OG0000348	lcl|AMXB01000035.1_prot_ENO76919.1_3329	CEKMHFBL_01642
OG0000349	lcl|AMXB01000004.1_prot_ENO82665.1_624	CEKMHFBL_01657
OG0000351	lcl|AMXB01000008.1_prot_ENO81965.1_1193	CEKMHFBL_01211
OG0000353	lcl|AMXB01000076.1_prot_ENO74646.1_4217	CEKMHFBL_00600
OG0000354	lcl|AMXB01000074.1_prot_ENO74677.1_4192	CEKMHFBL_00598
OG0000355	lcl|AMXB01000012.1_prot_ENO81419.1_1722, lcl|AMXB01000048.1_prot_ENO75758.1_3808	CEKMHFBL_00597
OG0000356	lcl|AMXB01000002.1_prot_ENO82997.1_257, lcl|AMXB01000009.1_prot_ENO81777.1_1268	CEKMHFBL_02819
OG0000358	lcl|AMXB01000002.1_prot_ENO83062.1_322	CEKMHFBL_03423
OG0000359	lcl|AMXB01000015.1_prot_ENO81020.1_1992	CEKMHFBL_00780, CEKMHFBL_03806, CEKMHFBL_03882
OG0000360	lcl|AMXB01000003.1_prot_ENO82764.1_406	CEKMHFBL_02357
OG0000361	lcl|AMXB01000002.1_prot_ENO82935.1_195	CEKMHFBL_02120
OG0000362	lcl|AMXB01000002.1_prot_ENO82934.1_194	CEKMHFBL_02119
OG0000363	lcl|AMXB01000002.1_prot_ENO82933.1_193	CEKMHFBL_02118
OG0000364	lcl|AMXB01000002.1_prot_ENO82932.1_192	CEKMHFBL_02117
OG0000365	lcl|AMXB01000009.1_prot_ENO81784.1_1275, lcl|AMXB01000005.1_prot_ENO82453.1_748	CEKMHFBL_03773
OG0000366	lcl|AMXB01000005.1_prot_ENO82449.1_744	CEKMHFBL_03777
OG0000367	lcl|AMXB01000039.1_prot_ENO76463.1_3539	CEKMHFBL_03478
OG0000368	lcl|AMXB01000058.1_prot_ENO75231.1_4002	CEKMHFBL_03476
OG0000369	lcl|AMXB01000035.1_prot_ENO76952.1_3362, lcl|AMXB01000039.1_prot_ENO76464.1_3540	CEKMHFBL_03475
OG0000370	lcl|AMXB01000015.1_prot_ENO81002.1_1974, lcl|AMXB01000036.1_prot_ENO76795.1_3366	CEKMHFBL_02728
OG0000372	lcl|AMXB01000004.1_prot_ENO82592.1_551	CEKMHFBL_01327, CEKMHFBL_00018
OG0000373	lcl|AMXB01000039.1_prot_ENO76451.1_3527	CEKMHFBL_03885
OG0000374	lcl|AMXB01000001.1_prot_ENO83268.1_141	CEKMHFBL_01618, CEKMHFBL_01933
OG0000375	lcl|AMXB01000005.1_prot_ENO82477.1_772, lcl|AMXB01000012.1_prot_ENO81412.1_1715	CEKMHFBL_00299
OG0000376	lcl|AMXB01000001.1_prot_ENO83214.1_87	CEKMHFBL_00660
OG0000377	lcl|AMXB01000001.1_prot_ENO83215.1_88	CEKMHFBL_00661
OG0000378	lcl|AMXB01000001.1_prot_ENO83216.1_89	CEKMHFBL_00662
OG0000379	lcl|AMXB01000001.1_prot_ENO83218.1_91	CEKMHFBL_00664
OG0000380	lcl|AMXB01000021.1_prot_ENO80042.1_2488	CEKMHFBL_04081
OG0000381	lcl|AMXB01000021.1_prot_ENO80033.1_2479	CEKMHFBL_02462
OG0000382	lcl|AMXB01000021.1_prot_ENO80031.1_2477	CEKMHFBL_02460, CEKMHFBL_02614
OG0000383	lcl|AMXB01000021.1_prot_ENO80030.1_2476	CEKMHFBL_02459, CEKMHFBL_00506
OG0000384	lcl|AMXB01000021.1_prot_ENO80021.1_2467	CEKMHFBL_02449, CEKMHFBL_03231
OG0000385	lcl|AMXB01000021.1_prot_ENO80016.1_2462	CEKMHFBL_00544
OG0000386	lcl|AMXB01000007.1_prot_ENO82149.1_1068, lcl|AMXB01000028.1_prot_ENO78036.1_2984	CEKMHFBL_00443
OG0000387	lcl|AMXB01000002.1_prot_ENO83079.1_339	CEKMHFBL_00280
OG0000388	lcl|AMXB01000007.1_prot_ENO82185.1_1104	CEKMHFBL_02373
OG0000389	lcl|AMXB01000021.1_prot_ENO80071.1_2517	CEKMHFBL_02372
OG0000390	lcl|AMXB01000011.1_prot_ENO81466.1_1522	CEKMHFBL_02404
OG0000391	lcl|AMXB01000077.1_prot_ENO74626.1_4221	CEKMHFBL_00709, CEKMHFBL_00707
OG0000392	lcl|AMXB01000001.1_prot_ENO83209.1_82	CEKMHFBL_02834
OG0000395	lcl|AMXB01000029.1_prot_ENO77760.1_3017	CEKMHFBL_02980
OG0000396	lcl|AMXB01000022.1_prot_ENO79631.1_2568	CEKMHFBL_01673
OG0000397	lcl|AMXB01000017.1_prot_ENO80799.1_2196	CEKMHFBL_01290, CEKMHFBL_02374
OG0000398	lcl|AMXB01000001.1_prot_ENO83169.1_42	CEKMHFBL_03053
OG0000399	lcl|AMXB01000024.1_prot_ENO79014.1_2698, lcl|AMXB01000016.1_prot_ENO80857.1_2050	CEKMHFBL_03480
OG0000400	lcl|AMXB01000022.1_prot_ENO79620.1_2557	CEKMHFBL_02397
OG0000402	lcl|AMXB01000015.1_prot_ENO81008.1_1980	CEKMHFBL_02395
OG0000403	lcl|AMXB01000022.1_prot_ENO79619.1_2556	CEKMHFBL_02394
OG0000405	lcl|AMXB01000022.1_prot_ENO79608.1_2545	CEKMHFBL_02628
OG0000406	lcl|AMXB01000030.1_prot_ENO77592.1_3093, lcl|AMXB01000022.1_prot_ENO79589.1_2526	CEKMHFBL_00196
OG0000407	lcl|AMXB01000022.1_prot_ENO79588.1_2525, lcl|AMXB01000030.1_prot_ENO77595.1_3096	CEKMHFBL_00198
OG0000408	lcl|AMXB01000011.1_prot_ENO81561.1_1617	CEKMHFBL_04037
OG0000409	lcl|AMXB01000011.1_prot_ENO81560.1_1616	CEKMHFBL_00204, CEKMHFBL_04036
OG0000410	lcl|AMXB01000011.1_prot_ENO81559.1_1615	CEKMHFBL_00207, CEKMHFBL_04033
OG0000411	lcl|AMXB01000011.1_prot_ENO81558.1_1614	CEKMHFBL_00209, CEKMHFBL_04031
OG0000412	lcl|AMXB01000011.1_prot_ENO81557.1_1613	CEKMHFBL_00211, CEKMHFBL_04029
OG0000413	lcl|AMXB01000011.1_prot_ENO81556.1_1612	CEKMHFBL_00212, CEKMHFBL_04028
OG0000414	lcl|AMXB01000034.1_prot_ENO77042.1_3277	CEKMHFBL_04024, CEKMHFBL_00215
OG0000415	lcl|AMXB01000018.1_prot_ENO80675.1_2233	CEKMHFBL_00216, CEKMHFBL_04022
OG0000416	lcl|AMXB01000033.1_prot_ENO77208.1_3259	CEKMHFBL_01981
OG0000417	lcl|AMXB01000039.1_prot_ENO76468.1_3544	CEKMHFBL_00329
OG0000418	lcl|AMXB01000022.1_prot_ENO79624.1_2561	CEKMHFBL_04049
OG0000419	lcl|AMXB01000032.1_prot_ENO77281.1_3215	CEKMHFBL_04044
OG0000420	lcl|AMXB01000004.1_prot_ENO82610.1_569	CEKMHFBL_01449
OG0000421	lcl|AMXB01000004.1_prot_ENO82623.1_582	CEKMHFBL_01436
OG0000422	lcl|AMXB01000011.1_prot_ENO81438.1_1494	CEKMHFBL_01011
OG0000423	lcl|AMXB01000003.1_prot_ENO82753.1_395, lcl|AMXB01000001.1_prot_ENO83229.1_102	CEKMHFBL_04017
OG0000424	lcl|AMXB01000011.1_prot_ENO81499.1_1555	CEKMHFBL_02490
OG0000425	lcl|AMXB01000052.1_prot_ENO75511.1_3902	CEKMHFBL_00055
OG0000427	lcl|AMXB01000013.1_prot_ENO81289.1_1827	CEKMHFBL_02113
OG0000428	lcl|AMXB01000013.1_prot_ENO81290.1_1828	CEKMHFBL_02114
OG0000429	lcl|AMXB01000013.1_prot_ENO81291.1_1829	CEKMHFBL_02115
OG0000430	lcl|AMXB01000068.1_prot_ENO74855.1_4121	CEKMHFBL_00003
OG0000431	lcl|AMXB01000068.1_prot_ENO74864.1_4130	CEKMHFBL_03830
OG0000432	lcl|AMXB01000078.1_prot_ENO74603.1_4223	CEKMHFBL_03833
OG0000433	lcl|AMXB01000035.1_prot_ENO76923.1_3333	CEKMHFBL_03566
OG0000434	lcl|AMXB01000027.1_prot_ENO78234.1_2870	CEKMHFBL_02959
OG0000435	lcl|AMXB01000035.1_prot_ENO76927.1_3337, lcl|AMXB01000024.1_prot_ENO78995.1_2679	CEKMHFBL_02916
OG0000436	lcl|AMXB01000032.1_prot_ENO77257.1_3191, lcl|AMXB01000026.1_prot_ENO78497.1_2840	CEKMHFBL_02078
OG0000437	lcl|AMXB01000032.1_prot_ENO77256.1_3190	CEKMHFBL_02077
OG0000438	lcl|AMXB01000032.1_prot_ENO77255.1_3189	CEKMHFBL_02076
OG0000439	lcl|AMXB01000008.1_prot_ENO82001.1_1229, lcl|AMXB01000025.1_prot_ENO78747.1_2772, lcl|AMXB01000004.1_prot_ENO82674.1_633	CEKMHFBL_00723
OG0000440	lcl|AMXB01000039.1_prot_ENO76456.1_3532	CEKMHFBL_02894
OG0000441	lcl|AMXB01000007.1_prot_ENO82084.1_1003, lcl|AMXB01000001.1_prot_ENO83183.1_56	CEKMHFBL_00740
OG0000442	lcl|AMXB01000015.1_prot_ENO81029.1_2001, lcl|AMXB01000001.1_prot_ENO83177.1_50	CEKMHFBL_02745
OG0000445	lcl|AMXB01000010.1_prot_ENO81673.1_1441	CEKMHFBL_01273
OG0000446	lcl|AMXB01000065.1_prot_ENO74956.1_4093	CEKMHFBL_01654
OG0000447	lcl|AMXB01000010.1_prot_ENO81657.1_1425	CEKMHFBL_02663
OG0000448	lcl|AMXB01000006.1_prot_ENO82221.1_825	CEKMHFBL_01608
OG0000449	lcl|AMXB01000029.1_prot_ENO77778.1_3035	CEKMHFBL_00681
OG0000450	lcl|AMXB01000007.1_prot_ENO82107.1_1026	CEKMHFBL_03968
OG0000451	lcl|AMXB01000030.1_prot_ENO77598.1_3099, lcl|AMXB01000030.1_prot_ENO77600.1_3101, lcl|AMXB01000007.1_prot_ENO82101.1_1020	CEKMHFBL_02984
OG0000452	lcl|AMXB01000001.1_prot_ENO83205.1_78	CEKMHFBL_01266, CEKMHFBL_01265
OG0000453	lcl|AMXB01000001.1_prot_ENO83204.1_77	CEKMHFBL_03583
OG0000454	lcl|AMXB01000001.1_prot_ENO83203.1_76	CEKMHFBL_03584
OG0000455	lcl|AMXB01000001.1_prot_ENO83201.1_74	CEKMHFBL_01269
OG0000456	lcl|AMXB01000007.1_prot_ENO82110.1_1029	CEKMHFBL_01270
OG0000458	lcl|AMXB01000039.1_prot_ENO76454.1_3530	CEKMHFBL_01536
OG0000459	lcl|AMXB01000002.1_prot_ENO82990.1_250	CEKMHFBL_01523
OG0000460	lcl|AMXB01000049.1_prot_ENO75671.1_3810, lcl|AMXB01000014.1_prot_ENO81165.1_1929	CEKMHFBL_01409
OG0000461	lcl|AMXB01000008.1_prot_ENO81995.1_1223, lcl|AMXB01000002.1_prot_ENO83001.1_261	CEKMHFBL_01707
OG0000463	lcl|AMXB01000011.1_prot_ENO81472.1_1528	CEKMHFBL_01639
OG0000464	lcl|AMXB01000011.1_prot_ENO81530.1_1586	CEKMHFBL_03578
OG0000465	lcl|AMXB01000012.1_prot_ENO81326.1_1629, lcl|AMXB01000018.1_prot_ENO80678.1_2236	CEKMHFBL_01945
OG0000466	lcl|AMXB01000015.1_prot_ENO81031.1_2003, lcl|AMXB01000018.1_prot_ENO80706.1_2264	CEKMHFBL_00583
OG0000467	lcl|AMXB01000008.1_prot_ENO81968.1_1196	CEKMHFBL_02514
OG0000468	lcl|AMXB01000008.1_prot_ENO81969.1_1197, lcl|AMXB01000011.1_prot_ENO81459.1_1515	CEKMHFBL_02516
OG0000469	lcl|AMXB01000017.1_prot_ENO80765.1_2162	CEKMHFBL_00966
OG0000470	lcl|AMXB01000031.1_prot_ENO77379.1_3113	CEKMHFBL_01774
OG0000471	lcl|AMXB01000003.1_prot_ENO82787.1_429	CEKMHFBL_02207
OG0000472	lcl|AMXB01000003.1_prot_ENO82773.1_415	CEKMHFBL_02202
OG0000473	lcl|AMXB01000051.1_prot_ENO75552.1_3861	CEKMHFBL_03493, CEKMHFBL_01391
OG0000474	lcl|AMXB01000022.1_prot_ENO79629.1_2566	CEKMHFBL_03610
OG0000475	lcl|AMXB01000016.1_prot_ENO80908.1_2101	CEKMHFBL_02838
OG0000476	lcl|AMXB01000013.1_prot_ENO81188.1_1726	CEKMHFBL_01454
OG0000477	lcl|AMXB01000035.1_prot_ENO76940.1_3350	CEKMHFBL_02910
OG0000478	lcl|AMXB01000035.1_prot_ENO76939.1_3349	CEKMHFBL_02911
OG0000479	lcl|AMXB01000007.1_prot_ENO82159.1_1078	CEKMHFBL_01189
OG0000480	lcl|AMXB01000058.1_prot_ENO75228.1_3999	CEKMHFBL_00624, CEKMHFBL_01880
OG0000481	lcl|AMXB01000058.1_prot_ENO75229.1_4000	CEKMHFBL_00623
OG0000483	lcl|AMXB01000040.1_prot_ENO76364.1_3569	CEKMHFBL_00657
OG0000484	lcl|AMXB01000040.1_prot_ENO76366.1_3571	CEKMHFBL_00658
OG0000485	lcl|AMXB01000040.1_prot_ENO76368.1_3573	CEKMHFBL_00659
OG0000487	lcl|AMXB01000003.1_prot_ENO82774.1_416	CEKMHFBL_02879, CEKMHFBL_00775
OG0000488	lcl|AMXB01000062.1_prot_ENO75076.1_4057, lcl|AMXB01000052.1_prot_ENO75520.1_3911	CEKMHFBL_02875
OG0000489	lcl|AMXB01000001.1_prot_ENO83237.1_110	CEKMHFBL_02717
OG0000490	lcl|AMXB01000001.1_prot_ENO83236.1_109	CEKMHFBL_03260
OG0000491	lcl|AMXB01000001.1_prot_ENO83235.1_108	CEKMHFBL_03259
OG0000492	lcl|AMXB01000001.1_prot_ENO83234.1_107	CEKMHFBL_03258
OG0000493	lcl|AMXB01000001.1_prot_ENO83233.1_106	CEKMHFBL_03257
OG0000494	lcl|AMXB01000010.1_prot_ENO81702.1_1470	CEKMHFBL_00249, CEKMHFBL_01792
OG0000495	lcl|AMXB01000065.1_prot_ENO74958.1_4095	CEKMHFBL_00676
OG0000496	lcl|AMXB01000032.1_prot_ENO77276.1_3210	CEKMHFBL_00851
OG0000498	lcl|AMXB01000014.1_prot_ENO81085.1_1849, lcl|AMXB01000011.1_prot_ENO81538.1_1594	CEKMHFBL_02297
OG0000499	lcl|AMXB01000027.1_prot_ENO78269.1_2905	CEKMHFBL_01775
OG0000500	lcl|AMXB01000013.1_prot_ENO81272.1_1810	CEKMHFBL_02107
OG0000501	lcl|AMXB01000013.1_prot_ENO81280.1_1818, lcl|AMXB01000013.1_prot_ENO81271.1_1809	CEKMHFBL_01938
OG0000502	lcl|AMXB01000003.1_prot_ENO82839.1_481, lcl|AMXB01000003.1_prot_ENO82840.1_482	CEKMHFBL_03703
OG0000503	lcl|AMXB01000013.1_prot_ENO81239.1_1777	CEKMHFBL_04108
OG0000504	lcl|AMXB01000008.1_prot_ENO81947.1_1175	CEKMHFBL_04110
OG0000505	lcl|AMXB01000005.1_prot_ENO82379.1_674	CEKMHFBL_00978
OG0000506	lcl|AMXB01000011.1_prot_ENO81552.1_1608	CEKMHFBL_00228
OG0000507	lcl|AMXB01000011.1_prot_ENO81547.1_1603	CEKMHFBL_02941
OG0000508	lcl|AMXB01000011.1_prot_ENO81546.1_1602	CEKMHFBL_02942
OG0000509	lcl|AMXB01000011.1_prot_ENO81545.1_1601	CEKMHFBL_02943
OG0000510	lcl|AMXB01000011.1_prot_ENO81544.1_1600	CEKMHFBL_02944
OG0000511	lcl|AMXB01000012.1_prot_ENO81415.1_1718, lcl|AMXB01000006.1_prot_ENO82215.1_819	CEKMHFBL_00756
OG0000512	lcl|AMXB01000013.1_prot_ENO81218.1_1756	CEKMHFBL_01261, CEKMHFBL_03204
OG0000513	lcl|AMXB01000013.1_prot_ENO81219.1_1757	CEKMHFBL_01260, CEKMHFBL_03205
OG0000514	lcl|AMXB01000013.1_prot_ENO81220.1_1758	CEKMHFBL_01259, CEKMHFBL_03206
OG0000515	lcl|AMXB01000013.1_prot_ENO81221.1_1759	CEKMHFBL_01258, CEKMHFBL_03207
OG0000516	lcl|AMXB01000013.1_prot_ENO81222.1_1760	CEKMHFBL_01257, CEKMHFBL_03208
OG0000517	lcl|AMXB01000013.1_prot_ENO81225.1_1763	CEKMHFBL_01254, CEKMHFBL_03211
OG0000518	lcl|AMXB01000013.1_prot_ENO81226.1_1764	CEKMHFBL_01253, CEKMHFBL_03212
OG0000519	lcl|AMXB01000013.1_prot_ENO81227.1_1765	CEKMHFBL_01252, CEKMHFBL_03213
OG0000520	lcl|AMXB01000013.1_prot_ENO81228.1_1766	CEKMHFBL_03214, CEKMHFBL_02722
OG0000521	lcl|AMXB01000034.1_prot_ENO77049.1_3284	CEKMHFBL_03089
OG0000522	lcl|AMXB01000010.1_prot_ENO81683.1_1451	CEKMHFBL_01798
OG0000523	lcl|AMXB01000010.1_prot_ENO81682.1_1450	CEKMHFBL_01799
OG0000524	lcl|AMXB01000010.1_prot_ENO81681.1_1449	CEKMHFBL_01800
OG0000525	lcl|AMXB01000010.1_prot_ENO81680.1_1448	CEKMHFBL_01801
OG0000526	lcl|AMXB01000010.1_prot_ENO81679.1_1447	CEKMHFBL_01802
OG0000527	lcl|AMXB01000010.1_prot_ENO81678.1_1446	CEKMHFBL_01803
OG0000528	lcl|AMXB01000010.1_prot_ENO81677.1_1445	CEKMHFBL_01804
OG0000529	lcl|AMXB01000010.1_prot_ENO81674.1_1442	CEKMHFBL_04269
OG0000529	lcl|AMXB01000005.1_prot_ENO82498.1_793	CEKMHFBL_00969
OG0000531	lcl|AMXB01000029.1_prot_ENO77748.1_3005	CEKMHFBL_03498, CEKMHFBL_03101
OG0000532	lcl|AMXB01000025.1_prot_ENO78711.1_2736, lcl|AMXB01000006.1_prot_ENO82340.1_944	CEKMHFBL_02023
OG0000533	lcl|AMXB01000016.1_prot_ENO80841.1_2034	CEKMHFBL_02020
OG0000534	lcl|AMXB01000029.1_prot_ENO77791.1_3048	CEKMHFBL_01898
OG0000535	lcl|AMXB01000029.1_prot_ENO77758.1_3015	CEKMHFBL_03114
OG0000536	lcl|AMXB01000027.1_prot_ENO78228.1_2864, lcl|AMXB01000020.1_prot_ENO80566.1_2448	CEKMHFBL_00616
OG0000537	lcl|AMXB01000003.1_prot_ENO82790.1_432	CEKMHFBL_01777
OG0000538	lcl|AMXB01000027.1_prot_ENO78262.1_2898	CEKMHFBL_01780
OG0000539	lcl|AMXB01000048.1_prot_ENO75736.1_3786	CEKMHFBL_01683
OG0000540	lcl|AMXB01000002.1_prot_ENO82985.1_245	CEKMHFBL_00392, CEKMHFBL_00157
OG0000541	lcl|AMXB01000002.1_prot_ENO82983.1_243	CEKMHFBL_00155, CEKMHFBL_00391
OG0000542	lcl|AMXB01000022.1_prot_ENO79646.1_2583	CEKMHFBL_00696
OG0000543	lcl|AMXB01000002.1_prot_ENO82966.1_226	CEKMHFBL_00699
OG0000544	lcl|AMXB01000002.1_prot_ENO82965.1_225	CEKMHFBL_00701
