Orthogroup	GCA_000310125.2	GCA_003332265.1
OG0000265	lcl|AMXB01000006.1_prot_ENO82233.1_837	BFLDHLJO_00735
OG0000266	lcl|AMXB01000051.1_prot_ENO75564.1_3873	BFLDHLJO_01194
OG0000267	lcl|AMXB01000034.1_prot_ENO77041.1_3276	BFLDHLJO_02080
OG0000268	lcl|AMXB01000013.1_prot_ENO81212.1_1750	BFLDHLJO_01424, BFLDHLJO_03975
OG0000269	lcl|AMXB01000013.1_prot_ENO81217.1_1755	BFLDHLJO_00310
OG0000270	lcl|AMXB01000013.1_prot_ENO81223.1_1761	BFLDHLJO_00316
OG0000272	lcl|AMXB01000017.1_prot_ENO80757.1_2154	BFLDHLJO_01629
OG0000273	lcl|AMXB01000004.1_prot_ENO82663.1_622	BFLDHLJO_02536
OG0000274	lcl|AMXB01000012.1_prot_ENO81374.1_1677, lcl|AMXB01000026.1_prot_ENO78514.1_2857	BFLDHLJO_01679
OG0000275	lcl|AMXB01000005.1_prot_ENO82389.1_684	BFLDHLJO_03690
OG0000276	lcl|AMXB01000010.1_prot_ENO81722.1_1490	BFLDHLJO_01334
OG0000277	lcl|AMXB01000010.1_prot_ENO81595.1_1363	BFLDHLJO_02390
OG0000277	lcl|AMXB01000040.1_prot_ENO76361.1_3566	BFLDHLJO_02391
OG0000278	lcl|AMXB01000013.1_prot_ENO81274.1_1812, lcl|AMXB01000009.1_prot_ENO81782.1_1273	BFLDHLJO_01907
OG0000283	lcl|AMXB01000009.1_prot_ENO81774.1_1265, lcl|AMXB01000030.1_prot_ENO77561.1_3062, lcl|AMXB01000001.1_prot_ENO83245.1_118	BFLDHLJO_03293
OG0000284	lcl|AMXB01000002.1_prot_ENO83035.1_295	BFLDHLJO_03784
OG0000285	lcl|AMXB01000002.1_prot_ENO83034.1_294	BFLDHLJO_03783
OG0000286	lcl|AMXB01000051.1_prot_ENO75553.1_3862	BFLDHLJO_02015
OG0000290	lcl|AMXB01000003.1_prot_ENO82855.1_497	BFLDHLJO_01399, BFLDHLJO_01717
OG0000292	lcl|AMXB01000037.1_prot_ENO76691.1_3430	BFLDHLJO_01794
OG0000295	lcl|AMXB01000053.1_prot_ENO75482.1_3924, lcl|AMXB01000019.1_prot_ENO80630.1_2348, lcl|AMXB01000004.1_prot_ENO82701.1_660, lcl|AMXB01000025.1_prot_ENO78722.1_2747	BFLDHLJO_01014
OG0000296	lcl|AMXB01000051.1_prot_ENO75569.1_3878	BFLDHLJO_02702
OG0000298	lcl|AMXB01000006.1_prot_ENO82235.1_839	BFLDHLJO_02595, BFLDHLJO_01861
OG0000299	lcl|AMXB01000006.1_prot_ENO82234.1_838	BFLDHLJO_02594, BFLDHLJO_01860
OG0000300	lcl|AMXB01000006.1_prot_ENO82290.1_894	BFLDHLJO_00836, BFLDHLJO_03693
OG0000301	lcl|AMXB01000009.1_prot_ENO81793.1_1284	BFLDHLJO_03824, BFLDHLJO_02429
OG0000303	lcl|AMXB01000072.1_prot_ENO74749.1_4177, lcl|AMXB01000028.1_prot_ENO77990.1_2938	BFLDHLJO_03253, BFLDHLJO_03602
OG0000305	lcl|AMXB01000051.1_prot_ENO75559.1_3868	BFLDHLJO_00590, BFLDHLJO_00489, BFLDHLJO_01796, BFLDHLJO_03933
OG0000306	lcl|AMXB01000031.1_prot_ENO77406.1_3140	BFLDHLJO_03910
OG0000307	lcl|AMXB01000070.1_prot_ENO74814.1_4158, lcl|AMXB01000014.1_prot_ENO81101.1_1865	BFLDHLJO_02457
OG0000309	lcl|AMXB01000011.1_prot_ENO81524.1_1580	BFLDHLJO_01118
OG0000311	lcl|AMXB01000020.1_prot_ENO80545.1_2427	BFLDHLJO_01931
OG0000312	lcl|AMXB01000020.1_prot_ENO80550.1_2432	BFLDHLJO_01939
OG0000313	lcl|AMXB01000008.1_prot_ENO81939.1_1167	BFLDHLJO_02057
OG0000314	lcl|AMXB01000008.1_prot_ENO81948.1_1176	BFLDHLJO_01328
OG0000315	lcl|AMXB01000076.1_prot_ENO74644.1_4215	BFLDHLJO_01062
OG0000316	lcl|AMXB01000075.1_prot_ENO74655.1_4207	BFLDHLJO_03116
OG0000317	lcl|AMXB01000018.1_prot_ENO80696.1_2254	BFLDHLJO_03117
OG0000318	lcl|AMXB01000017.1_prot_ENO80795.1_2192	BFLDHLJO_03127
OG0000319	lcl|AMXB01000010.1_prot_ENO81620.1_1388	BFLDHLJO_00876
OG0000320	lcl|AMXB01000003.1_prot_ENO82812.1_454, lcl|AMXB01000009.1_prot_ENO81844.1_1335	BFLDHLJO_03650
OG0000321	lcl|AMXB01000008.1_prot_ENO81887.1_1115	BFLDHLJO_03760
OG0000322	lcl|AMXB01000008.1_prot_ENO81889.1_1117	BFLDHLJO_03762, BFLDHLJO_00713
OG0000323	lcl|AMXB01000003.1_prot_ENO82806.1_448	BFLDHLJO_03771
OG0000324	lcl|AMXB01000003.1_prot_ENO82803.1_445	BFLDHLJO_03774
OG0000326	lcl|AMXB01000009.1_prot_ENO81825.1_1316, lcl|AMXB01000064.1_prot_ENO74982.1_4073	BFLDHLJO_00275
OG0000327	lcl|AMXB01000003.1_prot_ENO82744.1_386	BFLDHLJO_03724
OG0000328	lcl|AMXB01000003.1_prot_ENO82747.1_389	BFLDHLJO_03727
OG0000329	lcl|AMXB01000004.1_prot_ENO82603.1_562	BFLDHLJO_01197
OG0000330	lcl|AMXB01000004.1_prot_ENO82635.1_594	BFLDHLJO_01371
OG0000331	lcl|AMXB01000004.1_prot_ENO82636.1_595	BFLDHLJO_01370
OG0000332	lcl|AMXB01000001.1_prot_ENO83163.1_36, lcl|AMXB01000004.1_prot_ENO82645.1_604	BFLDHLJO_00287
OG0000333	lcl|AMXB01000008.1_prot_ENO81895.1_1123	BFLDHLJO_00932
OG0000334	lcl|AMXB01000008.1_prot_ENO81896.1_1124	BFLDHLJO_00931
OG0000335	lcl|AMXB01000034.1_prot_ENO77065.1_3300	BFLDHLJO_02954
OG0000336	lcl|AMXB01000062.1_prot_ENO75066.1_4047	BFLDHLJO_00918
OG0000337	lcl|AMXB01000002.1_prot_ENO83087.1_347	BFLDHLJO_03802
OG0000338	lcl|AMXB01000009.1_prot_ENO81813.1_1304, lcl|AMXB01000012.1_prot_ENO81332.1_1635	BFLDHLJO_01214
OG0000339	lcl|AMXB01000009.1_prot_ENO81831.1_1322	BFLDHLJO_02070
OG0000340	lcl|AMXB01000009.1_prot_ENO81834.1_1325	BFLDHLJO_02069
OG0000341	lcl|AMXB01000017.1_prot_ENO80755.1_2152, lcl|AMXB01000014.1_prot_ENO81106.1_1870	BFLDHLJO_01468
OG0000342	lcl|AMXB01000017.1_prot_ENO80772.1_2169	BFLDHLJO_00249
OG0000343	lcl|AMXB01000012.1_prot_ENO81347.1_1650, lcl|AMXB01000003.1_prot_ENO82788.1_430	BFLDHLJO_02980
OG0000344	lcl|AMXB01000031.1_prot_ENO77382.1_3116	BFLDHLJO_00266
OG0000345	lcl|AMXB01000054.1_prot_ENO75434.1_3951	BFLDHLJO_00259
OG0000346	lcl|AMXB01000020.1_prot_ENO80528.1_2410, lcl|AMXB01000019.1_prot_ENO80639.1_2357	BFLDHLJO_01414
OG0000347	lcl|AMXB01000006.1_prot_ENO82341.1_945, lcl|AMXB01000003.1_prot_ENO82844.1_486	BFLDHLJO_00086
OG0000348	lcl|AMXB01000035.1_prot_ENO76919.1_3329	BFLDHLJO_01594, BFLDHLJO_01973
OG0000349	lcl|AMXB01000004.1_prot_ENO82665.1_624	BFLDHLJO_04071, BFLDHLJO_04141
OG0000351	lcl|AMXB01000008.1_prot_ENO81965.1_1193	BFLDHLJO_03715
OG0000353	lcl|AMXB01000076.1_prot_ENO74646.1_4217	BFLDHLJO_01810
OG0000354	lcl|AMXB01000074.1_prot_ENO74677.1_4192	BFLDHLJO_01812
OG0000355	lcl|AMXB01000012.1_prot_ENO81419.1_1722, lcl|AMXB01000048.1_prot_ENO75758.1_3808	BFLDHLJO_01813
OG0000356	lcl|AMXB01000002.1_prot_ENO82997.1_257, lcl|AMXB01000009.1_prot_ENO81777.1_1268	BFLDHLJO_04105
OG0000358	lcl|AMXB01000002.1_prot_ENO83062.1_322	BFLDHLJO_00129
OG0000359	lcl|AMXB01000015.1_prot_ENO81020.1_1992	BFLDHLJO_03445, BFLDHLJO_04134
OG0000360	lcl|AMXB01000003.1_prot_ENO82764.1_406	BFLDHLJO_00332
OG0000361	lcl|AMXB01000002.1_prot_ENO82935.1_195	BFLDHLJO_02276
OG0000362	lcl|AMXB01000002.1_prot_ENO82934.1_194	BFLDHLJO_02277
OG0000363	lcl|AMXB01000002.1_prot_ENO82933.1_193	BFLDHLJO_02278
OG0000364	lcl|AMXB01000002.1_prot_ENO82932.1_192	BFLDHLJO_02279
OG0000365	lcl|AMXB01000009.1_prot_ENO81784.1_1275, lcl|AMXB01000005.1_prot_ENO82453.1_748	BFLDHLJO_03570
OG0000366	lcl|AMXB01000005.1_prot_ENO82449.1_744	BFLDHLJO_03574
OG0000367	lcl|AMXB01000039.1_prot_ENO76463.1_3539	BFLDHLJO_00625
OG0000368	lcl|AMXB01000058.1_prot_ENO75231.1_4002	BFLDHLJO_00623
OG0000369	lcl|AMXB01000035.1_prot_ENO76952.1_3362, lcl|AMXB01000039.1_prot_ENO76464.1_3540	BFLDHLJO_00622
OG0000370	lcl|AMXB01000015.1_prot_ENO81002.1_1974, lcl|AMXB01000036.1_prot_ENO76795.1_3366	BFLDHLJO_02185
OG0000373	lcl|AMXB01000039.1_prot_ENO76451.1_3527	BFLDHLJO_02304
OG0000374	lcl|AMXB01000001.1_prot_ENO83268.1_141	BFLDHLJO_04154
OG0000375	lcl|AMXB01000005.1_prot_ENO82477.1_772, lcl|AMXB01000012.1_prot_ENO81412.1_1715	BFLDHLJO_03941
OG0000376	lcl|AMXB01000001.1_prot_ENO83214.1_87	BFLDHLJO_03815
OG0000377	lcl|AMXB01000001.1_prot_ENO83215.1_88	BFLDHLJO_03814
OG0000378	lcl|AMXB01000001.1_prot_ENO83216.1_89	BFLDHLJO_03813
OG0000379	lcl|AMXB01000001.1_prot_ENO83218.1_91	BFLDHLJO_02418
OG0000380	lcl|AMXB01000021.1_prot_ENO80042.1_2488	BFLDHLJO_02488
OG0000381	lcl|AMXB01000021.1_prot_ENO80033.1_2479	BFLDHLJO_02496
OG0000382	lcl|AMXB01000021.1_prot_ENO80031.1_2477	BFLDHLJO_02498
OG0000383	lcl|AMXB01000021.1_prot_ENO80030.1_2476	BFLDHLJO_02499
OG0000384	lcl|AMXB01000021.1_prot_ENO80021.1_2467	BFLDHLJO_02509
OG0000385	lcl|AMXB01000021.1_prot_ENO80016.1_2462	BFLDHLJO_01139
OG0000386	lcl|AMXB01000007.1_prot_ENO82149.1_1068, lcl|AMXB01000028.1_prot_ENO78036.1_2984	BFLDHLJO_01662
OG0000387	lcl|AMXB01000002.1_prot_ENO83079.1_339	BFLDHLJO_00665
OG0000388	lcl|AMXB01000007.1_prot_ENO82185.1_1104	BFLDHLJO_01986
OG0000389	lcl|AMXB01000021.1_prot_ENO80071.1_2517	BFLDHLJO_01987
OG0000390	lcl|AMXB01000011.1_prot_ENO81466.1_1522	BFLDHLJO_00224
OG0000391	lcl|AMXB01000077.1_prot_ENO74626.1_4221	BFLDHLJO_03414
OG0000392	lcl|AMXB01000001.1_prot_ENO83209.1_82	BFLDHLJO_00673
OG0000395	lcl|AMXB01000029.1_prot_ENO77760.1_3017	BFLDHLJO_00015
OG0000396	lcl|AMXB01000022.1_prot_ENO79631.1_2568	BFLDHLJO_01901
OG0000397	lcl|AMXB01000017.1_prot_ENO80799.1_2196	BFLDHLJO_02388
OG0000398	lcl|AMXB01000001.1_prot_ENO83169.1_42	BFLDHLJO_01650
OG0000399	lcl|AMXB01000024.1_prot_ENO79014.1_2698, lcl|AMXB01000016.1_prot_ENO80857.1_2050	BFLDHLJO_00627
OG0000400	lcl|AMXB01000022.1_prot_ENO79620.1_2557	BFLDHLJO_02408
OG0000402	lcl|AMXB01000015.1_prot_ENO81008.1_1980	BFLDHLJO_02406
OG0000403	lcl|AMXB01000022.1_prot_ENO79619.1_2556	BFLDHLJO_02405
OG0000405	lcl|AMXB01000022.1_prot_ENO79608.1_2545	BFLDHLJO_01104
OG0000406	lcl|AMXB01000030.1_prot_ENO77592.1_3093, lcl|AMXB01000022.1_prot_ENO79589.1_2526	BFLDHLJO_01537
OG0000407	lcl|AMXB01000022.1_prot_ENO79588.1_2525, lcl|AMXB01000030.1_prot_ENO77595.1_3096	BFLDHLJO_01539
OG0000408	lcl|AMXB01000011.1_prot_ENO81561.1_1617	BFLDHLJO_01544
OG0000409	lcl|AMXB01000011.1_prot_ENO81560.1_1616	BFLDHLJO_01545
OG0000410	lcl|AMXB01000011.1_prot_ENO81559.1_1615	BFLDHLJO_01548
OG0000411	lcl|AMXB01000011.1_prot_ENO81558.1_1614	BFLDHLJO_01550
OG0000412	lcl|AMXB01000011.1_prot_ENO81557.1_1613	BFLDHLJO_01551
OG0000413	lcl|AMXB01000011.1_prot_ENO81556.1_1612	BFLDHLJO_01552
OG0000414	lcl|AMXB01000034.1_prot_ENO77042.1_3277	BFLDHLJO_01555
OG0000415	lcl|AMXB01000018.1_prot_ENO80675.1_2233	BFLDHLJO_01557
OG0000416	lcl|AMXB01000033.1_prot_ENO77208.1_3259	BFLDHLJO_04038
OG0000417	lcl|AMXB01000039.1_prot_ENO76468.1_3544	BFLDHLJO_00754
OG0000418	lcl|AMXB01000022.1_prot_ENO79624.1_2561	BFLDHLJO_00302
OG0000419	lcl|AMXB01000032.1_prot_ENO77281.1_3215	BFLDHLJO_00306
OG0000420	lcl|AMXB01000004.1_prot_ENO82610.1_569	BFLDHLJO_01435
OG0000421	lcl|AMXB01000004.1_prot_ENO82623.1_582	BFLDHLJO_01448, BFLDHLJO_03100
OG0000422	lcl|AMXB01000011.1_prot_ENO81438.1_1494	BFLDHLJO_01504
OG0000423	lcl|AMXB01000003.1_prot_ENO82753.1_395, lcl|AMXB01000001.1_prot_ENO83229.1_102	BFLDHLJO_03723
OG0000424	lcl|AMXB01000011.1_prot_ENO81499.1_1555	BFLDHLJO_03656
OG0000425	lcl|AMXB01000052.1_prot_ENO75511.1_3902	BFLDHLJO_03489
OG0000427	lcl|AMXB01000013.1_prot_ENO81289.1_1827	BFLDHLJO_03286
OG0000428	lcl|AMXB01000013.1_prot_ENO81290.1_1828	BFLDHLJO_03285
OG0000429	lcl|AMXB01000013.1_prot_ENO81291.1_1829	BFLDHLJO_03284
OG0000430	lcl|AMXB01000068.1_prot_ENO74855.1_4121	BFLDHLJO_03342, BFLDHLJO_03272
OG0000431	lcl|AMXB01000068.1_prot_ENO74864.1_4130	BFLDHLJO_03350
OG0000432	lcl|AMXB01000078.1_prot_ENO74603.1_4223	BFLDHLJO_03355
OG0000433	lcl|AMXB01000035.1_prot_ENO76923.1_3333	BFLDHLJO_03058
OG0000434	lcl|AMXB01000027.1_prot_ENO78234.1_2870	BFLDHLJO_03071
OG0000435	lcl|AMXB01000035.1_prot_ENO76927.1_3337, lcl|AMXB01000024.1_prot_ENO78995.1_2679	BFLDHLJO_00960
OG0000436	lcl|AMXB01000032.1_prot_ENO77257.1_3191, lcl|AMXB01000026.1_prot_ENO78497.1_2840	BFLDHLJO_00976
OG0000437	lcl|AMXB01000032.1_prot_ENO77256.1_3190	BFLDHLJO_00977
OG0000438	lcl|AMXB01000032.1_prot_ENO77255.1_3189	BFLDHLJO_00978
OG0000440	lcl|AMXB01000039.1_prot_ENO76456.1_3532	BFLDHLJO_00024
OG0000441	lcl|AMXB01000001.1_prot_ENO83183.1_56	BFLDHLJO_01733
OG0000442	lcl|AMXB01000015.1_prot_ENO81029.1_2001, lcl|AMXB01000001.1_prot_ENO83177.1_50	BFLDHLJO_02381
OG0000443	lcl|AMXB01000005.1_prot_ENO82399.1_694	BFLDHLJO_01294
OG0000445	lcl|AMXB01000010.1_prot_ENO81673.1_1441	BFLDHLJO_00057
OG0000446	lcl|AMXB01000065.1_prot_ENO74956.1_4093	BFLDHLJO_04074
OG0000447	lcl|AMXB01000010.1_prot_ENO81657.1_1425	BFLDHLJO_00658
OG0000448	lcl|AMXB01000006.1_prot_ENO82221.1_825	BFLDHLJO_00952
OG0000449	lcl|AMXB01000029.1_prot_ENO77778.1_3035	BFLDHLJO_02293
OG0000450	lcl|AMXB01000007.1_prot_ENO82107.1_1026	BFLDHLJO_02710
OG0000451	lcl|AMXB01000030.1_prot_ENO77598.1_3099, lcl|AMXB01000030.1_prot_ENO77600.1_3101, lcl|AMXB01000007.1_prot_ENO82101.1_1020	BFLDHLJO_00011
OG0000452	lcl|AMXB01000001.1_prot_ENO83205.1_78	BFLDHLJO_00064
OG0000453	lcl|AMXB01000001.1_prot_ENO83204.1_77	BFLDHLJO_03004
OG0000454	lcl|AMXB01000001.1_prot_ENO83203.1_76	BFLDHLJO_03005, BFLDHLJO_04118
OG0000455	lcl|AMXB01000001.1_prot_ENO83201.1_74	BFLDHLJO_00060
OG0000456	lcl|AMXB01000007.1_prot_ENO82110.1_1029	BFLDHLJO_00059
OG0000458	lcl|AMXB01000039.1_prot_ENO76454.1_3530	BFLDHLJO_01693
OG0000459	lcl|AMXB01000002.1_prot_ENO82990.1_250	BFLDHLJO_03132, BFLDHLJO_00504
OG0000461	lcl|AMXB01000008.1_prot_ENO81995.1_1223, lcl|AMXB01000002.1_prot_ENO83001.1_261	BFLDHLJO_03834
OG0000463	lcl|AMXB01000011.1_prot_ENO81472.1_1528	BFLDHLJO_01602, BFLDHLJO_01601
OG0000464	lcl|AMXB01000011.1_prot_ENO81530.1_1586	BFLDHLJO_02997
OG0000465	lcl|AMXB01000012.1_prot_ENO81326.1_1629, lcl|AMXB01000018.1_prot_ENO80678.1_2236	BFLDHLJO_03156
OG0000466	lcl|AMXB01000015.1_prot_ENO81031.1_2003, lcl|AMXB01000018.1_prot_ENO80706.1_2264	BFLDHLJO_01828
OG0000467	lcl|AMXB01000008.1_prot_ENO81968.1_1196	BFLDHLJO_04037
OG0000468	lcl|AMXB01000008.1_prot_ENO81969.1_1197, lcl|AMXB01000011.1_prot_ENO81459.1_1515	BFLDHLJO_01344
OG0000469	lcl|AMXB01000017.1_prot_ENO80765.1_2162	BFLDHLJO_00257
OG0000470	lcl|AMXB01000031.1_prot_ENO77379.1_3113	BFLDHLJO_04018
OG0000471	lcl|AMXB01000003.1_prot_ENO82787.1_429	BFLDHLJO_02241
OG0000472	lcl|AMXB01000003.1_prot_ENO82773.1_415	BFLDHLJO_02247
OG0000473	lcl|AMXB01000051.1_prot_ENO75552.1_3861	BFLDHLJO_01910
OG0000474	lcl|AMXB01000022.1_prot_ENO79629.1_2566	BFLDHLJO_01868
OG0000475	lcl|AMXB01000016.1_prot_ENO80908.1_2101	BFLDHLJO_00668
OG0000476	lcl|AMXB01000013.1_prot_ENO81188.1_1726	BFLDHLJO_01430
OG0000477	lcl|AMXB01000035.1_prot_ENO76940.1_3350	BFLDHLJO_00966
OG0000478	lcl|AMXB01000035.1_prot_ENO76939.1_3349	BFLDHLJO_00965
OG0000479	lcl|AMXB01000007.1_prot_ENO82159.1_1078	BFLDHLJO_02543
OG0000480	lcl|AMXB01000058.1_prot_ENO75228.1_3999	BFLDHLJO_00913
OG0000481	lcl|AMXB01000058.1_prot_ENO75229.1_4000	BFLDHLJO_00912, BFLDHLJO_04144
OG0000483	lcl|AMXB01000040.1_prot_ENO76364.1_3569	BFLDHLJO_03818
OG0000484	lcl|AMXB01000040.1_prot_ENO76366.1_3571	BFLDHLJO_03817
OG0000485	lcl|AMXB01000040.1_prot_ENO76368.1_3573	BFLDHLJO_03816
OG0000487	lcl|AMXB01000003.1_prot_ENO82774.1_416	BFLDHLJO_01457
OG0000488	lcl|AMXB01000062.1_prot_ENO75076.1_4057, lcl|AMXB01000052.1_prot_ENO75520.1_3911	BFLDHLJO_01453
OG0000489	lcl|AMXB01000001.1_prot_ENO83237.1_110	BFLDHLJO_03144
OG0000490	lcl|AMXB01000001.1_prot_ENO83236.1_109	BFLDHLJO_02928
OG0000491	lcl|AMXB01000001.1_prot_ENO83235.1_108	BFLDHLJO_02927
OG0000492	lcl|AMXB01000001.1_prot_ENO83234.1_107	BFLDHLJO_02926
OG0000493	lcl|AMXB01000001.1_prot_ENO83233.1_106	BFLDHLJO_02925
OG0000494	lcl|AMXB01000010.1_prot_ENO81702.1_1470	BFLDHLJO_01892
OG0000495	lcl|AMXB01000065.1_prot_ENO74958.1_4095	BFLDHLJO_02163
OG0000496	lcl|AMXB01000032.1_prot_ENO77276.1_3210	BFLDHLJO_01617
OG0000498	lcl|AMXB01000014.1_prot_ENO81085.1_1849, lcl|AMXB01000011.1_prot_ENO81538.1_1594	BFLDHLJO_01949
OG0000499	lcl|AMXB01000027.1_prot_ENO78269.1_2905	BFLDHLJO_04017
OG0000500	lcl|AMXB01000013.1_prot_ENO81272.1_1810	BFLDHLJO_03287
OG0000501	lcl|AMXB01000013.1_prot_ENO81280.1_1818, lcl|AMXB01000013.1_prot_ENO81271.1_1809	BFLDHLJO_03973
OG0000502	lcl|AMXB01000003.1_prot_ENO82839.1_481, lcl|AMXB01000003.1_prot_ENO82840.1_482	BFLDHLJO_00955
OG0000503	lcl|AMXB01000013.1_prot_ENO81239.1_1777	BFLDHLJO_02703
OG0000504	lcl|AMXB01000008.1_prot_ENO81947.1_1175	BFLDHLJO_02705
OG0000505	lcl|AMXB01000005.1_prot_ENO82379.1_674	BFLDHLJO_03427
OG0000506	lcl|AMXB01000011.1_prot_ENO81552.1_1608	BFLDHLJO_02889, BFLDHLJO_02081
OG0000507	lcl|AMXB01000011.1_prot_ENO81547.1_1603	BFLDHLJO_02089
OG0000508	lcl|AMXB01000011.1_prot_ENO81546.1_1602	BFLDHLJO_02090
OG0000509	lcl|AMXB01000011.1_prot_ENO81545.1_1601	BFLDHLJO_02091
OG0000510	lcl|AMXB01000011.1_prot_ENO81544.1_1600	BFLDHLJO_02092
OG0000511	lcl|AMXB01000012.1_prot_ENO81415.1_1718, lcl|AMXB01000006.1_prot_ENO82215.1_819	BFLDHLJO_00885
OG0000512	lcl|AMXB01000013.1_prot_ENO81218.1_1756	BFLDHLJO_00311
OG0000513	lcl|AMXB01000013.1_prot_ENO81219.1_1757	BFLDHLJO_00312
OG0000514	lcl|AMXB01000013.1_prot_ENO81220.1_1758	BFLDHLJO_00313
OG0000515	lcl|AMXB01000013.1_prot_ENO81221.1_1759	BFLDHLJO_00314
OG0000516	lcl|AMXB01000013.1_prot_ENO81222.1_1760	BFLDHLJO_00315
OG0000517	lcl|AMXB01000013.1_prot_ENO81225.1_1763	BFLDHLJO_00318
OG0000518	lcl|AMXB01000013.1_prot_ENO81226.1_1764	BFLDHLJO_00320
OG0000519	lcl|AMXB01000013.1_prot_ENO81227.1_1765	BFLDHLJO_00321
OG0000520	lcl|AMXB01000013.1_prot_ENO81228.1_1766	BFLDHLJO_00322
OG0000521	lcl|AMXB01000034.1_prot_ENO77049.1_3284	BFLDHLJO_01923
OG0000522	lcl|AMXB01000010.1_prot_ENO81683.1_1451	BFLDHLJO_02799
OG0000523	lcl|AMXB01000010.1_prot_ENO81682.1_1450	BFLDHLJO_02800
OG0000524	lcl|AMXB01000010.1_prot_ENO81681.1_1449	BFLDHLJO_02801
OG0000525	lcl|AMXB01000010.1_prot_ENO81680.1_1448	BFLDHLJO_02802
OG0000526	lcl|AMXB01000010.1_prot_ENO81679.1_1447	BFLDHLJO_02803
OG0000527	lcl|AMXB01000010.1_prot_ENO81678.1_1446	BFLDHLJO_02804
OG0000528	lcl|AMXB01000010.1_prot_ENO81677.1_1445	BFLDHLJO_02805
OG0000529	lcl|AMXB01000010.1_prot_ENO81674.1_1442	BFLDHLJO_03437
OG0000531	lcl|AMXB01000029.1_prot_ENO77748.1_3005	BFLDHLJO_03525
OG0000532	lcl|AMXB01000025.1_prot_ENO78711.1_2736, lcl|AMXB01000006.1_prot_ENO82340.1_944	BFLDHLJO_00201
OG0000533	lcl|AMXB01000016.1_prot_ENO80841.1_2034	BFLDHLJO_00199
OG0000534	lcl|AMXB01000029.1_prot_ENO77791.1_3048	BFLDHLJO_02573
OG0000535	lcl|AMXB01000029.1_prot_ENO77758.1_3015	BFLDHLJO_00942
OG0000536	lcl|AMXB01000027.1_prot_ENO78228.1_2864, lcl|AMXB01000020.1_prot_ENO80566.1_2448	BFLDHLJO_00905
OG0000537	lcl|AMXB01000003.1_prot_ENO82790.1_432	BFLDHLJO_04015, BFLDHLJO_03863
OG0000538	lcl|AMXB01000027.1_prot_ENO78262.1_2898	BFLDHLJO_03866
OG0000539	lcl|AMXB01000048.1_prot_ENO75736.1_3786	BFLDHLJO_01018
OG0000540	lcl|AMXB01000002.1_prot_ENO82985.1_245	BFLDHLJO_01235
OG0000541	lcl|AMXB01000002.1_prot_ENO82983.1_243	BFLDHLJO_01233
OG0000542	lcl|AMXB01000022.1_prot_ENO79646.1_2583	BFLDHLJO_00401, BFLDHLJO_00712
OG0000543	lcl|AMXB01000002.1_prot_ENO82966.1_226	BFLDHLJO_00398
OG0000544	lcl|AMXB01000002.1_prot_ENO82965.1_225	BFLDHLJO_00397
OG0000545	lcl|AMXB01000047.1_prot_ENO75812.1_3771, lcl|AMXB01000040.1_prot_ENO76350.1_3555	BFLDHLJO_00073
OG0000546	lcl|AMXB01000040.1_prot_ENO76347.1_3552, lcl|AMXB01000065.1_prot_ENO74950.1_4087	BFLDHLJO_00069
OG0000547	lcl|AMXB01000040.1_prot_ENO76346.1_3551	BFLDHLJO_00068
OG0000548	lcl|AMXB01000010.1_prot_ENO81717.1_1485	BFLDHLJO_01962
OG0000549	lcl|AMXB01000010.1_prot_ENO81720.1_1488	BFLDHLJO_01336
OG0000550	lcl|AMXB01000010.1_prot_ENO81721.1_1489	BFLDHLJO_01335
OG0000551	lcl|AMXB01000010.1_prot_ENO81723.1_1491	BFLDHLJO_01509
OG0000552	lcl|AMXB01000004.1_prot_ENO82626.1_585	BFLDHLJO_03104
OG0000553	lcl|AMXB01000004.1_prot_ENO82627.1_586	BFLDHLJO_03105
OG0000554	lcl|AMXB01000004.1_prot_ENO82628.1_587	BFLDHLJO_03106
OG0000555	lcl|AMXB01000004.1_prot_ENO82629.1_588	BFLDHLJO_03107
OG0000556	lcl|AMXB01000075.1_prot_ENO74650.1_4202, lcl|AMXB01000087.1_prot_ENO74492.1_4245	BFLDHLJO_02018
OG0000557	lcl|AMXB01000052.1_prot_ENO75512.1_3903	BFLDHLJO_03413, BFLDHLJO_03490
OG0000558	lcl|AMXB01000017.1_prot_ENO80770.1_2167, lcl|AMXB01000042.1_prot_ENO76227.1_3644	BFLDHLJO_03497
OG0000559	lcl|AMXB01000042.1_prot_ENO76226.1_3643, lcl|AMXB01000017.1_prot_ENO80769.1_2166	BFLDHLJO_03498
OG0000560	lcl|AMXB01000015.1_prot_ENO81037.1_2009, lcl|AMXB01000015.1_prot_ENO81036.1_2008	BFLDHLJO_02266
OG0000561	lcl|AMXB01000011.1_prot_ENO81502.1_1558, lcl|AMXB01000013.1_prot_ENO81248.1_1786	BFLDHLJO_03158
OG0000563	lcl|AMXB01000026.1_prot_ENO78510.1_2853	BFLDHLJO_02313
OG0000565	lcl|AMXB01000001.1_prot_ENO83128.1_1, lcl|AMXB01000007.1_prot_ENO82170.1_1089	BFLDHLJO_03543
OG0000566	lcl|AMXB01000001.1_prot_ENO83129.1_2, lcl|AMXB01000007.1_prot_ENO82169.1_1088	BFLDHLJO_03544
OG0000567	lcl|AMXB01000034.1_prot_ENO77067.1_3302	BFLDHLJO_02762
