Orthogroup	Reactor4-bin.4	spades-bin.32
OG0000491	CEKMHFBL_03259	BBLLADNB_03345
OG0000492	CEKMHFBL_03258	BBLLADNB_03344
OG0000493	CEKMHFBL_03257	BBLLADNB_03343
OG0000494	CEKMHFBL_00249	BBLLADNB_01775
OG0000495	CEKMHFBL_00676	BBLLADNB_03208
OG0000497	CEKMHFBL_01083, CEKMHFBL_00138	BBLLADNB_00935
OG0000498	CEKMHFBL_02297	BBLLADNB_02867
OG0000499	CEKMHFBL_01775	BBLLADNB_03560
OG0000500	CEKMHFBL_02107	BBLLADNB_03832
OG0000501	CEKMHFBL_01938	BBLLADNB_01157
OG0000502	CEKMHFBL_03703	BBLLADNB_00101
OG0000503	CEKMHFBL_04108	BBLLADNB_03293
OG0000504	CEKMHFBL_04110	BBLLADNB_03295
OG0000505	CEKMHFBL_00978	BBLLADNB_03864
OG0000506	CEKMHFBL_00228	BBLLADNB_01306
OG0000507	CEKMHFBL_02941	BBLLADNB_01311
OG0000508	CEKMHFBL_02942	BBLLADNB_01312
OG0000509	CEKMHFBL_02943	BBLLADNB_01313
OG0000510	CEKMHFBL_02944	BBLLADNB_01314
OG0000511	CEKMHFBL_00756	BBLLADNB_01216
OG0000512	CEKMHFBL_01261, CEKMHFBL_03204	BBLLADNB_00582
OG0000513	CEKMHFBL_01260, CEKMHFBL_03205	BBLLADNB_00581
OG0000514	CEKMHFBL_01259, CEKMHFBL_03206	BBLLADNB_00580
OG0000515	CEKMHFBL_01258, CEKMHFBL_03207	BBLLADNB_00579
OG0000516	CEKMHFBL_01257, CEKMHFBL_03208	BBLLADNB_00578
OG0000517	CEKMHFBL_01254, CEKMHFBL_03211	BBLLADNB_00575
OG0000518	CEKMHFBL_01253, CEKMHFBL_03212	BBLLADNB_00574
OG0000519	CEKMHFBL_01252, CEKMHFBL_03213	BBLLADNB_00573
OG0000520	CEKMHFBL_03214	BBLLADNB_00572
OG0000521	CEKMHFBL_03089	BBLLADNB_01926
OG0000522	CEKMHFBL_01798	BBLLADNB_02256
OG0000523	CEKMHFBL_01799	BBLLADNB_02255
OG0000524	CEKMHFBL_01800	BBLLADNB_02254
OG0000525	CEKMHFBL_01801	BBLLADNB_02253
OG0000526	CEKMHFBL_01802	BBLLADNB_02252
OG0000527	CEKMHFBL_01803	BBLLADNB_02251
OG0000528	CEKMHFBL_01804	BBLLADNB_02250
OG0000530	CEKMHFBL_03099	BBLLADNB_02488, BBLLADNB_00495
OG0000531	CEKMHFBL_03498, CEKMHFBL_03101	BBLLADNB_00493
OG0000532	CEKMHFBL_02023	BBLLADNB_02493
OG0000533	CEKMHFBL_02020	BBLLADNB_02494
OG0000534	CEKMHFBL_01898	BBLLADNB_03093
OG0000535	CEKMHFBL_03114	BBLLADNB_01338
OG0000536	CEKMHFBL_00616	BBLLADNB_03851
OG0000539	CEKMHFBL_01683	BBLLADNB_03800
OG0000540	CEKMHFBL_00392, CEKMHFBL_00157	BBLLADNB_00030
OG0000541	CEKMHFBL_00391	BBLLADNB_00032
OG0000542	CEKMHFBL_00696	BBLLADNB_00524
OG0000543	CEKMHFBL_00699	BBLLADNB_00527
OG0000544	CEKMHFBL_00701	BBLLADNB_00530
OG0000545	CEKMHFBL_00118	BBLLADNB_00945
OG0000546	CEKMHFBL_00122	BBLLADNB_00949
OG0000547	CEKMHFBL_00123	BBLLADNB_00950
OG0000548	CEKMHFBL_02421	BBLLADNB_01646
OG0000549	CEKMHFBL_00952	BBLLADNB_03695
OG0000550	CEKMHFBL_00953	BBLLADNB_03694
OG0000551	CEKMHFBL_02622	BBLLADNB_01873
OG0000552	CEKMHFBL_00943	BBLLADNB_00738
OG0000553	CEKMHFBL_00944	BBLLADNB_00739
OG0000554	CEKMHFBL_00946	BBLLADNB_03576
OG0000555	CEKMHFBL_00947	BBLLADNB_03575
OG0000556	CEKMHFBL_00715	BBLLADNB_03040
OG0000557	CEKMHFBL_00056	BBLLADNB_02635
OG0000558	CEKMHFBL_00063	BBLLADNB_03683
OG0000559	CEKMHFBL_00064	BBLLADNB_03684
OG0000560	CEKMHFBL_02140	BBLLADNB_01917
OG0000561	CEKMHFBL_01944	BBLLADNB_01141
OG0000562	CEKMHFBL_01773	BBLLADNB_03557
OG0000563	CEKMHFBL_01725	BBLLADNB_01859
OG0000564	CEKMHFBL_01724	BBLLADNB_01860
OG0000565	CEKMHFBL_01629	BBLLADNB_00508
OG0000566	CEKMHFBL_01630	BBLLADNB_00509
OG0000567	CEKMHFBL_01431	BBLLADNB_01729
OG0000568	CEKMHFBL_03655	BBLLADNB_00257
OG0000569	CEKMHFBL_04178	BBLLADNB_03472, BBLLADNB_00636
OG0000570	CEKMHFBL_03647	BBLLADNB_00297
OG0000571	CEKMHFBL_02846	BBLLADNB_03691
OG0000572	CEKMHFBL_03063	BBLLADNB_01940
OG0000573	CEKMHFBL_00774	BBLLADNB_00448
OG0000574	CEKMHFBL_04130	BBLLADNB_02609
OG0000575	CEKMHFBL_00762	BBLLADNB_02091
OG0000576	CEKMHFBL_02835	BBLLADNB_01478
OG0000577	CEKMHFBL_04217, CEKMHFBL_03920	BBLLADNB_03122
OG0000579	CEKMHFBL_00240	BBLLADNB_01147, BBLLADNB_01302
OG0000580	CEKMHFBL_02683, CEKMHFBL_04239, CEKMHFBL_01910, CEKMHFBL_02257	BBLLADNB_00418
OG0000582	CEKMHFBL_01971	BBLLADNB_01537, BBLLADNB_00797
OG0000583	CEKMHFBL_00501	BBLLADNB_01390
OG0000583	CEKMHFBL_03409	BBLLADNB_00519
OG0000585	CEKMHFBL_03797	BBLLADNB_02484
OG0000586	CEKMHFBL_02391	BBLLADNB_01967
OG0000587	CEKMHFBL_02024	BBLLADNB_03479
OG0000588	CEKMHFBL_02026	BBLLADNB_03477
OG0000590	CEKMHFBL_02367	BBLLADNB_01721, BBLLADNB_01135
OG0000591	CEKMHFBL_03907, CEKMHFBL_03916	BBLLADNB_01494
OG0000592	CEKMHFBL_01132	BBLLADNB_03899
OG0000593	CEKMHFBL_04203, CEKMHFBL_01851	BBLLADNB_01343
OG0000594	CEKMHFBL_02715	BBLLADNB_01344
OG0000596	CEKMHFBL_02466	BBLLADNB_03416
OG0000597	CEKMHFBL_00633	BBLLADNB_00249
OG0000603	CEKMHFBL_03558	BBLLADNB_02990
OG0000604	CEKMHFBL_03559	BBLLADNB_02991
OG0000605	CEKMHFBL_01298	BBLLADNB_01663
OG0000606	CEKMHFBL_01299	BBLLADNB_01662
OG0000607	CEKMHFBL_01301	BBLLADNB_01660
OG0000608	CEKMHFBL_01304	BBLLADNB_01658
OG0000609	CEKMHFBL_01305	BBLLADNB_01657
OG0000610	CEKMHFBL_01306	BBLLADNB_01656
OG0000611	CEKMHFBL_01307	BBLLADNB_01655
OG0000612	CEKMHFBL_01309	BBLLADNB_02872
OG0000613	CEKMHFBL_01310	BBLLADNB_02871
OG0000614	CEKMHFBL_01311	BBLLADNB_02870
OG0000615	CEKMHFBL_01284	BBLLADNB_03119
OG0000616	CEKMHFBL_01283	BBLLADNB_03120
OG0000617	CEKMHFBL_02215, CEKMHFBL_00811	BBLLADNB_00024
OG0000618	CEKMHFBL_01237	BBLLADNB_03421
OG0000619	CEKMHFBL_01236	BBLLADNB_03422
OG0000620	CEKMHFBL_01235	BBLLADNB_03423
OG0000621	CEKMHFBL_03928	BBLLADNB_03696
OG0000622	CEKMHFBL_02273	BBLLADNB_02152
OG0000623	CEKMHFBL_03868	BBLLADNB_02761
OG0000624	CEKMHFBL_03867	BBLLADNB_02760
OG0000625	CEKMHFBL_03863	BBLLADNB_02756
OG0000626	CEKMHFBL_03862	BBLLADNB_02755
OG0000627	CEKMHFBL_03861	BBLLADNB_02754
OG0000628	CEKMHFBL_03860	BBLLADNB_03846
OG0000629	CEKMHFBL_03859	BBLLADNB_03847
OG0000630	CEKMHFBL_03857	BBLLADNB_02138
OG0000631	CEKMHFBL_03856	BBLLADNB_02139
OG0000632	CEKMHFBL_03855	BBLLADNB_02140
OG0000633	CEKMHFBL_03854	BBLLADNB_02142
OG0000634	CEKMHFBL_03853	BBLLADNB_02143
OG0000635	CEKMHFBL_03851	BBLLADNB_02145
OG0000636	CEKMHFBL_03850	BBLLADNB_03124
OG0000637	CEKMHFBL_03668	BBLLADNB_03264
OG0000638	CEKMHFBL_00105	BBLLADNB_03260
OG0000639	CEKMHFBL_00106	BBLLADNB_00437
OG0000640	CEKMHFBL_00107	BBLLADNB_00436
OG0000641	CEKMHFBL_00108	BBLLADNB_00435
OG0000642	CEKMHFBL_00109	BBLLADNB_00434
OG0000643	CEKMHFBL_00112	BBLLADNB_00431
OG0000644	CEKMHFBL_01007	BBLLADNB_01706
OG0000645	CEKMHFBL_01006	BBLLADNB_01705
OG0000646	CEKMHFBL_01005	BBLLADNB_01704
OG0000647	CEKMHFBL_01004	BBLLADNB_01703
OG0000648	CEKMHFBL_01003	BBLLADNB_01702
OG0000649	CEKMHFBL_01002	BBLLADNB_01701
OG0000650	CEKMHFBL_01001	BBLLADNB_01700
OG0000651	CEKMHFBL_03822	BBLLADNB_01123
OG0000652	CEKMHFBL_00825	BBLLADNB_01126
OG0000653	CEKMHFBL_01506	BBLLADNB_00591
OG0000654	CEKMHFBL_01505	BBLLADNB_00592
OG0000655	CEKMHFBL_01503	BBLLADNB_00595
OG0000656	CEKMHFBL_01502	BBLLADNB_00596
OG0000657	CEKMHFBL_01501	BBLLADNB_00597
OG0000658	CEKMHFBL_01969	BBLLADNB_00795
OG0000659	CEKMHFBL_01238	BBLLADNB_03420
OG0000660	CEKMHFBL_01239	BBLLADNB_03419
OG0000661	CEKMHFBL_00245	BBLLADNB_01300
OG0000662	CEKMHFBL_01493	BBLLADNB_00609
OG0000663	CEKMHFBL_01490	BBLLADNB_00613
OG0000664	CEKMHFBL_01489	BBLLADNB_00614
OG0000665	CEKMHFBL_01488	BBLLADNB_00615
OG0000666	CEKMHFBL_01484	BBLLADNB_02562
OG0000667	CEKMHFBL_01482	BBLLADNB_02560
OG0000668	CEKMHFBL_01479	BBLLADNB_02557
OG0000669	CEKMHFBL_01475	BBLLADNB_00198
OG0000670	CEKMHFBL_01495	BBLLADNB_03818, BBLLADNB_00607
OG0000671	CEKMHFBL_01671	BBLLADNB_03678
OG0000672	CEKMHFBL_01670	BBLLADNB_03679
OG0000673	CEKMHFBL_01466	BBLLADNB_01005
OG0000674	CEKMHFBL_01464	BBLLADNB_01003
OG0000675	CEKMHFBL_01463	BBLLADNB_01002
OG0000676	CEKMHFBL_04015	BBLLADNB_02126
OG0000677	CEKMHFBL_04014	BBLLADNB_02125
OG0000678	CEKMHFBL_04012	BBLLADNB_03759
OG0000679	CEKMHFBL_04011	BBLLADNB_03758
OG0000680	CEKMHFBL_04010	BBLLADNB_03757
OG0000681	CEKMHFBL_04009	BBLLADNB_03756
OG0000682	CEKMHFBL_04008	BBLLADNB_03755
OG0000683	CEKMHFBL_03111	BBLLADNB_02841
OG0000684	CEKMHFBL_03108	BBLLADNB_02025
OG0000685	CEKMHFBL_03107	BBLLADNB_02024
OG0000686	CEKMHFBL_03106	BBLLADNB_02023
OG0000688	CEKMHFBL_03105	BBLLADNB_02022
OG0000689	CEKMHFBL_04002	BBLLADNB_03890
OG0000690	CEKMHFBL_04001	BBLLADNB_03891
OG0000691	CEKMHFBL_03112	BBLLADNB_02842
OG0000692	CEKMHFBL_01400	BBLLADNB_02793
OG0000693	CEKMHFBL_01402	BBLLADNB_02796
OG0000694	CEKMHFBL_01403	BBLLADNB_02797
OG0000695	CEKMHFBL_01406	BBLLADNB_02800
OG0000696	CEKMHFBL_01658	BBLLADNB_01355
OG0000697	CEKMHFBL_01749, CEKMHFBL_01761, CEKMHFBL_01762	BBLLADNB_00765
OG0000698	CEKMHFBL_01471	BBLLADNB_01011
OG0000699	CEKMHFBL_01473	BBLLADNB_01014
OG0000700	CEKMHFBL_01681	BBLLADNB_01638
OG0000701	CEKMHFBL_03783	BBLLADNB_02101
OG0000702	CEKMHFBL_01720	BBLLADNB_02988
OG0000703	CEKMHFBL_02247	BBLLADNB_03239
OG0000704	CEKMHFBL_02249	BBLLADNB_03237
OG0000705	CEKMHFBL_02250	BBLLADNB_03236
OG0000706	CEKMHFBL_00091	BBLLADNB_00054
OG0000707	CEKMHFBL_00093	BBLLADNB_00051
OG0000708	CEKMHFBL_00096	BBLLADNB_00049
OG0000709	CEKMHFBL_00276	BBLLADNB_02498
OG0000710	CEKMHFBL_03564	BBLLADNB_01297
OG0000712	CEKMHFBL_02640	BBLLADNB_01075
OG0000713	CEKMHFBL_02639	BBLLADNB_01076
OG0000714	CEKMHFBL_03070	BBLLADNB_03147
OG0000715	CEKMHFBL_03069	BBLLADNB_03148
OG0000716	CEKMHFBL_01019	BBLLADNB_02199
OG0000717	CEKMHFBL_01023	BBLLADNB_02196
OG0000720	CEKMHFBL_01216	BBLLADNB_01471
OG0000721	CEKMHFBL_01217	BBLLADNB_01472
OG0000722	CEKMHFBL_01218	BBLLADNB_01473
OG0000723	CEKMHFBL_01219	BBLLADNB_01474
OG0000724	CEKMHFBL_01220	BBLLADNB_01475
OG0000725	CEKMHFBL_01221	BBLLADNB_01476
OG0000726	CEKMHFBL_01224	BBLLADNB_03322
OG0000727	CEKMHFBL_01225	BBLLADNB_03323
OG0000728	CEKMHFBL_01226	BBLLADNB_03324
OG0000729	CEKMHFBL_01227	BBLLADNB_03325
OG0000730	CEKMHFBL_01228	BBLLADNB_03326
OG0000731	CEKMHFBL_01229	BBLLADNB_03327
OG0000732	CEKMHFBL_01232	BBLLADNB_03330
OG0000733	CEKMHFBL_01233	BBLLADNB_03425
OG0000735	CEKMHFBL_04098	BBLLADNB_03570
OG0000736	CEKMHFBL_03752	BBLLADNB_03569
OG0000737	CEKMHFBL_00680	BBLLADNB_03568
OG0000738	CEKMHFBL_00682	BBLLADNB_03566
OG0000739	CEKMHFBL_00683	BBLLADNB_03193
OG0000740	CEKMHFBL_02423	BBLLADNB_01650
OG0000741	CEKMHFBL_02422	BBLLADNB_01649
OG0000742	CEKMHFBL_02798	BBLLADNB_01976
OG0000743	CEKMHFBL_02497	BBLLADNB_02781
OG0000744	CEKMHFBL_02498	BBLLADNB_02782
OG0000745	CEKMHFBL_02500	BBLLADNB_02783
OG0000746	CEKMHFBL_02501	BBLLADNB_02784
OG0000747	CEKMHFBL_02502	BBLLADNB_02785
OG0000748	CEKMHFBL_02503	BBLLADNB_02786
OG0000749	CEKMHFBL_02505	BBLLADNB_02788
OG0000751	CEKMHFBL_02256	BBLLADNB_00419
OG0000752	CEKMHFBL_01665	BBLLADNB_02155
OG0000753	CEKMHFBL_03379	BBLLADNB_01406
OG0000754	CEKMHFBL_03073	BBLLADNB_00806
OG0000755	CEKMHFBL_03072	BBLLADNB_03145
OG0000756	CEKMHFBL_03071	BBLLADNB_03146
OG0000757	CEKMHFBL_02804	BBLLADNB_01982
OG0000758	CEKMHFBL_04170	BBLLADNB_01794
OG0000759	CEKMHFBL_04169	BBLLADNB_01793
OG0000760	CEKMHFBL_04168	BBLLADNB_01792
OG0000761	CEKMHFBL_01983	BBLLADNB_00925
OG0000762	CEKMHFBL_01984	BBLLADNB_00924
OG0000763	CEKMHFBL_01985	BBLLADNB_00923
OG0000764	CEKMHFBL_01644	BBLLADNB_01973
OG0000765	CEKMHFBL_01645	BBLLADNB_01972
OG0000766	CEKMHFBL_01646	BBLLADNB_01971
OG0000767	CEKMHFBL_01647	BBLLADNB_01970
OG0000768	CEKMHFBL_01648	BBLLADNB_02779
OG0000769	CEKMHFBL_01649	BBLLADNB_02778
OG0000770	CEKMHFBL_01650	BBLLADNB_02777
OG0000771	CEKMHFBL_01655	BBLLADNB_01352
OG0000772	CEKMHFBL_01656	BBLLADNB_01353
OG0000773	CEKMHFBL_00592	BBLLADNB_00872
OG0000774	CEKMHFBL_00591	BBLLADNB_00873
OG0000775	CEKMHFBL_03454	BBLLADNB_00859
OG0000776	CEKMHFBL_03453	BBLLADNB_00858
OG0000777	CEKMHFBL_00589	BBLLADNB_00875
OG0000778	CEKMHFBL_00588	BBLLADNB_00876
OG0000779	CEKMHFBL_00587	BBLLADNB_00877
OG0000780	CEKMHFBL_00586	BBLLADNB_00878
OG0000781	CEKMHFBL_01212	BBLLADNB_01466
OG0000782	CEKMHFBL_01213	BBLLADNB_01467
OG0000783	CEKMHFBL_01214	BBLLADNB_01469
OG0000784	CEKMHFBL_01215	BBLLADNB_01470
OG0000786	CEKMHFBL_00710	BBLLADNB_00301
OG0000787	CEKMHFBL_02818	BBLLADNB_02432
OG0000788	CEKMHFBL_00047	BBLLADNB_01623
OG0000789	CEKMHFBL_01722	BBLLADNB_01862
OG0000790	CEKMHFBL_01901	BBLLADNB_03096
OG0000791	CEKMHFBL_01902	BBLLADNB_03097
OG0000792	CEKMHFBL_03876	BBLLADNB_01857
OG0000793	CEKMHFBL_02752	BBLLADNB_01433
OG0000795	CEKMHFBL_02211	BBLLADNB_00126
OG0000796	CEKMHFBL_01573	BBLLADNB_03887
OG0000798	CEKMHFBL_02363	BBLLADNB_02968
OG0000799	CEKMHFBL_02364	BBLLADNB_02970
OG0000800	CEKMHFBL_02365	BBLLADNB_02971
OG0000801	CEKMHFBL_00167	BBLLADNB_02972
OG0000802	CEKMHFBL_02739	BBLLADNB_00001
OG0000803	CEKMHFBL_02738	BBLLADNB_00002
OG0000804	CEKMHFBL_02737	BBLLADNB_00003
OG0000805	CEKMHFBL_02736	BBLLADNB_00004
OG0000806	CEKMHFBL_02735	BBLLADNB_00005
OG0000807	CEKMHFBL_02734	BBLLADNB_00006
OG0000808	CEKMHFBL_02733	BBLLADNB_00007
OG0000809	CEKMHFBL_02732	BBLLADNB_00008
OG0000810	CEKMHFBL_00695	BBLLADNB_03723
OG0000811	CEKMHFBL_00694	BBLLADNB_03722
OG0000812	CEKMHFBL_00692	BBLLADNB_03201
OG0000813	CEKMHFBL_00691	BBLLADNB_03200
OG0000814	CEKMHFBL_02753	BBLLADNB_01432
OG0000815	CEKMHFBL_00646	BBLLADNB_02728
OG0000816	CEKMHFBL_00644	BBLLADNB_02725
OG0000817	CEKMHFBL_00642	BBLLADNB_02723
OG0000818	CEKMHFBL_03770	BBLLADNB_02973
OG0000819	CEKMHFBL_03771	BBLLADNB_02974
OG0000820	CEKMHFBL_03772	BBLLADNB_02975
OG0000821	CEKMHFBL_03774	BBLLADNB_02977
OG0000822	CEKMHFBL_03775	BBLLADNB_02978
OG0000823	CEKMHFBL_03776	BBLLADNB_02108
OG0000824	CEKMHFBL_03778	BBLLADNB_02106
OG0000825	CEKMHFBL_03779	BBLLADNB_02105
OG0000826	CEKMHFBL_03780	BBLLADNB_02104
OG0000827	CEKMHFBL_03781	BBLLADNB_02103
OG0000828	CEKMHFBL_03479	BBLLADNB_02643
OG0000829	CEKMHFBL_03473	BBLLADNB_01212
OG0000830	CEKMHFBL_03472	BBLLADNB_01211
OG0000831	CEKMHFBL_02727	BBLLADNB_00022
OG0000832	CEKMHFBL_04167	BBLLADNB_01330
OG0000833	CEKMHFBL_00043	BBLLADNB_00214
OG0000834	CEKMHFBL_00031	BBLLADNB_00225
OG0000835	CEKMHFBL_00029	BBLLADNB_00228
OG0000836	CEKMHFBL_00026	BBLLADNB_00231
OG0000837	CEKMHFBL_00024	BBLLADNB_00233
OG0000838	CEKMHFBL_03884	BBLLADNB_01865
OG0000840	CEKMHFBL_02227	BBLLADNB_01716
OG0000841	CEKMHFBL_02228	BBLLADNB_01714
OG0000842	CEKMHFBL_02229	BBLLADNB_03046
OG0000843	CEKMHFBL_01469	BBLLADNB_01009
OG0000844	CEKMHFBL_01930	BBLLADNB_03836
OG0000845	CEKMHFBL_03408	BBLLADNB_00520
OG0000846	CEKMHFBL_03406	BBLLADNB_00522
OG0000847	CEKMHFBL_03462	BBLLADNB_03628
OG0000848	CEKMHFBL_00302	BBLLADNB_02499
OG0000849	CEKMHFBL_00301	BBLLADNB_02500
OG0000850	CEKMHFBL_00298	BBLLADNB_02503
OG0000851	CEKMHFBL_00295	BBLLADNB_02507
OG0000852	CEKMHFBL_02979	BBLLADNB_03370
OG0000853	CEKMHFBL_00665	BBLLADNB_00698
OG0000854	CEKMHFBL_01393	BBLLADNB_03337
OG0000855	CEKMHFBL_01396	BBLLADNB_03333
OG0000857	CEKMHFBL_01551	BBLLADNB_02585
OG0000858	CEKMHFBL_00517	BBLLADNB_01597
OG0000859	CEKMHFBL_00518	BBLLADNB_01598
OG0000860	CEKMHFBL_03948	BBLLADNB_01600
OG0000861	CEKMHFBL_01060	BBLLADNB_01601
OG0000862	CEKMHFBL_01059	BBLLADNB_01602
OG0000863	CEKMHFBL_01058	BBLLADNB_01603
OG0000864	CEKMHFBL_01057	BBLLADNB_01604
OG0000865	CEKMHFBL_01056	BBLLADNB_01605
OG0000866	CEKMHFBL_01055	BBLLADNB_01606
OG0000867	CEKMHFBL_01054	BBLLADNB_01607
OG0000868	CEKMHFBL_01053	BBLLADNB_01608
OG0000869	CEKMHFBL_01052	BBLLADNB_01609
OG0000870	CEKMHFBL_04079	BBLLADNB_02513
OG0000871	CEKMHFBL_02465	BBLLADNB_02515
OG0000872	CEKMHFBL_02463	BBLLADNB_02517
OG0000873	CEKMHFBL_02458	BBLLADNB_02522
OG0000874	CEKMHFBL_02457	BBLLADNB_02523
OG0000875	CEKMHFBL_02456	BBLLADNB_02524
OG0000876	CEKMHFBL_02455	BBLLADNB_02902
OG0000877	CEKMHFBL_02454	BBLLADNB_02901
OG0000878	CEKMHFBL_02453	BBLLADNB_02900
OG0000879	CEKMHFBL_02450	BBLLADNB_02897
OG0000880	CEKMHFBL_00550	BBLLADNB_01032
OG0000881	CEKMHFBL_00274	BBLLADNB_03058
OG0000882	CEKMHFBL_00273	BBLLADNB_01561
OG0000883	CEKMHFBL_03873	BBLLADNB_01855
OG0000884	CEKMHFBL_00438	BBLLADNB_02466
OG0000885	CEKMHFBL_00439	BBLLADNB_02467
OG0000886	CEKMHFBL_00440	BBLLADNB_02468
OG0000887	CEKMHFBL_00441	BBLLADNB_02469
OG0000888	CEKMHFBL_00444	BBLLADNB_02747
OG0000889	CEKMHFBL_00445	BBLLADNB_02746
OG0000890	CEKMHFBL_03272	BBLLADNB_02738
OG0000891	CEKMHFBL_03271	BBLLADNB_02739
OG0000892	CEKMHFBL_03270	BBLLADNB_02740
OG0000893	CEKMHFBL_03268	BBLLADNB_02742
OG0000894	CEKMHFBL_00482	BBLLADNB_00111
OG0000895	CEKMHFBL_00481	BBLLADNB_00110
OG0000896	CEKMHFBL_00480	BBLLADNB_00109
OG0000897	CEKMHFBL_03245	BBLLADNB_00654
OG0000898	CEKMHFBL_00758	BBLLADNB_01214
OG0000899	CEKMHFBL_00760	BBLLADNB_02093
OG0000900	CEKMHFBL_01651	BBLLADNB_02776
OG0000901	CEKMHFBL_01190	BBLLADNB_03033
OG0000902	CEKMHFBL_01243	BBLLADNB_03763
OG0000903	CEKMHFBL_03580	BBLLADNB_01116
OG0000905	CEKMHFBL_01244	BBLLADNB_03762
OG0000906	CEKMHFBL_03966	BBLLADNB_03300
OG0000907	CEKMHFBL_03965	BBLLADNB_01836
OG0000910	CEKMHFBL_00358	BBLLADNB_01384
OG0000911	CEKMHFBL_00359	BBLLADNB_01383
OG0000912	CEKMHFBL_00360	BBLLADNB_01382
OG0000913	CEKMHFBL_00363	BBLLADNB_01380
OG0000914	CEKMHFBL_00366	BBLLADNB_01377
OG0000915	CEKMHFBL_00367	BBLLADNB_01376
OG0000916	CEKMHFBL_00368	BBLLADNB_01375
OG0000917	CEKMHFBL_00369	BBLLADNB_01374
OG0000918	CEKMHFBL_00370	BBLLADNB_01373
OG0000919	CEKMHFBL_00371	BBLLADNB_01372
OG0000920	CEKMHFBL_02881	BBLLADNB_01322
OG0000921	CEKMHFBL_02880	BBLLADNB_01321
OG0000923	CEKMHFBL_02398	BBLLADNB_03471
OG0000924	CEKMHFBL_02393	BBLLADNB_01969
OG0000925	CEKMHFBL_02346	BBLLADNB_01885
OG0000926	CEKMHFBL_02637	BBLLADNB_01077
OG0000927	CEKMHFBL_02636	BBLLADNB_01078
OG0000928	CEKMHFBL_02635	BBLLADNB_01079
OG0000929	CEKMHFBL_02634	BBLLADNB_01081
OG0000930	CEKMHFBL_02633	BBLLADNB_01082
OG0000931	CEKMHFBL_02632	BBLLADNB_01083
OG0000932	CEKMHFBL_02631	BBLLADNB_01084
OG0000933	CEKMHFBL_02630	BBLLADNB_01085
OG0000934	CEKMHFBL_02629	BBLLADNB_01086
OG0000935	CEKMHFBL_02627	BBLLADNB_01088
OG0000936	CEKMHFBL_02626	BBLLADNB_01089
OG0000937	CEKMHFBL_02625	BBLLADNB_01090
OG0000938	CEKMHFBL_02624	BBLLADNB_01091
OG0000939	CEKMHFBL_02623	BBLLADNB_01092
OG0000940	CEKMHFBL_00992	BBLLADNB_01093
OG0000941	CEKMHFBL_00991	BBLLADNB_01094
OG0000942	CEKMHFBL_00184	BBLLADNB_01759
OG0000943	CEKMHFBL_00185	BBLLADNB_01758
OG0000944	CEKMHFBL_00186	BBLLADNB_01757
OG0000945	CEKMHFBL_00187	BBLLADNB_01756
OG0000946	CEKMHFBL_00188	BBLLADNB_01755
OG0000947	CEKMHFBL_00189	BBLLADNB_01754
OG0000948	CEKMHFBL_00190	BBLLADNB_01753
OG0000949	CEKMHFBL_00191	BBLLADNB_01752
OG0000950	CEKMHFBL_00192	BBLLADNB_01751
OG0000951	CEKMHFBL_00193	BBLLADNB_03154
OG0000952	CEKMHFBL_00199	BBLLADNB_02388
OG0000953	CEKMHFBL_04035, CEKMHFBL_00205	BBLLADNB_02382
OG0000954	CEKMHFBL_00206, CEKMHFBL_04034	BBLLADNB_02381
OG0000955	CEKMHFBL_00214, CEKMHFBL_04025	BBLLADNB_03110
OG0000956	CEKMHFBL_02796	BBLLADNB_03787
OG0000957	CEKMHFBL_01242	BBLLADNB_03764
OG0000958	CEKMHFBL_01500	BBLLADNB_00602
OG0000959	CEKMHFBL_00140	BBLLADNB_00937
OG0000960	CEKMHFBL_01672	BBLLADNB_03676
OG0000961	CEKMHFBL_02789	BBLLADNB_00064
OG0000962	CEKMHFBL_02790	BBLLADNB_00063
OG0000963	CEKMHFBL_02791	BBLLADNB_00062
OG0000964	CEKMHFBL_02792	BBLLADNB_00061
OG0000965	CEKMHFBL_04059	BBLLADNB_01018
OG0000966	CEKMHFBL_04058	BBLLADNB_01020
OG0000967	CEKMHFBL_04057	BBLLADNB_01021
OG0000968	CEKMHFBL_01093	BBLLADNB_01994
OG0000969	CEKMHFBL_04050	BBLLADNB_01025
OG0000970	CEKMHFBL_04047	BBLLADNB_03489
OG0000971	CEKMHFBL_04045	BBLLADNB_03487
OG0000972	CEKMHFBL_01453	BBLLADNB_00717
OG0000973	CEKMHFBL_01452	BBLLADNB_00718
OG0000974	CEKMHFBL_01451	BBLLADNB_00719
OG0000975	CEKMHFBL_01450	BBLLADNB_00720
OG0000976	CEKMHFBL_01448	BBLLADNB_00722
OG0000977	CEKMHFBL_01447	BBLLADNB_00723
OG0000978	CEKMHFBL_01446	BBLLADNB_00724
OG0000979	CEKMHFBL_01445	BBLLADNB_00725
OG0000980	CEKMHFBL_01444	BBLLADNB_00726
OG0000981	CEKMHFBL_01443	BBLLADNB_00727
OG0000982	CEKMHFBL_01442	BBLLADNB_00728
OG0000983	CEKMHFBL_01441	BBLLADNB_00729
OG0000984	CEKMHFBL_01440	BBLLADNB_00730
OG0000985	CEKMHFBL_01439	BBLLADNB_00731
OG0000986	CEKMHFBL_01438	BBLLADNB_00732
OG0000987	CEKMHFBL_01437	BBLLADNB_00733
OG0000988	CEKMHFBL_01010	BBLLADNB_01709
