orthogroup,locus_tag,KO,Kannotation,all_or_exp_core,Module,Module_type,General_category,Specific_category,Module_description
OG0002423,NHBDKAOG_01747,K00175,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit,,M00620,Pathway modules,Energy metabolism,Carbon fixation, Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate [PATH:map00720 map01200 map01100 map01120]
OG0002424,NHBDKAOG_01748,K00174,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit,,M00009,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]
OG0002424,NHBDKAOG_01748,K00174,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit,,M00011,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]
OG0002424,NHBDKAOG_01748,K00174,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit,,M00173,Pathway modules,Energy metabolism,Carbon fixation, Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map00720 map01200 map01100 map01120]
OG0002424,NHBDKAOG_01748,K00174,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit,,M00620,Pathway modules,Energy metabolism,Carbon fixation, Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate [PATH:map00720 map01200 map01100 map01120]
OG0002431,NHBDKAOG_01621,K00688,glycogen phosphorylase [EC:2.4.1.1] ,,M00855,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Glycogen degradation, glycogen => glucose-6P [PATH:map00500 map01100]
OG0002432,NHBDKAOG_00076,K16147,starch synthase (maltosyl-transferring) [EC:2.4.99.16],,NA,NA,NA,NA,NA
OG0002436,NHBDKAOG_01202,K22250,poly(3-hydroxyoctanoate) depolymerase [EC:3.1.1.76] ,,NA,NA,NA,NA,NA
OG0002450,NHBDKAOG_02341,K00703,starch synthase [EC:2.4.1.21] ,,M00854,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Glycogen biosynthesis, glucose-1P => glycogen/starch [PATH:map00500 map01100]
OG0002450,NHBDKAOG_02341,K00703,starch synthase [EC:2.4.1.21] ,,M00565,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500 map01100 map01110]
OG0002451,NHBDKAOG_02342,K00975,glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] ,,M00854,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Glycogen biosynthesis, glucose-1P => glycogen/starch [PATH:map00500 map01100]
OG0002451,NHBDKAOG_02342,K00975,glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] ,,M00565,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500 map01100 map01110]
OG0002452,NHBDKAOG_02343,K01835,phosphoglucomutase [EC:5.4.2.2]  ,,M00855,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Glycogen degradation, glycogen => glucose-6P [PATH:map00500 map01100]
OG0002452,NHBDKAOG_02343,K01835,phosphoglucomutase [EC:5.4.2.2]  ,,M00549,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520 map01100]
OG0002455,NHBDKAOG_03185,K00873,pyruvate kinase [EC:2.7.1.40] ,,M00001,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map00010 map01200 map01100]
OG0002455,NHBDKAOG_03185,K00873,pyruvate kinase [EC:2.7.1.40] ,,M00002,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Glycolysis, core module involving three-carbon compounds [PATH:map00010 map01200 map01230 map01100]
OG0002455,NHBDKAOG_03185,K00873,pyruvate kinase [EC:2.7.1.40] ,,M00049,Pathway modules,Nucleotide metabolism,Purine metabolism, Adenine ribonucleotide biosynthesis, IMP => ADP,ATP [PATH:map00230 map01100]
OG0002455,NHBDKAOG_03185,K00873,pyruvate kinase [EC:2.7.1.40] ,,M00050,Pathway modules,Nucleotide metabolism,Purine metabolism, Guanine ribonucleotide biosynthesis IMP => GDP,GTP [PATH:map00230 map01100]
OG0002457,NHBDKAOG_00439,K07034,uncharacterized protein  ,,NA,NA,NA,NA,NA
OG0002458,NHBDKAOG_02681,K13993,HSP20 family protein ,,NA,NA,NA,NA,NA
OG0002459,NHBDKAOG_01402,K03088,RNA polymerase sigma-70 factor protease,,NA,NA,NA,NA,NA
OG0002463,NHBDKAOG_00526,K12538,outer membrane protein,,NA,NA,NA,NA,NA
OG0002463,NHBDKAOG_00526,K12340,outer membrane protein ,,M00575,Signature modules,Gene set,Pathogenicity, Pertussis pathogenicity signature, T1SS [PATH:map05133]
OG0002463,NHBDKAOG_00526,K12340,outer membrane protein ,,M00696,Signature modules,Gene set,Drug resistance, Multidrug resistance, efflux pump AcrEF-TolC
OG0002463,NHBDKAOG_00526,K12340,outer membrane protein ,,M00697,Signature modules,Gene set,Drug resistance, Multidrug resistance, efflux pump MdtEF-TolC
OG0002475,NHBDKAOG_01522,K01620,threonine aldolase [EC:4.1.2.48] ,,NA,NA,NA,NA,NA
OG0002476,NHBDKAOG_03216,K00895,diphosphate-dependent phosphofructokinase [EC:2.7.1.90] ,,NA,NA,NA,NA,NA
OG0002480,NHBDKAOG_01430,K01681,aconitate hydratase [EC:4.2.1.3] ,,M00009,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]
OG0002480,NHBDKAOG_01430,K01681,aconitate hydratase [EC:4.2.1.3] ,,M00010,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map00020 map01200 map01210 map01230 map01100]
OG0002480,NHBDKAOG_01430,K01681,aconitate hydratase [EC:4.2.1.3] ,,M00012,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Glyoxylate cycle [PATH:map00630 map01200 map01100 map01110]
OG0002480,NHBDKAOG_01430,K01681,aconitate hydratase [EC:4.2.1.3] ,,M00740,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Methylaspartate cycle [PATH:map00020 map00250 map00630 map01200 map01100 map01120]
OG0002480,NHBDKAOG_01430,K01681,aconitate hydratase [EC:4.2.1.3] ,,M00173,Pathway modules,Energy metabolism,Carbon fixation, Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map00720 map01200 map01100 map01120]
OG0002485,NHBDKAOG_03523,K01720,2-methylcitrate dehydratase [EC:4.2.1.79] ,,NA,NA,NA,NA,NA
OG0002486,NHBDKAOG_03524,K01659,2-methylcitrate synthase [EC:2.3.3.5] ,,NA,NA,NA,NA,NA
OG0002495,NHBDKAOG_04416,K00635,diacylglycerol O-acyltransferase / wax,,M00089,Pathway modules,Lipid metabolism,Lipid metabolism, Triacylglycerol biosynthesis [PATH:map00561 map01100]
OG0002515,NHBDKAOG_04304,K03556,LuxR family transcriptional regulator,,NA,NA,NA,NA,NA
OG0002527,NHBDKAOG_04182,K07497,putative transposase  ,,NA,NA,NA,NA,NA
OG0002632,NHBDKAOG_00417,K13590,diguanylate cyclase [EC:2.7.7.65] ,,NA,NA,NA,NA,NA
OG0002632,NHBDKAOG_00417,K07216,hemerythrin   ,,NA,NA,NA,NA,NA
OG0002638,NHBDKAOG_02490,K14534,4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase,,M00375,Pathway modules,Energy metabolism,Carbon fixation, Hydroxypropionate-hydroxybutylate cycle [PATH:map00720 map01200 map01100 map01120]
OG0002638,NHBDKAOG_02490,K14534,4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase,,M00374,Pathway modules,Energy metabolism,Carbon fixation, Dicarboxylate-hydroxybutyrate cycle [PATH:map00720 map01200 map01100 map01120]
OG0002639,NHBDKAOG_00709,K03699,putative hemolysin  ,,NA,NA,NA,NA,NA
OG0002640,NHBDKAOG_03419,K09690,lipopolysaccharide transport system permease,,NA,NA,NA,NA,NA
OG0002652,NHBDKAOG_02194,K07154,serine/threonine-protein kinase HipA [EC:2.7.11.1],,NA,NA,NA,NA,NA
OG0002652,NHBDKAOG_04490,K07154,serine/threonine-protein kinase HipA [EC:2.7.11.1],,NA,NA,NA,NA,NA
OG0002653,NHBDKAOG_00640,K18588,coenzyme Q-binding protein COQ10,,NA,NA,NA,NA,NA
OG0002682,NHBDKAOG_00409,K01338,ATP-dependent Lon protease [EC:3.4.21.53],,NA,NA,NA,NA,NA
OG0002685,NHBDKAOG_00348,K01768,adenylate cyclase [EC:4.6.1.1] ,,NA,NA,NA,NA,NA
OG0002685,NHBDKAOG_00813,K01768,adenylate cyclase [EC:4.6.1.1] ,,NA,NA,NA,NA,NA
OG0002687,NHBDKAOG_01788,K04062,osmotically inducible lipoprotein OsmB,,NA,NA,NA,NA,NA
OG0002699,NHBDKAOG_00940,K22278,peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104] ,,NA,NA,NA,NA,NA
OG0002712,NHBDKAOG_04023,K05972,acetylxylan esterase [EC:3.1.1.72] ,,NA,NA,NA,NA,NA
OG0002712,NHBDKAOG_04023,K03932,polyhydroxybutyrate depolymerase  ,,NA,NA,NA,NA,NA
OG0002713,NHBDKAOG_02000,K00573,protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77] ,,NA,NA,NA,NA,NA
OG0002725,NHBDKAOG_03915,K08678,UDP-glucuronate decarboxylase [EC:4.1.1.35] ,,NA,NA,NA,NA,NA
OG0002731,NHBDKAOG_00082,K06872,uncharacterized protein  ,,NA,NA,NA,NA,NA
OG0002737,NHBDKAOG_01618,K00831,phosphoserine aminotransferase [EC:2.6.1.52] ,,M00020,Pathway modules,Amino acid metabolism,Serine and threonine metabolism, Serine biosynthesis, glycerate-3P => serine [PATH:map00260 map00680 map01200 map01230 map01100]
OG0002737,NHBDKAOG_01618,K00831,phosphoserine aminotransferase [EC:2.6.1.52] ,,M00124,Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism, Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P [PATH:map00750 map01100]
OG0002781,NHBDKAOG_01237,K06867,uncharacterized protein  ,,NA,NA,NA,NA,NA
OG0002801,NHBDKAOG_02680,K05516,curved DNA-binding protein ,,NA,NA,NA,NA,NA
OG0002802,NHBDKAOG_02679,K18997,chaperone modulatory protein CbpM,,NA,NA,NA,NA,NA
OG0002812,NHBDKAOG_03849,K01689,enolase [EC:4.2.1.11]  ,,M00001,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map00010 map01200 map01100]
OG0002812,NHBDKAOG_03849,K01689,enolase [EC:4.2.1.11]  ,,M00002,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Glycolysis, core module involving three-carbon compounds [PATH:map00010 map01200 map01230 map01100]
OG0002812,NHBDKAOG_03849,K01689,enolase [EC:4.2.1.11]  ,,M00003,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00010 map00020 map01100]
OG0002812,NHBDKAOG_03849,K01689,enolase [EC:4.2.1.11]  ,,M00346,Pathway modules,Energy metabolism,Methane metabolism, Formaldehyde assimilation, serine pathway [PATH:map00680 map01200 map01100 map01120]
OG0002838,NHBDKAOG_02805,K09803,uncharacterized protein  ,,NA,NA,NA,NA,NA
OG0002838,NHBDKAOG_02974,K09803,uncharacterized protein  ,,NA,NA,NA,NA,NA
OG0002838,NHBDKAOG_04804,K09803,uncharacterized protein  ,,NA,NA,NA,NA,NA
OG0002964,NHBDKAOG_02580,K02456,general secretion pathway protein,,NA,NA,NA,NA,NA
OG0002965,NHBDKAOG_02581,K02456,general secretion pathway protein,,NA,NA,NA,NA,NA
OG0002976,NHBDKAOG_00645,K05367,penicillin-binding protein 1C [EC:2.4.1.129],,NA,NA,NA,NA,NA
OG0002978,NHBDKAOG_04102,K01159,crossover junction endodeoxyribonuclease RuvC,,NA,NA,NA,NA,NA
OG0002988,NHBDKAOG_03249,K03699,putative hemolysin  ,,NA,NA,NA,NA,NA
OG0002989,NHBDKAOG_03248,K03699,putative hemolysin  ,,NA,NA,NA,NA,NA
OG0003009,NHBDKAOG_03714,K01507,inorganic pyrophosphatase [EC:3.6.1.1] ,,NA,NA,NA,NA,NA
OG0003025,NHBDKAOG_03282,K02671,type IV pilus assembly,,NA,NA,NA,NA,NA
OG0003026,NHBDKAOG_03283,K08084,type IV fimbrial biogenesis,,NA,NA,NA,NA,NA
OG0003027,NHBDKAOG_02337,K03832,periplasmic protein TonB ,,NA,NA,NA,NA,NA
OG0003028,NHBDKAOG_01271,K03192,urease accessory protein ,,NA,NA,NA,NA,NA
OG0003042,NHBDKAOG_02154,K07001,NTE family protein ,,NA,NA,NA,NA,NA
OG0003139,NHBDKAOG_00944,K01185,lysozyme [EC:3.2.1.17]  ,,NA,NA,NA,NA,NA
OG0003330,NHBDKAOG_02767,K13993,HSP20 family protein ,,NA,NA,NA,NA,NA
OG0003363,NHBDKAOG_02378,K00975,glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] ,,M00854,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Glycogen biosynthesis, glucose-1P => glycogen/starch [PATH:map00500 map01100]
OG0003363,NHBDKAOG_02378,K00975,glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] ,,M00565,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500 map01100 map01110]
OG0003366,NHBDKAOG_01308,K16074,zinc transporter  ,,NA,NA,NA,NA,NA
OG0003383,NHBDKAOG_00038,K01154,type I restriction enzyme,,NA,NA,NA,NA,NA
OG0003399,NHBDKAOG_02762,K02030,polar amino acid transport,,NA,NA,NA,NA,NA
OG0003399,NHBDKAOG_04309,K02030,polar amino acid transport,,NA,NA,NA,NA,NA
OG0003640,NHBDKAOG_01028,K00034,glucose 1-dehydrogenase [EC:1.1.1.47] ,,NA,NA,NA,NA,NA
OG0003640,NHBDKAOG_01028,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],,M00083,Pathway modules,Lipid metabolism,Fatty acid metabolism, Fatty acid biosynthesis, elongation [PATH:map00061 map01212 map01100]
OG0003640,NHBDKAOG_01028,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],,M00874,Pathway modules,Lipid metabolism,Fatty acid metabolism, Fatty acid biosynthesis in mitochondria, fungi [PATH:map00061 map01212 map01100]
OG0003640,NHBDKAOG_01028,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],,M00572,Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism, Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780 map01100]
OG0003657,NHBDKAOG_03972,K01153,type I restriction enzyme,,NA,NA,NA,NA,NA
OG0003660,NHBDKAOG_04851,K07483,transposase   ,,NA,NA,NA,NA,NA
OG0003802,NHBDKAOG_01969,K15899,pseudaminic acid cytidylyltransferase [EC:2.7.7.81],,NA,NA,NA,NA,NA
OG0003812,NHBDKAOG_03427,K01673,carbonic anhydrase [EC:4.2.1.1] ,,NA,NA,NA,NA,NA
OG0003904,NHBDKAOG_04321,K04757,serine/threonine-protein kinase RsbW [EC:2.7.11.1],,NA,NA,NA,NA,NA
OG0003906,NHBDKAOG_04319,K01214,isoamylase [EC:3.2.1.68]  ,,M00565,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500 map01100 map01110]
OG0003907,NHBDKAOG_04311,K19055,Ala-tRNA(Pro) deacylase [EC:3.1.1.-] ,,NA,NA,NA,NA,NA
OG0003908,NHBDKAOG_04310,K07315,phosphoserine phosphatase RsbU/P [EC:3.1.3.3],,NA,NA,NA,NA,NA
OG0003910,NHBDKAOG_04307,K02030,polar amino acid transport,,NA,NA,NA,NA,NA
OG0004307,NHBDKAOG_02263,K06919,putative DNA primase/helicase ,,NA,NA,NA,NA,NA
OG0004307,NHBDKAOG_04103,K06919,putative DNA primase/helicase ,,NA,NA,NA,NA,NA
