orthogroup,locus_tag,KO,Kannotation,all_or_exp_core,Module,Module_type,General_category,Specific_category,Module_description
OG0002451,BBLLADNB_01218,K00975,glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] ,all,M00565,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500 map01100 map01110]
OG0002452,BBLLADNB_01217,K01835,phosphoglucomutase [EC:5.4.2.2]  ,all,M00855,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Glycogen degradation, glycogen => glucose-6P [PATH:map00500 map01100]
OG0002452,BBLLADNB_01217,K01835,phosphoglucomutase [EC:5.4.2.2]  ,all,M00549,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520 map01100]
OG0002455,BBLLADNB_03221,K00873,pyruvate kinase [EC:2.7.1.40] ,all,M00001,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map00010 map01200 map01100]
OG0002455,BBLLADNB_03221,K00873,pyruvate kinase [EC:2.7.1.40] ,all,M00002,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Glycolysis, core module involving three-carbon compounds [PATH:map00010 map01200 map01230 map01100]
OG0002455,BBLLADNB_03221,K00873,pyruvate kinase [EC:2.7.1.40] ,all,M00049,Pathway modules,Nucleotide metabolism,Purine metabolism, Adenine ribonucleotide biosynthesis, IMP => ADP,ATP [PATH:map00230 map01100]
OG0002455,BBLLADNB_03221,K00873,pyruvate kinase [EC:2.7.1.40] ,all,M00050,Pathway modules,Nucleotide metabolism,Purine metabolism, Guanine ribonucleotide biosynthesis IMP => GDP,GTP [PATH:map00230 map01100]
OG0002457,BBLLADNB_03485,K07034,uncharacterized protein  ,all,NA,NA,NA,NA,NA
OG0002458,BBLLADNB_03597,K13993,HSP20 family protein ,all,NA,NA,NA,NA,NA
OG0002459,BBLLADNB_03495,K03088,RNA polymerase sigma-70 factor,all,NA,NA,NA,NA,NA
OG0002463,BBLLADNB_03649,K12538,outer membrane protein protease,all,NA,NA,NA,NA,NA
OG0002463,BBLLADNB_03649,K12340,outer membrane protein ,all,M00575,Signature modules,Gene set,Pathogenicity, Pertussis pathogenicity signature, T1SS [PATH:map05133]
OG0002463,BBLLADNB_03649,K12340,outer membrane protein ,all,M00696,Signature modules,Gene set,Drug resistance, Multidrug resistance, efflux pump AcrEF-TolC
OG0002463,BBLLADNB_03649,K12340,outer membrane protein ,all,M00697,Signature modules,Gene set,Drug resistance, Multidrug resistance, efflux pump MdtEF-TolC
OG0002475,BBLLADNB_02216,K01620,threonine aldolase [EC:4.1.2.48] ,all,NA,NA,NA,NA,NA
OG0002476,BBLLADNB_00822,K00895,diphosphate-dependent phosphofructokinase [EC:2.7.1.90] ,all,NA,NA,NA,NA,NA
OG0002480,BBLLADNB_00453,K01681,aconitate hydratase [EC:4.2.1.3] ,all,M00009,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]
OG0002480,BBLLADNB_00453,K01681,aconitate hydratase [EC:4.2.1.3] ,all,M00010,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map00020 map01200 map01210 map01230 map01100]
OG0002480,BBLLADNB_00453,K01681,aconitate hydratase [EC:4.2.1.3] ,all,M00012,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Glyoxylate cycle [PATH:map00630 map01200 map01100 map01110]
OG0002480,BBLLADNB_00453,K01681,aconitate hydratase [EC:4.2.1.3] ,all,M00740,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Methylaspartate cycle [PATH:map00020 map00250 map00630 map01200 map01100 map01120]
OG0002480,BBLLADNB_00453,K01681,aconitate hydratase [EC:4.2.1.3] ,all,M00173,Pathway modules,Energy metabolism,Carbon fixation, Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map00720 map01200 map01100 map01120]
OG0002485,BBLLADNB_01461,K01720,2-methylcitrate dehydratase [EC:4.2.1.79] ,all,NA,NA,NA,NA,NA
OG0002486,BBLLADNB_01462,K01659,2-methylcitrate synthase [EC:2.3.3.5] ,all,NA,NA,NA,NA,NA
OG0002495,BBLLADNB_01412,K00635,diacylglycerol O-acyltransferase / wax,all,M00089,Pathway modules,Lipid metabolism,Lipid metabolism, Triacylglycerol biosynthesis [PATH:map00561 map01100]
OG0002515,BBLLADNB_00490,K03556,LuxR family transcriptional regulator,exp,NA,NA,NA,NA,NA
OG0002527,BBLLADNB_03613,K07497,putative transposase  ,exp,NA,NA,NA,NA,NA
OG0002632,BBLLADNB_01891,K13590,diguanylate cyclase [EC:2.7.7.65] ,exp,NA,NA,NA,NA,NA
OG0002632,BBLLADNB_01891,K07216,hemerythrin   ,exp,NA,NA,NA,NA,NA
OG0002638,BBLLADNB_03456,K14534,4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase,exp,M00375,Pathway modules,Energy metabolism,Carbon fixation, Hydroxypropionate-hydroxybutylate cycle [PATH:map00720 map01200 map01100 map01120]
OG0002638,BBLLADNB_03456,K14534,4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase,exp,M00374,Pathway modules,Energy metabolism,Carbon fixation, Dicarboxylate-hydroxybutyrate cycle [PATH:map00720 map01200 map01100 map01120]
OG0002639,BBLLADNB_01095,K03699,putative hemolysin  ,exp,NA,NA,NA,NA,NA
OG0002652,BBLLADNB_03604,K07154,serine/threonine-protein kinase HipA [EC:2.7.11.1],exp,NA,NA,NA,NA,NA
OG0002653,BBLLADNB_02669,K18588,coenzyme Q-binding protein COQ10,exp,NA,NA,NA,NA,NA
OG0002660,BBLLADNB_00786,K14987,two-component system LuxR family,exp,NA,NA,NA,NA,NA
OG0002682,BBLLADNB_01023,K01338,ATP-dependent Lon protease [EC:3.4.21.53],exp,NA,NA,NA,NA,NA
OG0002687,BBLLADNB_02820,K04062,osmotically inducible lipoprotein OsmB,exp,NA,NA,NA,NA,NA
OG0002699,BBLLADNB_01127,K22278,peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104] ,exp,NA,NA,NA,NA,NA
OG0002712,BBLLADNB_02844,K05972,acetylxylan esterase [EC:3.1.1.72] ,exp,NA,NA,NA,NA,NA
OG0002712,BBLLADNB_02844,K03932,polyhydroxybutyrate depolymerase  ,exp,NA,NA,NA,NA,NA
OG0002713,BBLLADNB_00962,K00573,protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77] ,exp,NA,NA,NA,NA,NA
OG0002731,BBLLADNB_02750,K06872,uncharacterized protein  ,exp,NA,NA,NA,NA,NA
OG0002737,BBLLADNB_03541,K00831,phosphoserine aminotransferase [EC:2.6.1.52] ,exp,M00020,Pathway modules,Amino acid metabolism,Serine and threonine metabolism, Serine biosynthesis, glycerate-3P => serine [PATH:map00260 map00680 map01200 map01230 map01100]
OG0002737,BBLLADNB_03541,K00831,phosphoserine aminotransferase [EC:2.6.1.52] ,exp,M00124,Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism, Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P [PATH:map00750 map01100]
OG0002781,BBLLADNB_02496,K06867,uncharacterized protein  ,exp,NA,NA,NA,NA,NA
OG0002801,BBLLADNB_03598,K05516,curved DNA-binding protein ,exp,NA,NA,NA,NA,NA
OG0002802,BBLLADNB_03599,K18997,chaperone modulatory protein CbpM,exp,NA,NA,NA,NA,NA
OG0002812,BBLLADNB_00828,K01689,enolase [EC:4.2.1.11]  ,exp,M00001,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map00010 map01200 map01100]
OG0002812,BBLLADNB_00828,K01689,enolase [EC:4.2.1.11]  ,exp,M00002,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Glycolysis, core module involving three-carbon compounds [PATH:map00010 map01200 map01230 map01100]
OG0002812,BBLLADNB_00828,K01689,enolase [EC:4.2.1.11]  ,exp,M00003,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00010 map00020 map01100]
OG0002812,BBLLADNB_00828,K01689,enolase [EC:4.2.1.11]  ,exp,M00346,Pathway modules,Energy metabolism,Methane metabolism, Formaldehyde assimilation, serine pathway [PATH:map00680 map01200 map01100 map01120]
OG0002838,BBLLADNB_02981,K09803,uncharacterized protein  ,exp,NA,NA,NA,NA,NA
OG0002964,BBLLADNB_01740,K02456,general secretion pathway protein,exp,NA,NA,NA,NA,NA
OG0002965,BBLLADNB_01741,K02456,general secretion pathway protein,exp,NA,NA,NA,NA,NA
OG0002976,BBLLADNB_02853,K05367,penicillin-binding protein 1C [EC:2.4.1.129],exp,NA,NA,NA,NA,NA
OG0002988,BBLLADNB_02147,K03699,putative hemolysin  ,exp,NA,NA,NA,NA,NA
OG0002989,BBLLADNB_02146,K03699,putative hemolysin  ,exp,NA,NA,NA,NA,NA
OG0003006,BBLLADNB_00760,K07064,uncharacterized protein  ,exp,NA,NA,NA,NA,NA
OG0003009,BBLLADNB_02234,K01507,inorganic pyrophosphatase [EC:3.6.1.1] ,exp,NA,NA,NA,NA,NA
OG0003025,BBLLADNB_00329,K02671,type IV pilus assembly,exp,NA,NA,NA,NA,NA
OG0003026,BBLLADNB_00330,K08084,type IV fimbrial biogenesis,exp,NA,NA,NA,NA,NA
OG0003027,BBLLADNB_00332,K03832,periplasmic protein TonB ,exp,NA,NA,NA,NA,NA
OG0003028,BBLLADNB_01500,K03192,urease accessory protein ,exp,NA,NA,NA,NA,NA
OG0003055,BBLLADNB_03480,K11073,putrescine transport system substrate-binding,exp,NA,NA,NA,NA,NA
OG0003139,BBLLADNB_00175,K01185,lysozyme [EC:3.2.1.17]  ,exp,NA,NA,NA,NA,NA
OG0003330,BBLLADNB_02703,K13993,HSP20 family protein ,exp,NA,NA,NA,NA,NA
OG0003363,BBLLADNB_01517,K00975,glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] ,exp,M00854,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Glycogen biosynthesis, glucose-1P => glycogen/starch [PATH:map00500 map01100]
OG0003363,BBLLADNB_01517,K00975,glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] ,exp,M00565,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500 map01100 map01110]
OG0003366,BBLLADNB_01391,K16074,zinc transporter  ,exp,NA,NA,NA,NA,NA
OG0003383,BBLLADNB_02663,K01154,type I restriction enzyme,exp,NA,NA,NA,NA,NA
OG0003640,BBLLADNB_01572,K00034,glucose 1-dehydrogenase [EC:1.1.1.47] ,exp,NA,NA,NA,NA,NA
OG0003640,BBLLADNB_01572,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],exp,M00083,Pathway modules,Lipid metabolism,Fatty acid metabolism, Fatty acid biosynthesis, elongation [PATH:map00061 map01212 map01100]
OG0003640,BBLLADNB_01572,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],exp,M00874,Pathway modules,Lipid metabolism,Fatty acid metabolism, Fatty acid biosynthesis in mitochondria, fungi [PATH:map00061 map01212 map01100]
OG0003640,BBLLADNB_01572,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],exp,M00572,Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism, Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780 map01100]
OG0003657,BBLLADNB_02418,K01153,type I restriction enzyme,exp,NA,NA,NA,NA,NA
OG0003660,BBLLADNB_03880,K07483,transposase   ,exp,NA,NA,NA,NA,NA
OG0003812,BBLLADNB_01429,K01673,carbonic anhydrase [EC:4.2.1.1] ,exp,NA,NA,NA,NA,NA
OG0003904,BBLLADNB_01173,K04757,serine/threonine-protein kinase RsbW [EC:2.7.11.1],exp,NA,NA,NA,NA,NA
OG0003906,BBLLADNB_01175,K01214,isoamylase [EC:3.2.1.68]  ,exp,M00565,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500 map01100 map01110]
OG0003907,BBLLADNB_01178,K19055,Ala-tRNA(Pro) deacylase [EC:3.1.1.-] ,exp,NA,NA,NA,NA,NA
OG0003908,BBLLADNB_01179,K07315,phosphoserine phosphatase RsbU/P [EC:3.1.3.3],exp,NA,NA,NA,NA,NA
OG0003910,BBLLADNB_03397,K02030,polar amino acid transport,exp,NA,NA,NA,NA,NA
OG0004307,BBLLADNB_02181,K06919,putative DNA primase/helicase ,exp,NA,NA,NA,NA,NA
OG0005483,BBLLADNB_00942,K07487,transposase   ,exp,NA,NA,NA,NA,NA
OG0005536,BBLLADNB_03906,K07495,putative transposase  ,exp,NA,NA,NA,NA,NA
