Orthogroup	spades-bin.32	GCA_003332265.1
OG0000470	BBLLADNB_03559	BFLDHLJO_04018
OG0000471	BBLLADNB_02244	BFLDHLJO_02241
OG0000472	BBLLADNB_02813	BFLDHLJO_02247
OG0000473	BBLLADNB_01938	BFLDHLJO_01910
OG0000474	BBLLADNB_02693	BFLDHLJO_01868
OG0000475	BBLLADNB_02944	BFLDHLJO_00668
OG0000476	BBLLADNB_00716	BFLDHLJO_01430
OG0000477	BBLLADNB_00089	BFLDHLJO_00966
OG0000478	BBLLADNB_00090	BFLDHLJO_00965
OG0000479	BBLLADNB_03034	BFLDHLJO_02543
OG0000480	BBLLADNB_02551	BFLDHLJO_00913
OG0000481	BBLLADNB_02552	BFLDHLJO_00912
OG0000482	BBLLADNB_02641	BFLDHLJO_00624
OG0000483	BBLLADNB_00690	BFLDHLJO_03818
OG0000484	BBLLADNB_00691	BFLDHLJO_03817
OG0000485	BBLLADNB_00692	BFLDHLJO_03816
OG0000486	BBLLADNB_03449, BBLLADNB_00097	BFLDHLJO_02535
OG0000487	BBLLADNB_01320	BFLDHLJO_01457
OG0000488	BBLLADNB_01316	BFLDHLJO_01453
OG0000489	BBLLADNB_00413	BFLDHLJO_03144
OG0000490	BBLLADNB_03346	BFLDHLJO_02928
OG0000491	BBLLADNB_03345	BFLDHLJO_02927
OG0000492	BBLLADNB_03344	BFLDHLJO_02926
OG0000493	BBLLADNB_03343	BFLDHLJO_02925
OG0000494	BBLLADNB_01775	BFLDHLJO_01892
OG0000495	BBLLADNB_03208	BFLDHLJO_02163
OG0000497	BBLLADNB_00935	BFLDHLJO_00080
OG0000498	BBLLADNB_02867	BFLDHLJO_01949
OG0000499	BBLLADNB_03560	BFLDHLJO_04017
OG0000500	BBLLADNB_03832	BFLDHLJO_03287
OG0000501	BBLLADNB_01157	BFLDHLJO_03973
OG0000502	BBLLADNB_00101	BFLDHLJO_00955
OG0000503	BBLLADNB_03293	BFLDHLJO_02703
OG0000504	BBLLADNB_03295	BFLDHLJO_02705
OG0000505	BBLLADNB_03864	BFLDHLJO_03427
OG0000506	BBLLADNB_01306	BFLDHLJO_02081
OG0000507	BBLLADNB_01311	BFLDHLJO_02089
OG0000508	BBLLADNB_01312	BFLDHLJO_02090
OG0000509	BBLLADNB_01313	BFLDHLJO_02091
OG0000510	BBLLADNB_01314	BFLDHLJO_02092
OG0000511	BBLLADNB_01216	BFLDHLJO_00885
OG0000512	BBLLADNB_00582	BFLDHLJO_00311
OG0000513	BBLLADNB_00581	BFLDHLJO_00312
OG0000514	BBLLADNB_00580	BFLDHLJO_00313
OG0000515	BBLLADNB_00579	BFLDHLJO_00314
OG0000516	BBLLADNB_00578	BFLDHLJO_00315
OG0000517	BBLLADNB_00575	BFLDHLJO_00318
OG0000518	BBLLADNB_00574	BFLDHLJO_00320
OG0000519	BBLLADNB_00573	BFLDHLJO_00321
OG0000520	BBLLADNB_00572	BFLDHLJO_00322
OG0000521	BBLLADNB_01926	BFLDHLJO_01923
OG0000522	BBLLADNB_02256	BFLDHLJO_02799
OG0000523	BBLLADNB_02255	BFLDHLJO_02800
OG0000524	BBLLADNB_02254	BFLDHLJO_02801
OG0000525	BBLLADNB_02253	BFLDHLJO_02802
OG0000526	BBLLADNB_02252	BFLDHLJO_02803
OG0000527	BBLLADNB_02251	BFLDHLJO_02804
OG0000528	BBLLADNB_02250	BFLDHLJO_02805
OG0000530	BBLLADNB_02488, BBLLADNB_00495	BFLDHLJO_03527
OG0000531	BBLLADNB_00493	BFLDHLJO_03525
OG0000532	BBLLADNB_02493	BFLDHLJO_00201
OG0000533	BBLLADNB_02494	BFLDHLJO_00199
OG0000534	BBLLADNB_03093	BFLDHLJO_02573
OG0000535	BBLLADNB_01338	BFLDHLJO_00942
OG0000536	BBLLADNB_03851	BFLDHLJO_00905
OG0000538	BBLLADNB_03894	BFLDHLJO_03866
OG0000539	BBLLADNB_03800	BFLDHLJO_01018
OG0000540	BBLLADNB_00030	BFLDHLJO_01235
OG0000541	BBLLADNB_00032	BFLDHLJO_01233
OG0000542	BBLLADNB_00524	BFLDHLJO_00401, BFLDHLJO_00712
OG0000543	BBLLADNB_00527	BFLDHLJO_00398
OG0000544	BBLLADNB_00530	BFLDHLJO_00397
OG0000545	BBLLADNB_00945	BFLDHLJO_00073
OG0000546	BBLLADNB_00949	BFLDHLJO_00069
OG0000547	BBLLADNB_00950	BFLDHLJO_00068
OG0000548	BBLLADNB_01646	BFLDHLJO_01962
OG0000549	BBLLADNB_03695	BFLDHLJO_01336
OG0000550	BBLLADNB_03694	BFLDHLJO_01335
OG0000551	BBLLADNB_01873	BFLDHLJO_01509
OG0000552	BBLLADNB_00738	BFLDHLJO_03104
OG0000553	BBLLADNB_00739	BFLDHLJO_03105
OG0000554	BBLLADNB_03576	BFLDHLJO_03106
OG0000555	BBLLADNB_03575	BFLDHLJO_03107
OG0000556	BBLLADNB_03040	BFLDHLJO_02018
OG0000557	BBLLADNB_02635	BFLDHLJO_03490
OG0000558	BBLLADNB_03683	BFLDHLJO_03497
OG0000559	BBLLADNB_03684	BFLDHLJO_03498
OG0000560	BBLLADNB_01917	BFLDHLJO_02266
OG0000561	BBLLADNB_01141	BFLDHLJO_03158
OG0000562	BBLLADNB_03557	BFLDHLJO_03586, BFLDHLJO_04020
OG0000563	BBLLADNB_01859	BFLDHLJO_02313
OG0000564	BBLLADNB_01860	BFLDHLJO_02312
OG0000565	BBLLADNB_00508	BFLDHLJO_03543
OG0000566	BBLLADNB_00509	BFLDHLJO_03544
OG0000567	BBLLADNB_01729	BFLDHLJO_02762
OG0000568	BBLLADNB_00257	BFLDHLJO_03400, BFLDHLJO_02113
OG0000569	BBLLADNB_03472	BFLDHLJO_03366
OG0000570	BBLLADNB_00297	BFLDHLJO_03408
OG0000571	BBLLADNB_03691	BFLDHLJO_01640
OG0000572	BBLLADNB_01940	BFLDHLJO_01909
OG0000573	BBLLADNB_00448	BFLDHLJO_02830
OG0000574	BBLLADNB_02609	BFLDHLJO_00580
OG0000575	BBLLADNB_02091	BFLDHLJO_00460
OG0000576	BBLLADNB_01478	BFLDHLJO_00672
OG0000579	BBLLADNB_01147, BBLLADNB_01302	BFLDHLJO_02075
OG0000580	BBLLADNB_00418	BFLDHLJO_03139
OG0000582	BBLLADNB_01537, BBLLADNB_00797	BFLDHLJO_03312
OG0000583	BBLLADNB_00519	BFLDHLJO_00407
OG0000585	BBLLADNB_02484	BFLDHLJO_02132
OG0000586	BBLLADNB_01967	BFLDHLJO_02402
OG0000587	BBLLADNB_03479	BFLDHLJO_01017
OG0000588	BBLLADNB_03477	BFLDHLJO_01015
OG0000589	BBLLADNB_03716	BFLDHLJO_01011
OG0000590	BBLLADNB_01721	BFLDHLJO_02777
OG0000590	BBLLADNB_01135	BFLDHLJO_02612, BFLDHLJO_03311
OG0000591	BBLLADNB_01494	BFLDHLJO_02378, BFLDHLJO_03328, BFLDHLJO_02022
OG0000592	BBLLADNB_03899	BFLDHLJO_01171
OG0000595	BBLLADNB_01953	BFLDHLJO_03375
OG0000595	BBLLADNB_03418	BFLDHLJO_02649
OG0000596	BBLLADNB_03416	BFLDHLJO_01402, BFLDHLJO_02079, BFLDHLJO_00592, BFLDHLJO_02647
OG0000597	BBLLADNB_00249	BFLDHLJO_01256
OG0000603	BBLLADNB_02990	BFLDHLJO_02062
OG0000604	BBLLADNB_02991	BFLDHLJO_02063
OG0000605	BBLLADNB_01663	BFLDHLJO_01935
OG0000606	BBLLADNB_01662	BFLDHLJO_01936
OG0000607	BBLLADNB_01660	BFLDHLJO_01938
OG0000608	BBLLADNB_01658	BFLDHLJO_01940
OG0000609	BBLLADNB_01657	BFLDHLJO_01941
OG0000610	BBLLADNB_01656	BFLDHLJO_01942
OG0000611	BBLLADNB_01655	BFLDHLJO_01943
OG0000612	BBLLADNB_02872	BFLDHLJO_01944
OG0000613	BBLLADNB_02871	BFLDHLJO_01945
OG0000614	BBLLADNB_02870	BFLDHLJO_01946
OG0000615	BBLLADNB_03119	BFLDHLJO_01850
OG0000616	BBLLADNB_03120	BFLDHLJO_01851
OG0000617	BBLLADNB_00024	BFLDHLJO_01240
OG0000618	BBLLADNB_03421	BFLDHLJO_02977
OG0000619	BBLLADNB_03422	BFLDHLJO_02978
OG0000620	BBLLADNB_03423	BFLDHLJO_02979
OG0000621	BBLLADNB_03696	BFLDHLJO_01337
OG0000622	BBLLADNB_02152	BFLDHLJO_01417
OG0000623	BBLLADNB_02761	BFLDHLJO_02046
OG0000624	BBLLADNB_02760	BFLDHLJO_02047
OG0000625	BBLLADNB_02756	BFLDHLJO_02051
OG0000626	BBLLADNB_02755	BFLDHLJO_02053
OG0000627	BBLLADNB_02754	BFLDHLJO_02054
OG0000628	BBLLADNB_03846	BFLDHLJO_02055
OG0000629	BBLLADNB_03847	BFLDHLJO_02056
OG0000630	BBLLADNB_02138	BFLDHLJO_04175
OG0000631	BBLLADNB_02139	BFLDHLJO_04174
OG0000632	BBLLADNB_02140	BFLDHLJO_04173
OG0000633	BBLLADNB_02142	BFLDHLJO_04171
OG0000634	BBLLADNB_02143	BFLDHLJO_04170
OG0000635	BBLLADNB_02145	BFLDHLJO_01329
OG0000636	BBLLADNB_03124	BFLDHLJO_03112
OG0000637	BBLLADNB_03264	BFLDHLJO_03115
OG0000638	BBLLADNB_03260	BFLDHLJO_03118
OG0000639	BBLLADNB_00437	BFLDHLJO_03119
OG0000640	BBLLADNB_00436	BFLDHLJO_03120
OG0000641	BBLLADNB_00435	BFLDHLJO_03121
OG0000642	BBLLADNB_00434	BFLDHLJO_03122
OG0000643	BBLLADNB_00431	BFLDHLJO_03126
OG0000644	BBLLADNB_01706	BFLDHLJO_01500
OG0000645	BBLLADNB_01705	BFLDHLJO_01499
OG0000646	BBLLADNB_01704	BFLDHLJO_01498
OG0000647	BBLLADNB_01703	BFLDHLJO_01497
OG0000648	BBLLADNB_01702	BFLDHLJO_01496
OG0000649	BBLLADNB_01701	BFLDHLJO_01495
OG0000650	BBLLADNB_01700	BFLDHLJO_01494
OG0000653	BBLLADNB_00591	BFLDHLJO_03890
OG0000654	BBLLADNB_00592	BFLDHLJO_03891
OG0000655	BBLLADNB_00595	BFLDHLJO_03895
OG0000656	BBLLADNB_00596	BFLDHLJO_03896
OG0000657	BBLLADNB_00597	BFLDHLJO_03747
OG0000658	BBLLADNB_00795	BFLDHLJO_03313
OG0000659	BBLLADNB_03420	BFLDHLJO_02976
OG0000660	BBLLADNB_03419	BFLDHLJO_02975
OG0000661	BBLLADNB_01300	BFLDHLJO_02073
OG0000662	BBLLADNB_00609	BFLDHLJO_03759
OG0000663	BBLLADNB_00613	BFLDHLJO_03763
OG0000664	BBLLADNB_00614	BFLDHLJO_03764
OG0000665	BBLLADNB_00615	BFLDHLJO_03765
OG0000666	BBLLADNB_02562	BFLDHLJO_03770
OG0000667	BBLLADNB_02560	BFLDHLJO_03772
OG0000668	BBLLADNB_02557	BFLDHLJO_03775
OG0000669	BBLLADNB_00198	BFLDHLJO_03779
OG0000670	BBLLADNB_03818, BBLLADNB_00607	BFLDHLJO_03757
OG0000671	BBLLADNB_03678	BFLDHLJO_01898
OG0000672	BBLLADNB_03679	BFLDHLJO_01897
OG0000673	BBLLADNB_01005	BFLDHLJO_00280
OG0000674	BBLLADNB_01003	BFLDHLJO_00278
OG0000675	BBLLADNB_01002	BFLDHLJO_00277
OG0000676	BBLLADNB_02126	BFLDHLJO_03725
OG0000677	BBLLADNB_02125	BFLDHLJO_03726
OG0000678	BBLLADNB_03759	BFLDHLJO_03728
OG0000679	BBLLADNB_03758	BFLDHLJO_03729
OG0000680	BBLLADNB_03757	BFLDHLJO_03730
OG0000681	BBLLADNB_03756	BFLDHLJO_03731
OG0000682	BBLLADNB_03755	BFLDHLJO_03732
OG0000683	BBLLADNB_02841	BFLDHLJO_03042
OG0000684	BBLLADNB_02025	BFLDHLJO_03045
OG0000685	BBLLADNB_02024	BFLDHLJO_03046
OG0000686	BBLLADNB_02023	BFLDHLJO_03047
OG0000688	BBLLADNB_02022	BFLDHLJO_03048
OG0000689	BBLLADNB_03890	BFLDHLJO_03738
OG0000690	BBLLADNB_03891	BFLDHLJO_03739
OG0000691	BBLLADNB_02842	BFLDHLJO_03041
OG0000692	BBLLADNB_02793	BFLDHLJO_01376
OG0000693	BBLLADNB_02796	BFLDHLJO_01373
OG0000694	BBLLADNB_02797	BFLDHLJO_01372
OG0000695	BBLLADNB_02800	BFLDHLJO_01369
OG0000696	BBLLADNB_01355	BFLDHLJO_04070
OG0000697	BBLLADNB_00765	BFLDHLJO_01267
OG0000698	BBLLADNB_01011	BFLDHLJO_00286
OG0000699	BBLLADNB_01014	BFLDHLJO_00289
OG0000700	BBLLADNB_01638	BFLDHLJO_01020
OG0000701	BBLLADNB_02101	BFLDHLJO_02119
OG0000703	BBLLADNB_03239	BFLDHLJO_03803
OG0000704	BBLLADNB_03237	BFLDHLJO_03801
OG0000705	BBLLADNB_03236	BFLDHLJO_03800
OG0000706	BBLLADNB_00054	BFLDHLJO_01211
OG0000707	BBLLADNB_00051	BFLDHLJO_01215
OG0000708	BBLLADNB_00049	BFLDHLJO_01217
OG0000709	BBLLADNB_02498	BFLDHLJO_03944
OG0000710	BBLLADNB_01297	BFLDHLJO_02071
OG0000712	BBLLADNB_01075	BFLDHLJO_01093
OG0000713	BBLLADNB_01076	BFLDHLJO_01094
OG0000714	BBLLADNB_03147	BFLDHLJO_03301
OG0000715	BBLLADNB_03148	BFLDHLJO_03300
OG0000716	BBLLADNB_02199	BFLDHLJO_01475
OG0000717	BBLLADNB_02196	BFLDHLJO_01471
OG0000720	BBLLADNB_01471	BFLDHLJO_03709
OG0000721	BBLLADNB_01472	BFLDHLJO_03708
OG0000722	BBLLADNB_01473	BFLDHLJO_03707
OG0000723	BBLLADNB_01474	BFLDHLJO_03706
OG0000724	BBLLADNB_01475	BFLDHLJO_03705
OG0000725	BBLLADNB_01476	BFLDHLJO_03704
OG0000726	BBLLADNB_03322	BFLDHLJO_03701
OG0000727	BBLLADNB_03323	BFLDHLJO_02989
OG0000728	BBLLADNB_03324	BFLDHLJO_02988
OG0000729	BBLLADNB_03325	BFLDHLJO_02987
OG0000730	BBLLADNB_03326	BFLDHLJO_02986
OG0000731	BBLLADNB_03327	BFLDHLJO_02985
OG0000732	BBLLADNB_03330	BFLDHLJO_02982
OG0000733	BBLLADNB_03425	BFLDHLJO_02981
OG0000735	BBLLADNB_03570	BFLDHLJO_02296
OG0000736	BBLLADNB_03569	BFLDHLJO_02295
OG0000737	BBLLADNB_03568	BFLDHLJO_02294
OG0000738	BBLLADNB_03566	BFLDHLJO_02292
OG0000739	BBLLADNB_03193	BFLDHLJO_02291
OG0000740	BBLLADNB_01650	BFLDHLJO_02965
OG0000741	BBLLADNB_01649	BFLDHLJO_02964
OG0000742	BBLLADNB_01976	BFLDHLJO_04086
OG0000743	BBLLADNB_02781	BFLDHLJO_00265
OG0000744	BBLLADNB_02782	BFLDHLJO_00264
OG0000745	BBLLADNB_02783	BFLDHLJO_00263
OG0000746	BBLLADNB_02784	BFLDHLJO_00262
OG0000747	BBLLADNB_02785	BFLDHLJO_00261
OG0000748	BBLLADNB_02786	BFLDHLJO_00260
OG0000749	BBLLADNB_02788	BFLDHLJO_00258
OG0000751	BBLLADNB_00419	BFLDHLJO_03138
OG0000752	BBLLADNB_02155	BFLDHLJO_01413
OG0000753	BBLLADNB_01406	BFLDHLJO_03965
OG0000754	BBLLADNB_00806	BFLDHLJO_03304
OG0000755	BBLLADNB_03145	BFLDHLJO_03303
OG0000756	BBLLADNB_03146	BFLDHLJO_03302
OG0000757	BBLLADNB_01982	BFLDHLJO_04092
OG0000758	BBLLADNB_01794	BFLDHLJO_03237
OG0000759	BBLLADNB_01793	BFLDHLJO_03236
OG0000760	BBLLADNB_01792	BFLDHLJO_03235
OG0000761	BBLLADNB_00925	BFLDHLJO_00091
OG0000762	BBLLADNB_00924	BFLDHLJO_00092
OG0000763	BBLLADNB_00923	BFLDHLJO_00093
OG0000764	BBLLADNB_01973	BFLDHLJO_04084
OG0000765	BBLLADNB_01972	BFLDHLJO_04083
OG0000766	BBLLADNB_01971	BFLDHLJO_04082
OG0000767	BBLLADNB_01970	BFLDHLJO_04081
OG0000768	BBLLADNB_02779	BFLDHLJO_04080
OG0000769	BBLLADNB_02778	BFLDHLJO_04079
OG0000770	BBLLADNB_02777	BFLDHLJO_04078
OG0000771	BBLLADNB_01352	BFLDHLJO_04073
OG0000772	BBLLADNB_01353	BFLDHLJO_04072
OG0000773	BBLLADNB_00872	BFLDHLJO_01819
OG0000774	BBLLADNB_00873	BFLDHLJO_01820
OG0000775	BBLLADNB_00859	BFLDHLJO_03345
OG0000776	BBLLADNB_00858	BFLDHLJO_03346
OG0000777	BBLLADNB_00875	BFLDHLJO_01822
OG0000778	BBLLADNB_00876	BFLDHLJO_01823
OG0000779	BBLLADNB_00877	BFLDHLJO_01824
OG0000780	BBLLADNB_00878	BFLDHLJO_01825
OG0000781	BBLLADNB_01466	BFLDHLJO_03714
OG0000782	BBLLADNB_01467	BFLDHLJO_03713
OG0000783	BBLLADNB_01469	BFLDHLJO_03711
OG0000784	BBLLADNB_01470	BFLDHLJO_03710
OG0000786	BBLLADNB_00301	BFLDHLJO_03412
OG0000787	BBLLADNB_02432	BFLDHLJO_04104
OG0000788	BBLLADNB_01623	BFLDHLJO_03481
OG0000789	BBLLADNB_01862	BFLDHLJO_02310
OG0000790	BBLLADNB_03096	BFLDHLJO_02576
OG0000791	BBLLADNB_03097	BFLDHLJO_02577
OG0000792	BBLLADNB_01857	BFLDHLJO_02315
OG0000793	BBLLADNB_01433	BFLDHLJO_00053
OG0000795	BBLLADNB_00126	BFLDHLJO_01308
OG0000798	BBLLADNB_02968	BFLDHLJO_00338
OG0000799	BBLLADNB_02970	BFLDHLJO_00340
OG0000800	BBLLADNB_02971	BFLDHLJO_00341
OG0000801	BBLLADNB_02972	BFLDHLJO_00342
OG0000802	BBLLADNB_00001	BFLDHLJO_01250
OG0000803	BBLLADNB_00002	BFLDHLJO_01249
OG0000804	BBLLADNB_00003	BFLDHLJO_01248
OG0000805	BBLLADNB_00004	BFLDHLJO_01247
OG0000806	BBLLADNB_00005	BFLDHLJO_01246
OG0000807	BBLLADNB_00006	BFLDHLJO_01245
OG0000808	BBLLADNB_00007	BFLDHLJO_01244
OG0000809	BBLLADNB_00008	BFLDHLJO_01243
OG0000810	BBLLADNB_03723	BFLDHLJO_02280
OG0000811	BBLLADNB_03722	BFLDHLJO_02281
OG0000812	BBLLADNB_03201	BFLDHLJO_02283
OG0000813	BBLLADNB_03200	BFLDHLJO_02284
OG0000814	BBLLADNB_01432	BFLDHLJO_00052
OG0000815	BBLLADNB_02728	BFLDHLJO_00921
OG0000816	BBLLADNB_02725	BFLDHLJO_00919
OG0000817	BBLLADNB_02723	BFLDHLJO_00917
OG0000818	BBLLADNB_02973	BFLDHLJO_03567
OG0000819	BBLLADNB_02974	BFLDHLJO_03568
OG0000820	BBLLADNB_02975	BFLDHLJO_03569
OG0000821	BBLLADNB_02977	BFLDHLJO_03571
OG0000822	BBLLADNB_02978	BFLDHLJO_03572
OG0000823	BBLLADNB_02108	BFLDHLJO_03573
OG0000824	BBLLADNB_02106	BFLDHLJO_03575
OG0000825	BBLLADNB_02105	BFLDHLJO_02115
OG0000826	BBLLADNB_02104	BFLDHLJO_02116
OG0000827	BBLLADNB_02103	BFLDHLJO_02117
OG0000828	BBLLADNB_02643	BFLDHLJO_00626
OG0000829	BBLLADNB_01212	BFLDHLJO_00620
OG0000830	BBLLADNB_01211	BFLDHLJO_00619
OG0000831	BBLLADNB_00022	BFLDHLJO_02186
OG0000832	BBLLADNB_01330	BFLDHLJO_01463
OG0000833	BBLLADNB_00214	BFLDHLJO_02187
OG0000838	BBLLADNB_01865	BFLDHLJO_02305
OG0000839	BBLLADNB_01403	BFLDHLJO_03461
OG0000840	BBLLADNB_01716	BFLDHLJO_02782
OG0000841	BBLLADNB_01714	BFLDHLJO_02783
OG0000842	BBLLADNB_03046	BFLDHLJO_02784
OG0000843	BBLLADNB_01009	BFLDHLJO_00284
OG0000844	BBLLADNB_03836	BFLDHLJO_04151
OG0000845	BBLLADNB_00520	BFLDHLJO_00406
OG0000846	BBLLADNB_00522	BFLDHLJO_00404
OG0000847	BBLLADNB_03628	BFLDHLJO_00595
OG0000848	BBLLADNB_02499	BFLDHLJO_03943
OG0000849	BBLLADNB_02500	BFLDHLJO_03942
OG0000850	BBLLADNB_02503	BFLDHLJO_03940
OG0000851	BBLLADNB_02507	BFLDHLJO_03937
OG0000852	BBLLADNB_03370	BFLDHLJO_00016
OG0000853	BBLLADNB_00698	BFLDHLJO_02419
OG0000854	BBLLADNB_03337	BFLDHLJO_01386
OG0000855	BBLLADNB_03333	BFLDHLJO_01382
OG0000857	BBLLADNB_02585	BFLDHLJO_01683
OG0000858	BBLLADNB_01597	BFLDHLJO_02475
OG0000859	BBLLADNB_01598	BFLDHLJO_02476
OG0000860	BBLLADNB_01600	BFLDHLJO_02478
OG0000861	BBLLADNB_01601	BFLDHLJO_02479
OG0000862	BBLLADNB_01602	BFLDHLJO_02480
OG0000863	BBLLADNB_01603	BFLDHLJO_02481
OG0000864	BBLLADNB_01604	BFLDHLJO_02482
OG0000865	BBLLADNB_01605	BFLDHLJO_02483
OG0000866	BBLLADNB_01606	BFLDHLJO_02484
OG0000867	BBLLADNB_01607	BFLDHLJO_02485
OG0000868	BBLLADNB_01608	BFLDHLJO_02486
OG0000869	BBLLADNB_01609	BFLDHLJO_02487
OG0000870	BBLLADNB_02513	BFLDHLJO_02490
OG0000871	BBLLADNB_02515	BFLDHLJO_02492
OG0000872	BBLLADNB_02517	BFLDHLJO_02494
OG0000873	BBLLADNB_02522	BFLDHLJO_02500
OG0000874	BBLLADNB_02523	BFLDHLJO_02501
OG0000875	BBLLADNB_02524	BFLDHLJO_02502
OG0000876	BBLLADNB_02902	BFLDHLJO_02503
OG0000877	BBLLADNB_02901	BFLDHLJO_02504
OG0000878	BBLLADNB_02900	BFLDHLJO_02505
OG0000879	BBLLADNB_02897	BFLDHLJO_02508
OG0000880	BBLLADNB_01032	BFLDHLJO_00446
OG0000881	BBLLADNB_03058	BFLDHLJO_01606
OG0000882	BBLLADNB_01561	BFLDHLJO_02623
OG0000883	BBLLADNB_01855	BFLDHLJO_02317
OG0000884	BBLLADNB_02466	BFLDHLJO_01653
OG0000885	BBLLADNB_02467	BFLDHLJO_01654
OG0000886	BBLLADNB_02468	BFLDHLJO_01655
OG0000887	BBLLADNB_02469	BFLDHLJO_01656
OG0000888	BBLLADNB_02747	BFLDHLJO_01663
OG0000889	BBLLADNB_02746	BFLDHLJO_01664
OG0000890	BBLLADNB_02738	BFLDHLJO_00511
OG0000891	BBLLADNB_02739	BFLDHLJO_00510
OG0000892	BBLLADNB_02740	BFLDHLJO_00509
OG0000893	BBLLADNB_02742	BFLDHLJO_00508
OG0000894	BBLLADNB_00111	BFLDHLJO_00945
OG0000895	BBLLADNB_00110	BFLDHLJO_00946
OG0000896	BBLLADNB_00109	BFLDHLJO_00947
OG0000897	BBLLADNB_00654	BFLDHLJO_02914
OG0000898	BBLLADNB_01214	BFLDHLJO_00887
OG0000899	BBLLADNB_02093	BFLDHLJO_00888
OG0000900	BBLLADNB_02776	BFLDHLJO_04077
OG0000901	BBLLADNB_03033	BFLDHLJO_02542
OG0000902	BBLLADNB_03763	BFLDHLJO_02973
OG0000903	BBLLADNB_01116	BFLDHLJO_03000
OG0000905	BBLLADNB_03762	BFLDHLJO_02972
OG0000906	BBLLADNB_03300	BFLDHLJO_02712
OG0000907	BBLLADNB_01836	BFLDHLJO_02713
OG0000910	BBLLADNB_01384	BFLDHLJO_00781
OG0000911	BBLLADNB_01383	BFLDHLJO_00782
OG0000912	BBLLADNB_01382	BFLDHLJO_00783
OG0000913	BBLLADNB_01380	BFLDHLJO_00785
OG0000914	BBLLADNB_01377	BFLDHLJO_00788
OG0000915	BBLLADNB_01376	BFLDHLJO_00789
OG0000916	BBLLADNB_01375	BFLDHLJO_00790
OG0000917	BBLLADNB_01374	BFLDHLJO_00791
OG0000918	BBLLADNB_01373	BFLDHLJO_00637
OG0000919	BBLLADNB_01372	BFLDHLJO_00638
OG0000920	BBLLADNB_01322	BFLDHLJO_01459
OG0000921	BBLLADNB_01321	BFLDHLJO_01458
OG0000924	BBLLADNB_01969	BFLDHLJO_02404
OG0000925	BBLLADNB_01885	BFLDHLJO_03559
OG0000926	BBLLADNB_01077	BFLDHLJO_01095
OG0000927	BBLLADNB_01078	BFLDHLJO_01096
OG0000928	BBLLADNB_01079	BFLDHLJO_01097
OG0000929	BBLLADNB_01081	BFLDHLJO_01098
OG0000930	BBLLADNB_01082	BFLDHLJO_01099
OG0000931	BBLLADNB_01083	BFLDHLJO_01100
OG0000932	BBLLADNB_01084	BFLDHLJO_01101
OG0000933	BBLLADNB_01085	BFLDHLJO_01102
OG0000934	BBLLADNB_01086	BFLDHLJO_01103
OG0000935	BBLLADNB_01088	BFLDHLJO_01105
OG0000936	BBLLADNB_01089	BFLDHLJO_01106
OG0000937	BBLLADNB_01090	BFLDHLJO_01107
OG0000938	BBLLADNB_01091	BFLDHLJO_01108
OG0000939	BBLLADNB_01092	BFLDHLJO_01109
OG0000940	BBLLADNB_01093	BFLDHLJO_01110
OG0000941	BBLLADNB_01094	BFLDHLJO_01111
OG0000942	BBLLADNB_01759	BFLDHLJO_01525
OG0000943	BBLLADNB_01758	BFLDHLJO_01526
OG0000944	BBLLADNB_01757	BFLDHLJO_01527
OG0000945	BBLLADNB_01756	BFLDHLJO_01528
OG0000946	BBLLADNB_01755	BFLDHLJO_01529
OG0000947	BBLLADNB_01754	BFLDHLJO_01530
OG0000948	BBLLADNB_01753	BFLDHLJO_01531
OG0000949	BBLLADNB_01752	BFLDHLJO_01532
OG0000950	BBLLADNB_01751	BFLDHLJO_01533
OG0000951	BBLLADNB_03154	BFLDHLJO_01534
OG0000952	BBLLADNB_02388	BFLDHLJO_01540
OG0000953	BBLLADNB_02382	BFLDHLJO_01546
OG0000954	BBLLADNB_02381	BFLDHLJO_01547
OG0000955	BBLLADNB_03110	BFLDHLJO_01554
OG0000956	BBLLADNB_03787	BFLDHLJO_00245
OG0000957	BBLLADNB_03764	BFLDHLJO_02974
OG0000958	BBLLADNB_00602	BFLDHLJO_03751
OG0000959	BBLLADNB_00937	BFLDHLJO_00078
OG0000960	BBLLADNB_03676	BFLDHLJO_01900
OG0000961	BBLLADNB_00064	BFLDHLJO_01202
OG0000962	BBLLADNB_00063	BFLDHLJO_01203
OG0000963	BBLLADNB_00062	BFLDHLJO_01204
OG0000964	BBLLADNB_00061	BFLDHLJO_01205
OG0000965	BBLLADNB_01018	BFLDHLJO_00296
OG0000966	BBLLADNB_01020	BFLDHLJO_00298
OG0000967	BBLLADNB_01021	BFLDHLJO_00299
OG0000969	BBLLADNB_01025	BFLDHLJO_00301
OG0000970	BBLLADNB_03489	BFLDHLJO_00304
OG0000971	BBLLADNB_03487	BFLDHLJO_00305
OG0000972	BBLLADNB_00717	BFLDHLJO_01431
OG0000973	BBLLADNB_00718	BFLDHLJO_01432
OG0000974	BBLLADNB_00719	BFLDHLJO_01433
OG0000975	BBLLADNB_00720	BFLDHLJO_01434
OG0000976	BBLLADNB_00722	BFLDHLJO_01436
OG0000977	BBLLADNB_00723	BFLDHLJO_01437
OG0000978	BBLLADNB_00724	BFLDHLJO_01438
OG0000979	BBLLADNB_00725	BFLDHLJO_01439
OG0000980	BBLLADNB_00726	BFLDHLJO_01440
OG0000981	BBLLADNB_00727	BFLDHLJO_01441
