Orthogroup	spades-bin.32	GCA_000310125.2
OG0000283	BBLLADNB_01567	lcl|AMXB01000009.1_prot_ENO81774.1_1265, lcl|AMXB01000030.1_prot_ENO77561.1_3062, lcl|AMXB01000001.1_prot_ENO83245.1_118
OG0000284	BBLLADNB_03089, BBLLADNB_03749	lcl|AMXB01000002.1_prot_ENO83035.1_295
OG0000285	BBLLADNB_03750, BBLLADNB_03653	lcl|AMXB01000002.1_prot_ENO83034.1_294
OG0000286	BBLLADNB_00764	lcl|AMXB01000051.1_prot_ENO75553.1_3862
OG0000290	BBLLADNB_02158, BBLLADNB_00998	lcl|AMXB01000003.1_prot_ENO82855.1_497
OG0000292	BBLLADNB_01057, BBLLADNB_03823	lcl|AMXB01000037.1_prot_ENO76691.1_3430
OG0000293	BBLLADNB_01812	lcl|AMXB01000063.1_prot_ENO75025.1_4064, lcl|AMXB01000110.1_prot_ENO74350.1_4277, lcl|AMXB01000017.1_prot_ENO80829.1_2226, lcl|AMXB01000089.1_prot_ENO74472.1_4248, lcl|AMXB01000022.1_prot_ENO79634.1_2571
OG0000295	BBLLADNB_03476	lcl|AMXB01000053.1_prot_ENO75482.1_3924, lcl|AMXB01000019.1_prot_ENO80630.1_2348, lcl|AMXB01000004.1_prot_ENO82701.1_660, lcl|AMXB01000025.1_prot_ENO78722.1_2747
OG0000296	BBLLADNB_01908	lcl|AMXB01000051.1_prot_ENO75569.1_3878
OG0000298	BBLLADNB_01544, BBLLADNB_00827	lcl|AMXB01000006.1_prot_ENO82235.1_839
OG0000299	BBLLADNB_01543, BBLLADNB_00826	lcl|AMXB01000006.1_prot_ENO82234.1_838
OG0000300	BBLLADNB_03879, BBLLADNB_02605	lcl|AMXB01000011.1_prot_ENO81479.1_1535
OG0000301	BBLLADNB_02368	lcl|AMXB01000009.1_prot_ENO81793.1_1284
OG0000303	BBLLADNB_01106, BBLLADNB_00902, BBLLADNB_02177	lcl|AMXB01000072.1_prot_ENO74749.1_4177, lcl|AMXB01000028.1_prot_ENO77990.1_2938
OG0000311	BBLLADNB_01667	lcl|AMXB01000020.1_prot_ENO80545.1_2427
OG0000312	BBLLADNB_01659	lcl|AMXB01000020.1_prot_ENO80550.1_2432
OG0000313	BBLLADNB_02137, BBLLADNB_03848	lcl|AMXB01000008.1_prot_ENO81939.1_1167
OG0000314	BBLLADNB_02144	lcl|AMXB01000008.1_prot_ENO81948.1_1176
OG0000316	BBLLADNB_03772, BBLLADNB_03263	lcl|AMXB01000075.1_prot_ENO74655.1_4207
OG0000317	BBLLADNB_03262, BBLLADNB_03773	lcl|AMXB01000018.1_prot_ENO80696.1_2254
OG0000318	BBLLADNB_00430	lcl|AMXB01000017.1_prot_ENO80795.1_2192
OG0000319	BBLLADNB_01225	lcl|AMXB01000010.1_prot_ENO81620.1_1388
OG0000321	BBLLADNB_00610	lcl|AMXB01000008.1_prot_ENO81887.1_1115
OG0000322	BBLLADNB_00612	lcl|AMXB01000008.1_prot_ENO81889.1_1117
OG0000323	BBLLADNB_02561	lcl|AMXB01000003.1_prot_ENO82806.1_448
OG0000324	BBLLADNB_02558, BBLLADNB_02011	lcl|AMXB01000003.1_prot_ENO82803.1_445
OG0000326	BBLLADNB_03838	lcl|AMXB01000009.1_prot_ENO81825.1_1316, lcl|AMXB01000064.1_prot_ENO74982.1_4073
OG0000327	BBLLADNB_02127	lcl|AMXB01000003.1_prot_ENO82744.1_386
OG0000328	BBLLADNB_02124	lcl|AMXB01000003.1_prot_ENO82747.1_389
OG0000329	BBLLADNB_00069	lcl|AMXB01000004.1_prot_ENO82603.1_562
OG0000330	BBLLADNB_02798	lcl|AMXB01000004.1_prot_ENO82635.1_594
OG0000331	BBLLADNB_02799	lcl|AMXB01000004.1_prot_ENO82636.1_595
OG0000332	BBLLADNB_01012	lcl|AMXB01000001.1_prot_ENO83163.1_36, lcl|AMXB01000004.1_prot_ENO82645.1_604
OG0000333	BBLLADNB_03640	lcl|AMXB01000008.1_prot_ENO81895.1_1123
OG0000334	BBLLADNB_03641	lcl|AMXB01000008.1_prot_ENO81896.1_1124
OG0000335	BBLLADNB_00818	lcl|AMXB01000034.1_prot_ENO77065.1_3300
OG0000336	BBLLADNB_02724	lcl|AMXB01000062.1_prot_ENO75066.1_4047
OG0000337	BBLLADNB_03238	lcl|AMXB01000002.1_prot_ENO83087.1_347
OG0000338	BBLLADNB_00052	lcl|AMXB01000009.1_prot_ENO81813.1_1304, lcl|AMXB01000012.1_prot_ENO81332.1_1635
OG0000339	BBLLADNB_01296	lcl|AMXB01000009.1_prot_ENO81831.1_1322
OG0000340	BBLLADNB_01295	lcl|AMXB01000009.1_prot_ENO81834.1_1325
OG0000341	BBLLADNB_03912	lcl|AMXB01000017.1_prot_ENO80755.1_2152, lcl|AMXB01000014.1_prot_ENO81106.1_1870
OG0000343	BBLLADNB_03424	lcl|AMXB01000012.1_prot_ENO81347.1_1650, lcl|AMXB01000003.1_prot_ENO82788.1_430
OG0000344	BBLLADNB_03552	lcl|AMXB01000031.1_prot_ENO77382.1_3116
OG0000345	BBLLADNB_02787	lcl|AMXB01000054.1_prot_ENO75434.1_3951
OG0000346	BBLLADNB_02154	lcl|AMXB01000020.1_prot_ENO80528.1_2410, lcl|AMXB01000019.1_prot_ENO80639.1_2357
OG0000347	BBLLADNB_00929	lcl|AMXB01000006.1_prot_ENO82341.1_945, lcl|AMXB01000003.1_prot_ENO82844.1_486
OG0000348	BBLLADNB_02161	lcl|AMXB01000035.1_prot_ENO76919.1_3329
OG0000349	BBLLADNB_01354	lcl|AMXB01000004.1_prot_ENO82665.1_624
OG0000351	BBLLADNB_01465	lcl|AMXB01000008.1_prot_ENO81965.1_1193
OG0000353	BBLLADNB_00864	lcl|AMXB01000076.1_prot_ENO74646.1_4217
OG0000354	BBLLADNB_00866	lcl|AMXB01000074.1_prot_ENO74677.1_4192
OG0000355	BBLLADNB_00867	lcl|AMXB01000012.1_prot_ENO81419.1_1722, lcl|AMXB01000048.1_prot_ENO75758.1_3808
OG0000358	BBLLADNB_02412	lcl|AMXB01000002.1_prot_ENO83062.1_322
OG0000359	BBLLADNB_00385	lcl|AMXB01000015.1_prot_ENO81020.1_1992
OG0000360	BBLLADNB_00562	lcl|AMXB01000003.1_prot_ENO82764.1_406
OG0000361	BBLLADNB_03673	lcl|AMXB01000002.1_prot_ENO82935.1_195
OG0000362	BBLLADNB_03674	lcl|AMXB01000002.1_prot_ENO82934.1_194
OG0000363	BBLLADNB_03675	lcl|AMXB01000002.1_prot_ENO82933.1_193
OG0000364	BBLLADNB_03724	lcl|AMXB01000002.1_prot_ENO82932.1_192
OG0000365	BBLLADNB_02976	lcl|AMXB01000009.1_prot_ENO81784.1_1275, lcl|AMXB01000005.1_prot_ENO82453.1_748
OG0000366	BBLLADNB_02107, BBLLADNB_02000	lcl|AMXB01000005.1_prot_ENO82449.1_744
OG0000367	BBLLADNB_02642	lcl|AMXB01000039.1_prot_ENO76463.1_3539
OG0000368	BBLLADNB_02640	lcl|AMXB01000058.1_prot_ENO75231.1_4002
OG0000369	BBLLADNB_02639	lcl|AMXB01000035.1_prot_ENO76952.1_3362, lcl|AMXB01000039.1_prot_ENO76464.1_3540
OG0000370	BBLLADNB_00021	lcl|AMXB01000015.1_prot_ENO81002.1_1974, lcl|AMXB01000036.1_prot_ENO76795.1_3366
OG0000372	BBLLADNB_00754, BBLLADNB_00239	lcl|AMXB01000004.1_prot_ENO82592.1_551
OG0000373	BBLLADNB_01866, BBLLADNB_03301	lcl|AMXB01000039.1_prot_ENO76451.1_3527
OG0000374	BBLLADNB_03845	lcl|AMXB01000001.1_prot_ENO83268.1_141
OG0000375	BBLLADNB_02502	lcl|AMXB01000005.1_prot_ENO82477.1_772, lcl|AMXB01000012.1_prot_ENO81412.1_1715
OG0000376	BBLLADNB_00693	lcl|AMXB01000001.1_prot_ENO83214.1_87
OG0000377	BBLLADNB_00694	lcl|AMXB01000001.1_prot_ENO83215.1_88
OG0000378	BBLLADNB_00695	lcl|AMXB01000001.1_prot_ENO83216.1_89
OG0000379	BBLLADNB_00697	lcl|AMXB01000001.1_prot_ENO83218.1_91
OG0000380	BBLLADNB_02511	lcl|AMXB01000021.1_prot_ENO80042.1_2488
OG0000381	BBLLADNB_02518	lcl|AMXB01000021.1_prot_ENO80033.1_2479
OG0000382	BBLLADNB_02520	lcl|AMXB01000021.1_prot_ENO80031.1_2477
OG0000383	BBLLADNB_02521	lcl|AMXB01000021.1_prot_ENO80030.1_2476
OG0000384	BBLLADNB_02896	lcl|AMXB01000021.1_prot_ENO80021.1_2467
OG0000385	BBLLADNB_02032	lcl|AMXB01000021.1_prot_ENO80016.1_2462
OG0000386	BBLLADNB_02748	lcl|AMXB01000007.1_prot_ENO82149.1_1068, lcl|AMXB01000028.1_prot_ENO78036.1_2984
OG0000387	BBLLADNB_02947	lcl|AMXB01000002.1_prot_ENO83079.1_339
OG0000388	BBLLADNB_02768	lcl|AMXB01000007.1_prot_ENO82185.1_1104
OG0000389	BBLLADNB_02769	lcl|AMXB01000021.1_prot_ENO80071.1_2517
OG0000390	BBLLADNB_01617	lcl|AMXB01000011.1_prot_ENO81466.1_1522
OG0000391	BBLLADNB_00302	lcl|AMXB01000077.1_prot_ENO74626.1_4221
OG0000392	BBLLADNB_01479	lcl|AMXB01000001.1_prot_ENO83209.1_82
OG0000395	BBLLADNB_03371	lcl|AMXB01000029.1_prot_ENO77760.1_3017
OG0000396	BBLLADNB_03646	lcl|AMXB01000022.1_prot_ENO79631.1_2568
OG0000397	BBLLADNB_02767	lcl|AMXB01000017.1_prot_ENO80799.1_2196
OG0000398	BBLLADNB_02463	lcl|AMXB01000001.1_prot_ENO83169.1_42
OG0000399	BBLLADNB_02644	lcl|AMXB01000024.1_prot_ENO79014.1_2698, lcl|AMXB01000016.1_prot_ENO80857.1_2050
OG0000400	BBLLADNB_03470	lcl|AMXB01000022.1_prot_ENO79620.1_2557
OG0000402	BBLLADNB_03468	lcl|AMXB01000015.1_prot_ENO81008.1_1980
OG0000403	BBLLADNB_03467	lcl|AMXB01000022.1_prot_ENO79619.1_2556
OG0000405	BBLLADNB_01087, BBLLADNB_03189	lcl|AMXB01000022.1_prot_ENO79608.1_2545
OG0000406	BBLLADNB_03157	lcl|AMXB01000030.1_prot_ENO77592.1_3093, lcl|AMXB01000022.1_prot_ENO79589.1_2526
OG0000407	BBLLADNB_02389	lcl|AMXB01000022.1_prot_ENO79588.1_2525, lcl|AMXB01000030.1_prot_ENO77595.1_3096
OG0000408	BBLLADNB_02384	lcl|AMXB01000011.1_prot_ENO81561.1_1617
OG0000409	BBLLADNB_02383	lcl|AMXB01000011.1_prot_ENO81560.1_1616
OG0000410	BBLLADNB_03116	lcl|AMXB01000011.1_prot_ENO81559.1_1615
OG0000411	BBLLADNB_03114	lcl|AMXB01000011.1_prot_ENO81558.1_1614
OG0000412	BBLLADNB_03113	lcl|AMXB01000011.1_prot_ENO81557.1_1613
OG0000413	BBLLADNB_03112	lcl|AMXB01000011.1_prot_ENO81556.1_1612
OG0000414	BBLLADNB_03109	lcl|AMXB01000034.1_prot_ENO77042.1_3277
OG0000416	BBLLADNB_03609, BBLLADNB_02451	lcl|AMXB01000033.1_prot_ENO77208.1_3259
OG0000417	BBLLADNB_03073	lcl|AMXB01000039.1_prot_ENO76468.1_3544
OG0000418	BBLLADNB_01026	lcl|AMXB01000022.1_prot_ENO79624.1_2561
OG0000419	BBLLADNB_00588, BBLLADNB_03486	lcl|AMXB01000032.1_prot_ENO77281.1_3215
OG0000420	BBLLADNB_00721	lcl|AMXB01000004.1_prot_ENO82610.1_569
OG0000421	BBLLADNB_00734	lcl|AMXB01000004.1_prot_ENO82623.1_582
OG0000422	BBLLADNB_01710, BBLLADNB_00479	lcl|AMXB01000011.1_prot_ENO81438.1_1494
OG0000423	BBLLADNB_02129	lcl|AMXB01000003.1_prot_ENO82753.1_395, lcl|AMXB01000001.1_prot_ENO83229.1_102
OG0000424	BBLLADNB_02763	lcl|AMXB01000011.1_prot_ENO81499.1_1555
OG0000425	BBLLADNB_02634	lcl|AMXB01000052.1_prot_ENO75511.1_3902
OG0000427	BBLLADNB_03730	lcl|AMXB01000013.1_prot_ENO81289.1_1827
OG0000428	BBLLADNB_03731	lcl|AMXB01000013.1_prot_ENO81290.1_1828
OG0000429	BBLLADNB_03732	lcl|AMXB01000013.1_prot_ENO81291.1_1829
OG0000430	BBLLADNB_02908	lcl|AMXB01000068.1_prot_ENO74855.1_4121
OG0000431	BBLLADNB_00854	lcl|AMXB01000068.1_prot_ENO74864.1_4130
OG0000432	BBLLADNB_00849, BBLLADNB_02009	lcl|AMXB01000078.1_prot_ENO74603.1_4223
OG0000433	BBLLADNB_02012	lcl|AMXB01000035.1_prot_ENO76923.1_3333
OG0000434	BBLLADNB_02531	lcl|AMXB01000027.1_prot_ENO78234.1_2870
OG0000435	BBLLADNB_00095	lcl|AMXB01000035.1_prot_ENO76927.1_3337, lcl|AMXB01000024.1_prot_ENO78995.1_2679
OG0000436	BBLLADNB_00080	lcl|AMXB01000032.1_prot_ENO77257.1_3191, lcl|AMXB01000026.1_prot_ENO78497.1_2840
OG0000437	BBLLADNB_01784, BBLLADNB_00079	lcl|AMXB01000032.1_prot_ENO77256.1_3190
OG0000438	BBLLADNB_00078, BBLLADNB_01783	lcl|AMXB01000032.1_prot_ENO77255.1_3189
OG0000439	BBLLADNB_03737	lcl|AMXB01000008.1_prot_ENO82001.1_1229, lcl|AMXB01000025.1_prot_ENO78747.1_2772, lcl|AMXB01000004.1_prot_ENO82674.1_633
OG0000440	BBLLADNB_02803	lcl|AMXB01000039.1_prot_ENO76456.1_3532
OG0000441	BBLLADNB_01232	lcl|AMXB01000001.1_prot_ENO83183.1_56
OG0000442	BBLLADNB_02882	lcl|AMXB01000015.1_prot_ENO81029.1_2001, lcl|AMXB01000001.1_prot_ENO83177.1_50
OG0000443	BBLLADNB_00660	lcl|AMXB01000005.1_prot_ENO82399.1_694
OG0000445	BBLLADNB_01437	lcl|AMXB01000010.1_prot_ENO81673.1_1441
OG0000446	BBLLADNB_02773	lcl|AMXB01000065.1_prot_ENO74956.1_4093
OG0000447	BBLLADNB_02950	lcl|AMXB01000010.1_prot_ENO81657.1_1425
OG0000448	BBLLADNB_00104	lcl|AMXB01000006.1_prot_ENO82221.1_825
OG0000449	BBLLADNB_03567	lcl|AMXB01000029.1_prot_ENO77778.1_3035
OG0000450	BBLLADNB_03298	lcl|AMXB01000007.1_prot_ENO82107.1_1026
OG0000452	BBLLADNB_03244	lcl|AMXB01000001.1_prot_ENO83205.1_78
OG0000453	BBLLADNB_01119	lcl|AMXB01000001.1_prot_ENO83204.1_77
OG0000454	BBLLADNB_01120	lcl|AMXB01000001.1_prot_ENO83203.1_76
OG0000455	BBLLADNB_03241	lcl|AMXB01000001.1_prot_ENO83201.1_74
OG0000456	BBLLADNB_01439	lcl|AMXB01000007.1_prot_ENO82110.1_1029
OG0000458	BBLLADNB_03535	lcl|AMXB01000039.1_prot_ENO76454.1_3530
OG0000459	BBLLADNB_00425	lcl|AMXB01000002.1_prot_ENO82990.1_250
OG0000460	BBLLADNB_00189	lcl|AMXB01000049.1_prot_ENO75671.1_3810, lcl|AMXB01000014.1_prot_ENO81165.1_1929
OG0000461	BBLLADNB_02682	lcl|AMXB01000008.1_prot_ENO81995.1_1223, lcl|AMXB01000002.1_prot_ENO83001.1_261
OG0000463	BBLLADNB_01789	lcl|AMXB01000011.1_prot_ENO81472.1_1528
OG0000464	BBLLADNB_01113	lcl|AMXB01000011.1_prot_ENO81530.1_1586
OG0000465	BBLLADNB_00402	lcl|AMXB01000012.1_prot_ENO81326.1_1629, lcl|AMXB01000018.1_prot_ENO80678.1_2236
OG0000466	BBLLADNB_00881	lcl|AMXB01000015.1_prot_ENO81031.1_2003, lcl|AMXB01000018.1_prot_ENO80706.1_2264
OG0000467	BBLLADNB_03131	lcl|AMXB01000008.1_prot_ENO81968.1_1196
OG0000468	BBLLADNB_03133	lcl|AMXB01000008.1_prot_ENO81969.1_1197, lcl|AMXB01000011.1_prot_ENO81459.1_1515
OG0000469	BBLLADNB_02791	lcl|AMXB01000017.1_prot_ENO80765.1_2162
OG0000470	BBLLADNB_03559	lcl|AMXB01000031.1_prot_ENO77379.1_3113
OG0000471	BBLLADNB_02244	lcl|AMXB01000003.1_prot_ENO82787.1_429
OG0000472	BBLLADNB_02813	lcl|AMXB01000003.1_prot_ENO82773.1_415
OG0000473	BBLLADNB_01938	lcl|AMXB01000051.1_prot_ENO75552.1_3861
OG0000474	BBLLADNB_02693	lcl|AMXB01000022.1_prot_ENO79629.1_2566
OG0000475	BBLLADNB_02944, BBLLADNB_02534	lcl|AMXB01000016.1_prot_ENO80908.1_2101
OG0000476	BBLLADNB_00716	lcl|AMXB01000013.1_prot_ENO81188.1_1726
OG0000477	BBLLADNB_00089	lcl|AMXB01000035.1_prot_ENO76940.1_3350
OG0000478	BBLLADNB_00090	lcl|AMXB01000035.1_prot_ENO76939.1_3349
OG0000479	BBLLADNB_03034	lcl|AMXB01000007.1_prot_ENO82159.1_1078
OG0000480	BBLLADNB_02551	lcl|AMXB01000058.1_prot_ENO75228.1_3999
OG0000481	BBLLADNB_02552	lcl|AMXB01000058.1_prot_ENO75229.1_4000
OG0000483	BBLLADNB_00690	lcl|AMXB01000040.1_prot_ENO76364.1_3569
OG0000484	BBLLADNB_00691	lcl|AMXB01000040.1_prot_ENO76366.1_3571
OG0000485	BBLLADNB_00692	lcl|AMXB01000040.1_prot_ENO76368.1_3573
OG0000487	BBLLADNB_01320	lcl|AMXB01000003.1_prot_ENO82774.1_416
OG0000488	BBLLADNB_01316	lcl|AMXB01000052.1_prot_ENO75520.1_3911
OG0000489	BBLLADNB_00413	lcl|AMXB01000001.1_prot_ENO83237.1_110
OG0000490	BBLLADNB_03346	lcl|AMXB01000001.1_prot_ENO83236.1_109
OG0000491	BBLLADNB_03345	lcl|AMXB01000001.1_prot_ENO83235.1_108
OG0000492	BBLLADNB_03344	lcl|AMXB01000001.1_prot_ENO83234.1_107
OG0000493	BBLLADNB_03343	lcl|AMXB01000001.1_prot_ENO83233.1_106
OG0000494	BBLLADNB_01775	lcl|AMXB01000010.1_prot_ENO81702.1_1470
OG0000495	BBLLADNB_03208	lcl|AMXB01000065.1_prot_ENO74958.1_4095
OG0000498	BBLLADNB_02867	lcl|AMXB01000014.1_prot_ENO81085.1_1849, lcl|AMXB01000011.1_prot_ENO81538.1_1594
OG0000499	BBLLADNB_03560	lcl|AMXB01000027.1_prot_ENO78269.1_2905
OG0000500	BBLLADNB_03832	lcl|AMXB01000013.1_prot_ENO81272.1_1810
OG0000501	BBLLADNB_01157	lcl|AMXB01000013.1_prot_ENO81280.1_1818, lcl|AMXB01000013.1_prot_ENO81271.1_1809
OG0000502	BBLLADNB_00101	lcl|AMXB01000003.1_prot_ENO82839.1_481, lcl|AMXB01000003.1_prot_ENO82840.1_482
OG0000503	BBLLADNB_03293	lcl|AMXB01000013.1_prot_ENO81239.1_1777
OG0000504	BBLLADNB_03295	lcl|AMXB01000008.1_prot_ENO81947.1_1175
OG0000505	BBLLADNB_03864	lcl|AMXB01000005.1_prot_ENO82379.1_674
OG0000506	BBLLADNB_01306	lcl|AMXB01000011.1_prot_ENO81552.1_1608
OG0000507	BBLLADNB_01311	lcl|AMXB01000011.1_prot_ENO81547.1_1603
OG0000508	BBLLADNB_01312	lcl|AMXB01000011.1_prot_ENO81546.1_1602
OG0000509	BBLLADNB_01313	lcl|AMXB01000011.1_prot_ENO81545.1_1601
OG0000510	BBLLADNB_01314	lcl|AMXB01000011.1_prot_ENO81544.1_1600
OG0000511	BBLLADNB_01216	lcl|AMXB01000012.1_prot_ENO81415.1_1718, lcl|AMXB01000006.1_prot_ENO82215.1_819
OG0000512	BBLLADNB_00582	lcl|AMXB01000013.1_prot_ENO81218.1_1756
OG0000513	BBLLADNB_00581	lcl|AMXB01000013.1_prot_ENO81219.1_1757
OG0000514	BBLLADNB_00580	lcl|AMXB01000013.1_prot_ENO81220.1_1758
OG0000515	BBLLADNB_00579	lcl|AMXB01000013.1_prot_ENO81221.1_1759
OG0000516	BBLLADNB_00578	lcl|AMXB01000013.1_prot_ENO81222.1_1760
OG0000517	BBLLADNB_00575	lcl|AMXB01000013.1_prot_ENO81225.1_1763
OG0000518	BBLLADNB_00574	lcl|AMXB01000013.1_prot_ENO81226.1_1764
OG0000519	BBLLADNB_00573	lcl|AMXB01000013.1_prot_ENO81227.1_1765
OG0000520	BBLLADNB_00572	lcl|AMXB01000013.1_prot_ENO81228.1_1766
OG0000521	BBLLADNB_01926	lcl|AMXB01000034.1_prot_ENO77049.1_3284
OG0000522	BBLLADNB_02256	lcl|AMXB01000010.1_prot_ENO81683.1_1451
OG0000523	BBLLADNB_02255	lcl|AMXB01000010.1_prot_ENO81682.1_1450
OG0000524	BBLLADNB_02254	lcl|AMXB01000010.1_prot_ENO81681.1_1449
OG0000525	BBLLADNB_02253	lcl|AMXB01000010.1_prot_ENO81680.1_1448
OG0000526	BBLLADNB_02252	lcl|AMXB01000010.1_prot_ENO81679.1_1447
OG0000527	BBLLADNB_02251	lcl|AMXB01000010.1_prot_ENO81678.1_1446
OG0000528	BBLLADNB_02250	lcl|AMXB01000010.1_prot_ENO81677.1_1445
OG0000531	BBLLADNB_00493	lcl|AMXB01000029.1_prot_ENO77748.1_3005
OG0000532	BBLLADNB_02493	lcl|AMXB01000025.1_prot_ENO78711.1_2736, lcl|AMXB01000006.1_prot_ENO82340.1_944
OG0000533	BBLLADNB_02494, BBLLADNB_03503	lcl|AMXB01000016.1_prot_ENO80841.1_2034
OG0000534	BBLLADNB_03093	lcl|AMXB01000029.1_prot_ENO77791.1_3048
OG0000535	BBLLADNB_01338	lcl|AMXB01000029.1_prot_ENO77758.1_3015
OG0000536	BBLLADNB_03851	lcl|AMXB01000027.1_prot_ENO78228.1_2864, lcl|AMXB01000020.1_prot_ENO80566.1_2448
OG0000538	BBLLADNB_03894	lcl|AMXB01000027.1_prot_ENO78262.1_2898
OG0000539	BBLLADNB_03800	lcl|AMXB01000048.1_prot_ENO75736.1_3786
OG0000540	BBLLADNB_00030	lcl|AMXB01000002.1_prot_ENO82985.1_245
OG0000541	BBLLADNB_00032	lcl|AMXB01000002.1_prot_ENO82983.1_243
OG0000542	BBLLADNB_00524	lcl|AMXB01000022.1_prot_ENO79646.1_2583
OG0000543	BBLLADNB_00527	lcl|AMXB01000002.1_prot_ENO82966.1_226
OG0000544	BBLLADNB_00530, BBLLADNB_02832	lcl|AMXB01000002.1_prot_ENO82965.1_225
OG0000545	BBLLADNB_00945	lcl|AMXB01000047.1_prot_ENO75812.1_3771, lcl|AMXB01000040.1_prot_ENO76350.1_3555
OG0000546	BBLLADNB_00949	lcl|AMXB01000040.1_prot_ENO76347.1_3552, lcl|AMXB01000065.1_prot_ENO74950.1_4087
OG0000547	BBLLADNB_00950	lcl|AMXB01000040.1_prot_ENO76346.1_3551
OG0000548	BBLLADNB_01646	lcl|AMXB01000010.1_prot_ENO81717.1_1485
OG0000549	BBLLADNB_03695	lcl|AMXB01000010.1_prot_ENO81720.1_1488
OG0000550	BBLLADNB_03694	lcl|AMXB01000010.1_prot_ENO81721.1_1489
OG0000551	BBLLADNB_01873	lcl|AMXB01000010.1_prot_ENO81723.1_1491
OG0000552	BBLLADNB_00738	lcl|AMXB01000004.1_prot_ENO82626.1_585
OG0000553	BBLLADNB_00739	lcl|AMXB01000004.1_prot_ENO82627.1_586
OG0000554	BBLLADNB_03576	lcl|AMXB01000004.1_prot_ENO82628.1_587
OG0000555	BBLLADNB_03575	lcl|AMXB01000004.1_prot_ENO82629.1_588
OG0000556	BBLLADNB_03040	lcl|AMXB01000075.1_prot_ENO74650.1_4202, lcl|AMXB01000087.1_prot_ENO74492.1_4245
OG0000557	BBLLADNB_02635	lcl|AMXB01000052.1_prot_ENO75512.1_3903
OG0000558	BBLLADNB_03683	lcl|AMXB01000017.1_prot_ENO80770.1_2167, lcl|AMXB01000042.1_prot_ENO76227.1_3644
OG0000559	BBLLADNB_03684	lcl|AMXB01000042.1_prot_ENO76226.1_3643, lcl|AMXB01000017.1_prot_ENO80769.1_2166
OG0000560	BBLLADNB_01917	lcl|AMXB01000015.1_prot_ENO81037.1_2009, lcl|AMXB01000015.1_prot_ENO81036.1_2008
OG0000561	BBLLADNB_01141	lcl|AMXB01000011.1_prot_ENO81502.1_1558, lcl|AMXB01000013.1_prot_ENO81248.1_1786
OG0000563	BBLLADNB_01859, BBLLADNB_00401	lcl|AMXB01000026.1_prot_ENO78510.1_2853
OG0000565	BBLLADNB_00508	lcl|AMXB01000001.1_prot_ENO83128.1_1, lcl|AMXB01000007.1_prot_ENO82170.1_1089
OG0000566	BBLLADNB_00509	lcl|AMXB01000001.1_prot_ENO83129.1_2, lcl|AMXB01000007.1_prot_ENO82169.1_1088
OG0000567	BBLLADNB_01729	lcl|AMXB01000034.1_prot_ENO77067.1_3302
OG0000568	BBLLADNB_00257	lcl|AMXB01000002.1_prot_ENO82955.1_215
OG0000569	BBLLADNB_03472	lcl|AMXB01000010.1_prot_ENO81706.1_1474
OG0000570	BBLLADNB_00297	lcl|AMXB01000015.1_prot_ENO81009.1_1981, lcl|AMXB01000002.1_prot_ENO82949.1_209
OG0000571	BBLLADNB_03691	lcl|AMXB01000005.1_prot_ENO82419.1_714
OG0000572	BBLLADNB_01940	lcl|AMXB01000013.1_prot_ENO81279.1_1817, lcl|AMXB01000013.1_prot_ENO81267.1_1805
OG0000573	BBLLADNB_00448	lcl|AMXB01000061.1_prot_ENO75107.1_4035
OG0000574	BBLLADNB_02609	lcl|AMXB01000015.1_prot_ENO81058.1_2030
OG0000575	BBLLADNB_02091	lcl|AMXB01000001.1_prot_ENO83264.1_137
OG0000576	BBLLADNB_01478	lcl|AMXB01000001.1_prot_ENO83210.1_83
OG0000577	BBLLADNB_03122	lcl|AMXB01000064.1_prot_ENO74980.1_4071
OG0000579	BBLLADNB_01147, BBLLADNB_01302	lcl|AMXB01000028.1_prot_ENO78042.1_2990
OG0000581	BBLLADNB_00618	lcl|AMXB01000008.1_prot_ENO81974.1_1202
OG0000582	BBLLADNB_01537, BBLLADNB_00797	lcl|AMXB01000015.1_prot_ENO81035.1_2007
OG0000585	BBLLADNB_02484	lcl|AMXB01000027.1_prot_ENO78274.1_2910
OG0000586	BBLLADNB_01967	lcl|AMXB01000005.1_prot_ENO82480.1_775
OG0000587	BBLLADNB_03479	lcl|AMXB01000053.1_prot_ENO75479.1_3921, lcl|AMXB01000025.1_prot_ENO78719.1_2744, lcl|AMXB01000004.1_prot_ENO82704.1_663
OG0000588	BBLLADNB_03477	lcl|AMXB01000025.1_prot_ENO78721.1_2746, lcl|AMXB01000004.1_prot_ENO82700.1_659, lcl|AMXB01000053.1_prot_ENO75481.1_3923
OG0000589	BBLLADNB_03716	lcl|AMXB01000053.1_prot_ENO75485.1_3927
OG0000592	BBLLADNB_03899	lcl|AMXB01000008.1_prot_ENO81982.1_1210, lcl|AMXB01000014.1_prot_ENO81109.1_1873
OG0000594	BBLLADNB_01344	lcl|AMXB01000019.1_prot_ENO80598.1_2316
OG0000595	BBLLADNB_01953, BBLLADNB_03418	lcl|AMXB01000020.1_prot_ENO80537.1_2419
OG0000597	BBLLADNB_00249	lcl|AMXB01000017.1_prot_ENO80822.1_2219
OG0000603	BBLLADNB_02990	lcl|AMXB01000048.1_prot_ENO75756.1_3806
OG0000604	BBLLADNB_02991	lcl|AMXB01000048.1_prot_ENO75757.1_3807
OG0000605	BBLLADNB_01663	lcl|AMXB01000020.1_prot_ENO80546.1_2428
