Orthogroup	spades-bin.32	Reactor4-bin.4
OG0000491	BBLLADNB_03345	CEKMHFBL_03259
OG0000492	BBLLADNB_03344	CEKMHFBL_03258
OG0000493	BBLLADNB_03343	CEKMHFBL_03257
OG0000494	BBLLADNB_01775	CEKMHFBL_00249
OG0000495	BBLLADNB_03208	CEKMHFBL_00676
OG0000497	BBLLADNB_00935	CEKMHFBL_01083, CEKMHFBL_00138
OG0000498	BBLLADNB_02867	CEKMHFBL_02297
OG0000499	BBLLADNB_03560	CEKMHFBL_01775
OG0000500	BBLLADNB_03832	CEKMHFBL_02107
OG0000501	BBLLADNB_01157	CEKMHFBL_01938
OG0000502	BBLLADNB_00101	CEKMHFBL_03703
OG0000503	BBLLADNB_03293	CEKMHFBL_04108
OG0000504	BBLLADNB_03295	CEKMHFBL_04110
OG0000505	BBLLADNB_03864	CEKMHFBL_00978
OG0000506	BBLLADNB_01306	CEKMHFBL_00228
OG0000507	BBLLADNB_01311	CEKMHFBL_02941
OG0000508	BBLLADNB_01312	CEKMHFBL_02942
OG0000509	BBLLADNB_01313	CEKMHFBL_02943
OG0000510	BBLLADNB_01314	CEKMHFBL_02944
OG0000511	BBLLADNB_01216	CEKMHFBL_00756
OG0000512	BBLLADNB_00582	CEKMHFBL_01261, CEKMHFBL_03204
OG0000513	BBLLADNB_00581	CEKMHFBL_01260, CEKMHFBL_03205
OG0000514	BBLLADNB_00580	CEKMHFBL_01259, CEKMHFBL_03206
OG0000515	BBLLADNB_00579	CEKMHFBL_01258, CEKMHFBL_03207
OG0000516	BBLLADNB_00578	CEKMHFBL_01257, CEKMHFBL_03208
OG0000517	BBLLADNB_00575	CEKMHFBL_01254, CEKMHFBL_03211
OG0000518	BBLLADNB_00574	CEKMHFBL_01253, CEKMHFBL_03212
OG0000519	BBLLADNB_00573	CEKMHFBL_01252, CEKMHFBL_03213
OG0000520	BBLLADNB_00572	CEKMHFBL_03214
OG0000521	BBLLADNB_01926	CEKMHFBL_03089
OG0000522	BBLLADNB_02256	CEKMHFBL_01798
OG0000523	BBLLADNB_02255	CEKMHFBL_01799
OG0000524	BBLLADNB_02254	CEKMHFBL_01800
OG0000525	BBLLADNB_02253	CEKMHFBL_01801
OG0000526	BBLLADNB_02252	CEKMHFBL_01802
OG0000527	BBLLADNB_02251	CEKMHFBL_01803
OG0000528	BBLLADNB_02250	CEKMHFBL_01804
OG0000530	BBLLADNB_02488, BBLLADNB_00495	CEKMHFBL_03099
OG0000531	BBLLADNB_00493	CEKMHFBL_03498, CEKMHFBL_03101
OG0000532	BBLLADNB_02493	CEKMHFBL_02023
OG0000533	BBLLADNB_02494	CEKMHFBL_02020
OG0000534	BBLLADNB_03093	CEKMHFBL_01898
OG0000535	BBLLADNB_01338	CEKMHFBL_03114
OG0000536	BBLLADNB_03851	CEKMHFBL_00616
OG0000539	BBLLADNB_03800	CEKMHFBL_01683
OG0000540	BBLLADNB_00030	CEKMHFBL_00392, CEKMHFBL_00157
OG0000541	BBLLADNB_00032	CEKMHFBL_00391
OG0000542	BBLLADNB_00524	CEKMHFBL_00696
OG0000543	BBLLADNB_00527	CEKMHFBL_00699
OG0000544	BBLLADNB_00530	CEKMHFBL_00701
OG0000545	BBLLADNB_00945	CEKMHFBL_00118
OG0000546	BBLLADNB_00949	CEKMHFBL_00122
OG0000547	BBLLADNB_00950	CEKMHFBL_00123
OG0000548	BBLLADNB_01646	CEKMHFBL_02421
OG0000549	BBLLADNB_03695	CEKMHFBL_00952
OG0000550	BBLLADNB_03694	CEKMHFBL_00953
OG0000551	BBLLADNB_01873	CEKMHFBL_02622
OG0000552	BBLLADNB_00738	CEKMHFBL_00943
OG0000553	BBLLADNB_00739	CEKMHFBL_00944
OG0000554	BBLLADNB_03576	CEKMHFBL_00946
OG0000555	BBLLADNB_03575	CEKMHFBL_00947
OG0000556	BBLLADNB_03040	CEKMHFBL_00715
OG0000557	BBLLADNB_02635	CEKMHFBL_00056
OG0000558	BBLLADNB_03683	CEKMHFBL_00063
OG0000559	BBLLADNB_03684	CEKMHFBL_00064
OG0000560	BBLLADNB_01917	CEKMHFBL_02140
OG0000561	BBLLADNB_01141	CEKMHFBL_01944
OG0000562	BBLLADNB_03557	CEKMHFBL_01773
OG0000563	BBLLADNB_01859	CEKMHFBL_01725
OG0000564	BBLLADNB_01860	CEKMHFBL_01724
OG0000565	BBLLADNB_00508	CEKMHFBL_01629
OG0000566	BBLLADNB_00509	CEKMHFBL_01630
OG0000567	BBLLADNB_01729	CEKMHFBL_01431
OG0000568	BBLLADNB_00257	CEKMHFBL_03655
OG0000569	BBLLADNB_03472, BBLLADNB_00636	CEKMHFBL_04178
OG0000570	BBLLADNB_00297	CEKMHFBL_03647
OG0000571	BBLLADNB_03691	CEKMHFBL_02846
OG0000572	BBLLADNB_01940	CEKMHFBL_03063
OG0000573	BBLLADNB_00448	CEKMHFBL_00774
OG0000574	BBLLADNB_02609	CEKMHFBL_04130
OG0000575	BBLLADNB_02091	CEKMHFBL_00762
OG0000576	BBLLADNB_01478	CEKMHFBL_02835
OG0000577	BBLLADNB_03122	CEKMHFBL_04217, CEKMHFBL_03920
OG0000579	BBLLADNB_01147, BBLLADNB_01302	CEKMHFBL_00240
OG0000580	BBLLADNB_00418	CEKMHFBL_02683, CEKMHFBL_04239, CEKMHFBL_01910, CEKMHFBL_02257
OG0000582	BBLLADNB_01537, BBLLADNB_00797	CEKMHFBL_01971
OG0000583	BBLLADNB_01390	CEKMHFBL_00501
OG0000583	BBLLADNB_00519	CEKMHFBL_03409
OG0000585	BBLLADNB_02484	CEKMHFBL_03797
OG0000586	BBLLADNB_01967	CEKMHFBL_02391
OG0000587	BBLLADNB_03479	CEKMHFBL_02024
OG0000588	BBLLADNB_03477	CEKMHFBL_02026
OG0000590	BBLLADNB_01721, BBLLADNB_01135	CEKMHFBL_02367
OG0000591	BBLLADNB_01494	CEKMHFBL_03907, CEKMHFBL_03916
OG0000592	BBLLADNB_03899	CEKMHFBL_01132
OG0000593	BBLLADNB_01343	CEKMHFBL_04203, CEKMHFBL_01851
OG0000594	BBLLADNB_01344	CEKMHFBL_02715
OG0000596	BBLLADNB_03416	CEKMHFBL_02466
OG0000597	BBLLADNB_00249	CEKMHFBL_00633
OG0000603	BBLLADNB_02990	CEKMHFBL_03558
OG0000604	BBLLADNB_02991	CEKMHFBL_03559
OG0000605	BBLLADNB_01663	CEKMHFBL_01298
OG0000606	BBLLADNB_01662	CEKMHFBL_01299
OG0000607	BBLLADNB_01660	CEKMHFBL_01301
OG0000608	BBLLADNB_01658	CEKMHFBL_01304
OG0000609	BBLLADNB_01657	CEKMHFBL_01305
OG0000610	BBLLADNB_01656	CEKMHFBL_01306
OG0000611	BBLLADNB_01655	CEKMHFBL_01307
OG0000612	BBLLADNB_02872	CEKMHFBL_01309
OG0000613	BBLLADNB_02871	CEKMHFBL_01310
OG0000614	BBLLADNB_02870	CEKMHFBL_01311
OG0000615	BBLLADNB_03119	CEKMHFBL_01284
OG0000616	BBLLADNB_03120	CEKMHFBL_01283
OG0000617	BBLLADNB_00024	CEKMHFBL_02215, CEKMHFBL_00811
OG0000618	BBLLADNB_03421	CEKMHFBL_01237
OG0000619	BBLLADNB_03422	CEKMHFBL_01236
OG0000620	BBLLADNB_03423	CEKMHFBL_01235
OG0000621	BBLLADNB_03696	CEKMHFBL_03928
OG0000622	BBLLADNB_02152	CEKMHFBL_02273
OG0000623	BBLLADNB_02761	CEKMHFBL_03868
OG0000624	BBLLADNB_02760	CEKMHFBL_03867
OG0000625	BBLLADNB_02756	CEKMHFBL_03863
OG0000626	BBLLADNB_02755	CEKMHFBL_03862
OG0000627	BBLLADNB_02754	CEKMHFBL_03861
OG0000628	BBLLADNB_03846	CEKMHFBL_03860
OG0000629	BBLLADNB_03847	CEKMHFBL_03859
OG0000630	BBLLADNB_02138	CEKMHFBL_03857
OG0000631	BBLLADNB_02139	CEKMHFBL_03856
OG0000632	BBLLADNB_02140	CEKMHFBL_03855
OG0000633	BBLLADNB_02142	CEKMHFBL_03854
OG0000634	BBLLADNB_02143	CEKMHFBL_03853
OG0000635	BBLLADNB_02145	CEKMHFBL_03851
OG0000636	BBLLADNB_03124	CEKMHFBL_03850
OG0000637	BBLLADNB_03264	CEKMHFBL_03668
OG0000638	BBLLADNB_03260	CEKMHFBL_00105
OG0000639	BBLLADNB_00437	CEKMHFBL_00106
OG0000640	BBLLADNB_00436	CEKMHFBL_00107
OG0000641	BBLLADNB_00435	CEKMHFBL_00108
OG0000642	BBLLADNB_00434	CEKMHFBL_00109
OG0000643	BBLLADNB_00431	CEKMHFBL_00112
OG0000644	BBLLADNB_01706	CEKMHFBL_01007
OG0000645	BBLLADNB_01705	CEKMHFBL_01006
OG0000646	BBLLADNB_01704	CEKMHFBL_01005
OG0000647	BBLLADNB_01703	CEKMHFBL_01004
OG0000648	BBLLADNB_01702	CEKMHFBL_01003
OG0000649	BBLLADNB_01701	CEKMHFBL_01002
OG0000650	BBLLADNB_01700	CEKMHFBL_01001
OG0000651	BBLLADNB_01123	CEKMHFBL_03822
OG0000652	BBLLADNB_01126	CEKMHFBL_00825
OG0000653	BBLLADNB_00591	CEKMHFBL_01506
OG0000654	BBLLADNB_00592	CEKMHFBL_01505
OG0000655	BBLLADNB_00595	CEKMHFBL_01503
OG0000656	BBLLADNB_00596	CEKMHFBL_01502
OG0000657	BBLLADNB_00597	CEKMHFBL_01501
OG0000658	BBLLADNB_00795	CEKMHFBL_01969
OG0000659	BBLLADNB_03420	CEKMHFBL_01238
OG0000660	BBLLADNB_03419	CEKMHFBL_01239
OG0000661	BBLLADNB_01300	CEKMHFBL_00245
OG0000662	BBLLADNB_00609	CEKMHFBL_01493
OG0000663	BBLLADNB_00613	CEKMHFBL_01490
OG0000664	BBLLADNB_00614	CEKMHFBL_01489
OG0000665	BBLLADNB_00615	CEKMHFBL_01488
OG0000666	BBLLADNB_02562	CEKMHFBL_01484
OG0000667	BBLLADNB_02560	CEKMHFBL_01482
OG0000668	BBLLADNB_02557	CEKMHFBL_01479
OG0000669	BBLLADNB_00198	CEKMHFBL_01475
OG0000670	BBLLADNB_03818, BBLLADNB_00607	CEKMHFBL_01495
OG0000671	BBLLADNB_03678	CEKMHFBL_01671
OG0000672	BBLLADNB_03679	CEKMHFBL_01670
OG0000673	BBLLADNB_01005	CEKMHFBL_01466
OG0000674	BBLLADNB_01003	CEKMHFBL_01464
OG0000675	BBLLADNB_01002	CEKMHFBL_01463
OG0000676	BBLLADNB_02126	CEKMHFBL_04015
OG0000677	BBLLADNB_02125	CEKMHFBL_04014
OG0000678	BBLLADNB_03759	CEKMHFBL_04012
OG0000679	BBLLADNB_03758	CEKMHFBL_04011
OG0000680	BBLLADNB_03757	CEKMHFBL_04010
OG0000681	BBLLADNB_03756	CEKMHFBL_04009
OG0000682	BBLLADNB_03755	CEKMHFBL_04008
OG0000683	BBLLADNB_02841	CEKMHFBL_03111
OG0000684	BBLLADNB_02025	CEKMHFBL_03108
OG0000685	BBLLADNB_02024	CEKMHFBL_03107
OG0000686	BBLLADNB_02023	CEKMHFBL_03106
OG0000688	BBLLADNB_02022	CEKMHFBL_03105
OG0000689	BBLLADNB_03890	CEKMHFBL_04002
OG0000690	BBLLADNB_03891	CEKMHFBL_04001
OG0000691	BBLLADNB_02842	CEKMHFBL_03112
OG0000692	BBLLADNB_02793	CEKMHFBL_01400
OG0000693	BBLLADNB_02796	CEKMHFBL_01402
OG0000694	BBLLADNB_02797	CEKMHFBL_01403
OG0000695	BBLLADNB_02800	CEKMHFBL_01406
OG0000696	BBLLADNB_01355	CEKMHFBL_01658
OG0000697	BBLLADNB_00765	CEKMHFBL_01749, CEKMHFBL_01761, CEKMHFBL_01762
OG0000698	BBLLADNB_01011	CEKMHFBL_01471
OG0000699	BBLLADNB_01014	CEKMHFBL_01473
OG0000700	BBLLADNB_01638	CEKMHFBL_01681
OG0000701	BBLLADNB_02101	CEKMHFBL_03783
OG0000702	BBLLADNB_02988	CEKMHFBL_01720
OG0000703	BBLLADNB_03239	CEKMHFBL_02247
OG0000704	BBLLADNB_03237	CEKMHFBL_02249
OG0000705	BBLLADNB_03236	CEKMHFBL_02250
OG0000706	BBLLADNB_00054	CEKMHFBL_00091
OG0000707	BBLLADNB_00051	CEKMHFBL_00093
OG0000708	BBLLADNB_00049	CEKMHFBL_00096
OG0000709	BBLLADNB_02498	CEKMHFBL_00276
OG0000710	BBLLADNB_01297	CEKMHFBL_03564
OG0000712	BBLLADNB_01075	CEKMHFBL_02640
OG0000713	BBLLADNB_01076	CEKMHFBL_02639
OG0000714	BBLLADNB_03147	CEKMHFBL_03070
OG0000715	BBLLADNB_03148	CEKMHFBL_03069
OG0000716	BBLLADNB_02199	CEKMHFBL_01019
OG0000717	BBLLADNB_02196	CEKMHFBL_01023
OG0000720	BBLLADNB_01471	CEKMHFBL_01216
OG0000721	BBLLADNB_01472	CEKMHFBL_01217
OG0000722	BBLLADNB_01473	CEKMHFBL_01218
OG0000723	BBLLADNB_01474	CEKMHFBL_01219
OG0000724	BBLLADNB_01475	CEKMHFBL_01220
OG0000725	BBLLADNB_01476	CEKMHFBL_01221
OG0000726	BBLLADNB_03322	CEKMHFBL_01224
OG0000727	BBLLADNB_03323	CEKMHFBL_01225
OG0000728	BBLLADNB_03324	CEKMHFBL_01226
OG0000729	BBLLADNB_03325	CEKMHFBL_01227
OG0000730	BBLLADNB_03326	CEKMHFBL_01228
OG0000731	BBLLADNB_03327	CEKMHFBL_01229
OG0000732	BBLLADNB_03330	CEKMHFBL_01232
OG0000733	BBLLADNB_03425	CEKMHFBL_01233
OG0000735	BBLLADNB_03570	CEKMHFBL_04098
OG0000736	BBLLADNB_03569	CEKMHFBL_03752
OG0000737	BBLLADNB_03568	CEKMHFBL_00680
OG0000738	BBLLADNB_03566	CEKMHFBL_00682
OG0000739	BBLLADNB_03193	CEKMHFBL_00683
OG0000740	BBLLADNB_01650	CEKMHFBL_02423
OG0000741	BBLLADNB_01649	CEKMHFBL_02422
OG0000742	BBLLADNB_01976	CEKMHFBL_02798
OG0000743	BBLLADNB_02781	CEKMHFBL_02497
OG0000744	BBLLADNB_02782	CEKMHFBL_02498
OG0000745	BBLLADNB_02783	CEKMHFBL_02500
OG0000746	BBLLADNB_02784	CEKMHFBL_02501
OG0000747	BBLLADNB_02785	CEKMHFBL_02502
OG0000748	BBLLADNB_02786	CEKMHFBL_02503
OG0000749	BBLLADNB_02788	CEKMHFBL_02505
OG0000751	BBLLADNB_00419	CEKMHFBL_02256
OG0000752	BBLLADNB_02155	CEKMHFBL_01665
OG0000753	BBLLADNB_01406	CEKMHFBL_03379
OG0000754	BBLLADNB_00806	CEKMHFBL_03073
OG0000755	BBLLADNB_03145	CEKMHFBL_03072
OG0000756	BBLLADNB_03146	CEKMHFBL_03071
OG0000757	BBLLADNB_01982	CEKMHFBL_02804
OG0000758	BBLLADNB_01794	CEKMHFBL_04170
OG0000759	BBLLADNB_01793	CEKMHFBL_04169
OG0000760	BBLLADNB_01792	CEKMHFBL_04168
OG0000761	BBLLADNB_00925	CEKMHFBL_01983
OG0000762	BBLLADNB_00924	CEKMHFBL_01984
OG0000763	BBLLADNB_00923	CEKMHFBL_01985
OG0000764	BBLLADNB_01973	CEKMHFBL_01644
OG0000765	BBLLADNB_01972	CEKMHFBL_01645
OG0000766	BBLLADNB_01971	CEKMHFBL_01646
OG0000767	BBLLADNB_01970	CEKMHFBL_01647
OG0000768	BBLLADNB_02779	CEKMHFBL_01648
OG0000769	BBLLADNB_02778	CEKMHFBL_01649
OG0000770	BBLLADNB_02777	CEKMHFBL_01650
OG0000771	BBLLADNB_01352	CEKMHFBL_01655
OG0000772	BBLLADNB_01353	CEKMHFBL_01656
OG0000773	BBLLADNB_00872	CEKMHFBL_00592
OG0000774	BBLLADNB_00873	CEKMHFBL_00591
OG0000775	BBLLADNB_00859	CEKMHFBL_03454
OG0000776	BBLLADNB_00858	CEKMHFBL_03453
OG0000777	BBLLADNB_00875	CEKMHFBL_00589
OG0000778	BBLLADNB_00876	CEKMHFBL_00588
OG0000779	BBLLADNB_00877	CEKMHFBL_00587
OG0000780	BBLLADNB_00878	CEKMHFBL_00586
OG0000781	BBLLADNB_01466	CEKMHFBL_01212
OG0000782	BBLLADNB_01467	CEKMHFBL_01213
OG0000783	BBLLADNB_01469	CEKMHFBL_01214
OG0000784	BBLLADNB_01470	CEKMHFBL_01215
OG0000786	BBLLADNB_00301	CEKMHFBL_00710
OG0000787	BBLLADNB_02432	CEKMHFBL_02818
OG0000788	BBLLADNB_01623	CEKMHFBL_00047
OG0000789	BBLLADNB_01862	CEKMHFBL_01722
OG0000790	BBLLADNB_03096	CEKMHFBL_01901
OG0000791	BBLLADNB_03097	CEKMHFBL_01902
OG0000792	BBLLADNB_01857	CEKMHFBL_03876
OG0000793	BBLLADNB_01433	CEKMHFBL_02752
OG0000795	BBLLADNB_00126	CEKMHFBL_02211
OG0000796	BBLLADNB_03887	CEKMHFBL_01573
OG0000798	BBLLADNB_02968	CEKMHFBL_02363
OG0000799	BBLLADNB_02970	CEKMHFBL_02364
OG0000800	BBLLADNB_02971	CEKMHFBL_02365
OG0000801	BBLLADNB_02972	CEKMHFBL_00167
OG0000802	BBLLADNB_00001	CEKMHFBL_02739
OG0000803	BBLLADNB_00002	CEKMHFBL_02738
OG0000804	BBLLADNB_00003	CEKMHFBL_02737
OG0000805	BBLLADNB_00004	CEKMHFBL_02736
OG0000806	BBLLADNB_00005	CEKMHFBL_02735
OG0000807	BBLLADNB_00006	CEKMHFBL_02734
OG0000808	BBLLADNB_00007	CEKMHFBL_02733
OG0000809	BBLLADNB_00008	CEKMHFBL_02732
OG0000810	BBLLADNB_03723	CEKMHFBL_00695
OG0000811	BBLLADNB_03722	CEKMHFBL_00694
OG0000812	BBLLADNB_03201	CEKMHFBL_00692
OG0000813	BBLLADNB_03200	CEKMHFBL_00691
OG0000814	BBLLADNB_01432	CEKMHFBL_02753
OG0000815	BBLLADNB_02728	CEKMHFBL_00646
OG0000816	BBLLADNB_02725	CEKMHFBL_00644
OG0000817	BBLLADNB_02723	CEKMHFBL_00642
OG0000818	BBLLADNB_02973	CEKMHFBL_03770
OG0000819	BBLLADNB_02974	CEKMHFBL_03771
OG0000820	BBLLADNB_02975	CEKMHFBL_03772
OG0000821	BBLLADNB_02977	CEKMHFBL_03774
OG0000822	BBLLADNB_02978	CEKMHFBL_03775
OG0000823	BBLLADNB_02108	CEKMHFBL_03776
OG0000824	BBLLADNB_02106	CEKMHFBL_03778
OG0000825	BBLLADNB_02105	CEKMHFBL_03779
OG0000826	BBLLADNB_02104	CEKMHFBL_03780
OG0000827	BBLLADNB_02103	CEKMHFBL_03781
OG0000828	BBLLADNB_02643	CEKMHFBL_03479
OG0000829	BBLLADNB_01212	CEKMHFBL_03473
OG0000830	BBLLADNB_01211	CEKMHFBL_03472
OG0000831	BBLLADNB_00022	CEKMHFBL_02727
OG0000832	BBLLADNB_01330	CEKMHFBL_04167
OG0000833	BBLLADNB_00214	CEKMHFBL_00043
OG0000834	BBLLADNB_00225	CEKMHFBL_00031
OG0000835	BBLLADNB_00228	CEKMHFBL_00029
OG0000836	BBLLADNB_00231	CEKMHFBL_00026
OG0000837	BBLLADNB_00233	CEKMHFBL_00024
OG0000838	BBLLADNB_01865	CEKMHFBL_03884
OG0000840	BBLLADNB_01716	CEKMHFBL_02227
OG0000841	BBLLADNB_01714	CEKMHFBL_02228
OG0000842	BBLLADNB_03046	CEKMHFBL_02229
OG0000843	BBLLADNB_01009	CEKMHFBL_01469
OG0000844	BBLLADNB_03836	CEKMHFBL_01930
OG0000845	BBLLADNB_00520	CEKMHFBL_03408
OG0000846	BBLLADNB_00522	CEKMHFBL_03406
OG0000847	BBLLADNB_03628	CEKMHFBL_03462
OG0000848	BBLLADNB_02499	CEKMHFBL_00302
OG0000849	BBLLADNB_02500	CEKMHFBL_00301
OG0000850	BBLLADNB_02503	CEKMHFBL_00298
OG0000851	BBLLADNB_02507	CEKMHFBL_00295
OG0000852	BBLLADNB_03370	CEKMHFBL_02979
OG0000853	BBLLADNB_00698	CEKMHFBL_00665
OG0000854	BBLLADNB_03337	CEKMHFBL_01393
OG0000855	BBLLADNB_03333	CEKMHFBL_01396
OG0000857	BBLLADNB_02585	CEKMHFBL_01551
OG0000858	BBLLADNB_01597	CEKMHFBL_00517
OG0000859	BBLLADNB_01598	CEKMHFBL_00518
OG0000860	BBLLADNB_01600	CEKMHFBL_03948
OG0000861	BBLLADNB_01601	CEKMHFBL_01060
OG0000862	BBLLADNB_01602	CEKMHFBL_01059
OG0000863	BBLLADNB_01603	CEKMHFBL_01058
OG0000864	BBLLADNB_01604	CEKMHFBL_01057
OG0000865	BBLLADNB_01605	CEKMHFBL_01056
OG0000866	BBLLADNB_01606	CEKMHFBL_01055
OG0000867	BBLLADNB_01607	CEKMHFBL_01054
OG0000868	BBLLADNB_01608	CEKMHFBL_01053
OG0000869	BBLLADNB_01609	CEKMHFBL_01052
OG0000870	BBLLADNB_02513	CEKMHFBL_04079
OG0000871	BBLLADNB_02515	CEKMHFBL_02465
OG0000872	BBLLADNB_02517	CEKMHFBL_02463
OG0000873	BBLLADNB_02522	CEKMHFBL_02458
OG0000874	BBLLADNB_02523	CEKMHFBL_02457
OG0000875	BBLLADNB_02524	CEKMHFBL_02456
OG0000876	BBLLADNB_02902	CEKMHFBL_02455
OG0000877	BBLLADNB_02901	CEKMHFBL_02454
OG0000878	BBLLADNB_02900	CEKMHFBL_02453
OG0000879	BBLLADNB_02897	CEKMHFBL_02450
OG0000880	BBLLADNB_01032	CEKMHFBL_00550
OG0000881	BBLLADNB_03058	CEKMHFBL_00274
OG0000882	BBLLADNB_01561	CEKMHFBL_00273
OG0000883	BBLLADNB_01855	CEKMHFBL_03873
OG0000884	BBLLADNB_02466	CEKMHFBL_00438
OG0000885	BBLLADNB_02467	CEKMHFBL_00439
OG0000886	BBLLADNB_02468	CEKMHFBL_00440
OG0000887	BBLLADNB_02469	CEKMHFBL_00441
OG0000888	BBLLADNB_02747	CEKMHFBL_00444
OG0000889	BBLLADNB_02746	CEKMHFBL_00445
OG0000890	BBLLADNB_02738	CEKMHFBL_03272
OG0000891	BBLLADNB_02739	CEKMHFBL_03271
OG0000892	BBLLADNB_02740	CEKMHFBL_03270
OG0000893	BBLLADNB_02742	CEKMHFBL_03268
OG0000894	BBLLADNB_00111	CEKMHFBL_00482
OG0000895	BBLLADNB_00110	CEKMHFBL_00481
OG0000896	BBLLADNB_00109	CEKMHFBL_00480
OG0000897	BBLLADNB_00654	CEKMHFBL_03245
OG0000898	BBLLADNB_01214	CEKMHFBL_00758
OG0000899	BBLLADNB_02093	CEKMHFBL_00760
OG0000900	BBLLADNB_02776	CEKMHFBL_01651
OG0000901	BBLLADNB_03033	CEKMHFBL_01190
OG0000902	BBLLADNB_03763	CEKMHFBL_01243
OG0000903	BBLLADNB_01116	CEKMHFBL_03580
OG0000905	BBLLADNB_03762	CEKMHFBL_01244
OG0000906	BBLLADNB_03300	CEKMHFBL_03966
OG0000907	BBLLADNB_01836	CEKMHFBL_03965
OG0000910	BBLLADNB_01384	CEKMHFBL_00358
OG0000911	BBLLADNB_01383	CEKMHFBL_00359
OG0000912	BBLLADNB_01382	CEKMHFBL_00360
OG0000913	BBLLADNB_01380	CEKMHFBL_00363
OG0000914	BBLLADNB_01377	CEKMHFBL_00366
OG0000915	BBLLADNB_01376	CEKMHFBL_00367
OG0000916	BBLLADNB_01375	CEKMHFBL_00368
OG0000917	BBLLADNB_01374	CEKMHFBL_00369
OG0000918	BBLLADNB_01373	CEKMHFBL_00370
OG0000919	BBLLADNB_01372	CEKMHFBL_00371
OG0000920	BBLLADNB_01322	CEKMHFBL_02881
OG0000921	BBLLADNB_01321	CEKMHFBL_02880
OG0000923	BBLLADNB_03471	CEKMHFBL_02398
OG0000924	BBLLADNB_01969	CEKMHFBL_02393
OG0000925	BBLLADNB_01885	CEKMHFBL_02346
OG0000926	BBLLADNB_01077	CEKMHFBL_02637
OG0000927	BBLLADNB_01078	CEKMHFBL_02636
OG0000928	BBLLADNB_01079	CEKMHFBL_02635
OG0000929	BBLLADNB_01081	CEKMHFBL_02634
OG0000930	BBLLADNB_01082	CEKMHFBL_02633
OG0000931	BBLLADNB_01083	CEKMHFBL_02632
OG0000932	BBLLADNB_01084	CEKMHFBL_02631
OG0000933	BBLLADNB_01085	CEKMHFBL_02630
OG0000934	BBLLADNB_01086	CEKMHFBL_02629
OG0000935	BBLLADNB_01088	CEKMHFBL_02627
OG0000936	BBLLADNB_01089	CEKMHFBL_02626
OG0000937	BBLLADNB_01090	CEKMHFBL_02625
OG0000938	BBLLADNB_01091	CEKMHFBL_02624
OG0000939	BBLLADNB_01092	CEKMHFBL_02623
OG0000940	BBLLADNB_01093	CEKMHFBL_00992
OG0000941	BBLLADNB_01094	CEKMHFBL_00991
OG0000942	BBLLADNB_01759	CEKMHFBL_00184
OG0000943	BBLLADNB_01758	CEKMHFBL_00185
OG0000944	BBLLADNB_01757	CEKMHFBL_00186
OG0000945	BBLLADNB_01756	CEKMHFBL_00187
OG0000946	BBLLADNB_01755	CEKMHFBL_00188
OG0000947	BBLLADNB_01754	CEKMHFBL_00189
OG0000948	BBLLADNB_01753	CEKMHFBL_00190
OG0000949	BBLLADNB_01752	CEKMHFBL_00191
OG0000950	BBLLADNB_01751	CEKMHFBL_00192
OG0000951	BBLLADNB_03154	CEKMHFBL_00193
OG0000952	BBLLADNB_02388	CEKMHFBL_00199
OG0000953	BBLLADNB_02382	CEKMHFBL_04035, CEKMHFBL_00205
OG0000954	BBLLADNB_02381	CEKMHFBL_00206, CEKMHFBL_04034
OG0000955	BBLLADNB_03110	CEKMHFBL_00214, CEKMHFBL_04025
OG0000956	BBLLADNB_03787	CEKMHFBL_02796
OG0000957	BBLLADNB_03764	CEKMHFBL_01242
OG0000958	BBLLADNB_00602	CEKMHFBL_01500
OG0000959	BBLLADNB_00937	CEKMHFBL_00140
OG0000960	BBLLADNB_03676	CEKMHFBL_01672
OG0000961	BBLLADNB_00064	CEKMHFBL_02789
OG0000962	BBLLADNB_00063	CEKMHFBL_02790
OG0000963	BBLLADNB_00062	CEKMHFBL_02791
OG0000964	BBLLADNB_00061	CEKMHFBL_02792
OG0000965	BBLLADNB_01018	CEKMHFBL_04059
OG0000966	BBLLADNB_01020	CEKMHFBL_04058
OG0000967	BBLLADNB_01021	CEKMHFBL_04057
OG0000968	BBLLADNB_01994	CEKMHFBL_01093
OG0000969	BBLLADNB_01025	CEKMHFBL_04050
OG0000970	BBLLADNB_03489	CEKMHFBL_04047
OG0000971	BBLLADNB_03487	CEKMHFBL_04045
OG0000972	BBLLADNB_00717	CEKMHFBL_01453
OG0000973	BBLLADNB_00718	CEKMHFBL_01452
OG0000974	BBLLADNB_00719	CEKMHFBL_01451
OG0000975	BBLLADNB_00720	CEKMHFBL_01450
OG0000976	BBLLADNB_00722	CEKMHFBL_01448
OG0000977	BBLLADNB_00723	CEKMHFBL_01447
OG0000978	BBLLADNB_00724	CEKMHFBL_01446
OG0000979	BBLLADNB_00725	CEKMHFBL_01445
OG0000980	BBLLADNB_00726	CEKMHFBL_01444
OG0000981	BBLLADNB_00727	CEKMHFBL_01443
OG0000982	BBLLADNB_00728	CEKMHFBL_01442
OG0000983	BBLLADNB_00729	CEKMHFBL_01441
OG0000984	BBLLADNB_00730	CEKMHFBL_01440
OG0000985	BBLLADNB_00731	CEKMHFBL_01439
OG0000986	BBLLADNB_00732	CEKMHFBL_01438
OG0000987	BBLLADNB_00733	CEKMHFBL_01437
OG0000988	BBLLADNB_01709	CEKMHFBL_01010
