Orthogroup	GCA_003332265.1	Reactor4-bin.4
OG0000432	BFLDHLJO_03355	CEKMHFBL_03833
OG0000433	BFLDHLJO_03058	CEKMHFBL_03566
OG0000434	BFLDHLJO_03071	CEKMHFBL_02959
OG0000435	BFLDHLJO_00960	CEKMHFBL_02916
OG0000436	BFLDHLJO_00976	CEKMHFBL_02078
OG0000437	BFLDHLJO_00977	CEKMHFBL_02077
OG0000438	BFLDHLJO_00978	CEKMHFBL_02076
OG0000440	BFLDHLJO_00024	CEKMHFBL_02894
OG0000441	BFLDHLJO_01733	CEKMHFBL_00740
OG0000442	BFLDHLJO_02381	CEKMHFBL_02745
OG0000444	BFLDHLJO_04122	CEKMHFBL_02135
OG0000445	BFLDHLJO_00057	CEKMHFBL_01273
OG0000446	BFLDHLJO_04074	CEKMHFBL_01654
OG0000447	BFLDHLJO_00658	CEKMHFBL_02663
OG0000448	BFLDHLJO_00952	CEKMHFBL_01608
OG0000449	BFLDHLJO_02293	CEKMHFBL_00681
OG0000450	BFLDHLJO_02710	CEKMHFBL_03968
OG0000451	BFLDHLJO_00011	CEKMHFBL_02984
OG0000452	BFLDHLJO_00064	CEKMHFBL_01265
OG0000453	BFLDHLJO_03004	CEKMHFBL_03583
OG0000454	BFLDHLJO_03005	CEKMHFBL_03584
OG0000455	BFLDHLJO_00060	CEKMHFBL_01269
OG0000456	BFLDHLJO_00059	CEKMHFBL_01270
OG0000457	BFLDHLJO_03020	CEKMHFBL_02939, CEKMHFBL_02332
OG0000458	BFLDHLJO_01693	CEKMHFBL_01536
OG0000459	BFLDHLJO_03132	CEKMHFBL_01523
OG0000461	BFLDHLJO_03834	CEKMHFBL_01707
OG0000462	BFLDHLJO_01174	CEKMHFBL_01135
OG0000463	BFLDHLJO_01602, BFLDHLJO_01601	CEKMHFBL_01639
OG0000464	BFLDHLJO_02997	CEKMHFBL_03578
OG0000465	BFLDHLJO_03156	CEKMHFBL_01945
OG0000466	BFLDHLJO_01828	CEKMHFBL_00583
OG0000467	BFLDHLJO_04037	CEKMHFBL_02514
OG0000468	BFLDHLJO_01344	CEKMHFBL_02516
OG0000469	BFLDHLJO_00257	CEKMHFBL_00966
OG0000470	BFLDHLJO_04018	CEKMHFBL_01774
OG0000471	BFLDHLJO_02241	CEKMHFBL_02207
OG0000472	BFLDHLJO_02247	CEKMHFBL_02202
OG0000473	BFLDHLJO_01910	CEKMHFBL_03493, CEKMHFBL_01391
OG0000474	BFLDHLJO_01868	CEKMHFBL_03610
OG0000475	BFLDHLJO_00668	CEKMHFBL_02838
OG0000476	BFLDHLJO_01430	CEKMHFBL_01454
OG0000477	BFLDHLJO_00966	CEKMHFBL_02910
OG0000478	BFLDHLJO_00965	CEKMHFBL_02911
OG0000479	BFLDHLJO_02543	CEKMHFBL_01189
OG0000480	BFLDHLJO_00913	CEKMHFBL_00624
OG0000481	BFLDHLJO_00912	CEKMHFBL_00623
OG0000482	BFLDHLJO_04126, BFLDHLJO_00624	CEKMHFBL_03477
OG0000483	BFLDHLJO_03818	CEKMHFBL_00657
OG0000484	BFLDHLJO_03817	CEKMHFBL_00658
OG0000485	BFLDHLJO_03816	CEKMHFBL_00659
OG0000486	BFLDHLJO_02535	CEKMHFBL_01522
OG0000487	BFLDHLJO_01457	CEKMHFBL_02879
OG0000488	BFLDHLJO_01453	CEKMHFBL_02875
OG0000489	BFLDHLJO_03144	CEKMHFBL_02717
OG0000490	BFLDHLJO_02928	CEKMHFBL_03260
OG0000491	BFLDHLJO_02927	CEKMHFBL_03259
OG0000492	BFLDHLJO_02926	CEKMHFBL_03258
OG0000493	BFLDHLJO_02925	CEKMHFBL_03257
OG0000494	BFLDHLJO_01892	CEKMHFBL_00249
OG0000495	BFLDHLJO_02163	CEKMHFBL_00676
OG0000496	BFLDHLJO_01617	CEKMHFBL_00851
OG0000497	BFLDHLJO_00080	CEKMHFBL_01083, CEKMHFBL_00138
OG0000498	BFLDHLJO_01949	CEKMHFBL_02297
OG0000499	BFLDHLJO_04017	CEKMHFBL_01775
OG0000500	BFLDHLJO_03287	CEKMHFBL_02107
OG0000501	BFLDHLJO_03973	CEKMHFBL_01938
OG0000502	BFLDHLJO_00955	CEKMHFBL_03703
OG0000503	BFLDHLJO_02703	CEKMHFBL_04108
OG0000504	BFLDHLJO_02705	CEKMHFBL_04110
OG0000505	BFLDHLJO_03427	CEKMHFBL_00978
OG0000506	BFLDHLJO_02081	CEKMHFBL_00228
OG0000507	BFLDHLJO_02089	CEKMHFBL_02941
OG0000508	BFLDHLJO_02090	CEKMHFBL_02942
OG0000509	BFLDHLJO_02091	CEKMHFBL_02943
OG0000510	BFLDHLJO_02092	CEKMHFBL_02944
OG0000511	BFLDHLJO_00885	CEKMHFBL_00756
OG0000512	BFLDHLJO_00311	CEKMHFBL_01261, CEKMHFBL_03204
OG0000513	BFLDHLJO_00312	CEKMHFBL_01260, CEKMHFBL_03205
OG0000514	BFLDHLJO_00313	CEKMHFBL_01259, CEKMHFBL_03206
OG0000515	BFLDHLJO_00314	CEKMHFBL_01258, CEKMHFBL_03207
OG0000516	BFLDHLJO_00315	CEKMHFBL_01257, CEKMHFBL_03208
OG0000517	BFLDHLJO_00318	CEKMHFBL_01254, CEKMHFBL_03211
OG0000518	BFLDHLJO_00320	CEKMHFBL_01253, CEKMHFBL_03212
OG0000519	BFLDHLJO_00321	CEKMHFBL_01252, CEKMHFBL_03213
OG0000520	BFLDHLJO_00322	CEKMHFBL_03214
OG0000521	BFLDHLJO_01923	CEKMHFBL_03089
OG0000522	BFLDHLJO_02799	CEKMHFBL_01798
OG0000523	BFLDHLJO_02800	CEKMHFBL_01799
OG0000524	BFLDHLJO_02801	CEKMHFBL_01800
OG0000525	BFLDHLJO_02802	CEKMHFBL_01801
OG0000526	BFLDHLJO_02803	CEKMHFBL_01802
OG0000527	BFLDHLJO_02804	CEKMHFBL_01803
OG0000528	BFLDHLJO_02805	CEKMHFBL_01804
OG0000529	BFLDHLJO_03437	CEKMHFBL_04269
OG0000530	BFLDHLJO_03527	CEKMHFBL_03099
OG0000531	BFLDHLJO_03525	CEKMHFBL_03498, CEKMHFBL_03101
OG0000532	BFLDHLJO_00201	CEKMHFBL_02023
OG0000533	BFLDHLJO_00199	CEKMHFBL_02020
OG0000534	BFLDHLJO_02573	CEKMHFBL_01898
OG0000535	BFLDHLJO_00942	CEKMHFBL_03114
OG0000536	BFLDHLJO_00905	CEKMHFBL_00616
OG0000537	BFLDHLJO_04015, BFLDHLJO_03863	CEKMHFBL_01777
OG0000539	BFLDHLJO_01018	CEKMHFBL_01683
OG0000540	BFLDHLJO_01235	CEKMHFBL_00392, CEKMHFBL_00157
OG0000541	BFLDHLJO_01233	CEKMHFBL_00391
OG0000542	BFLDHLJO_00401, BFLDHLJO_00712	CEKMHFBL_00696
OG0000543	BFLDHLJO_00398	CEKMHFBL_00699
OG0000544	BFLDHLJO_00397	CEKMHFBL_00701
OG0000545	BFLDHLJO_00073	CEKMHFBL_00118
OG0000546	BFLDHLJO_00069	CEKMHFBL_00122
OG0000547	BFLDHLJO_00068	CEKMHFBL_00123
OG0000548	BFLDHLJO_01962	CEKMHFBL_02421
OG0000549	BFLDHLJO_01336	CEKMHFBL_00952
OG0000550	BFLDHLJO_01335	CEKMHFBL_00953
OG0000551	BFLDHLJO_01509	CEKMHFBL_02622
OG0000552	BFLDHLJO_03104	CEKMHFBL_00943
OG0000553	BFLDHLJO_03105	CEKMHFBL_00944
OG0000554	BFLDHLJO_03106	CEKMHFBL_00946
OG0000555	BFLDHLJO_03107	CEKMHFBL_00947
OG0000556	BFLDHLJO_02018	CEKMHFBL_00715
OG0000557	BFLDHLJO_03490	CEKMHFBL_00056
OG0000558	BFLDHLJO_03497	CEKMHFBL_00063
OG0000559	BFLDHLJO_03498	CEKMHFBL_00064
OG0000560	BFLDHLJO_02266	CEKMHFBL_02140
OG0000561	BFLDHLJO_03158	CEKMHFBL_01944
OG0000562	BFLDHLJO_03586, BFLDHLJO_04020	CEKMHFBL_01773
OG0000563	BFLDHLJO_02313	CEKMHFBL_01725
OG0000564	BFLDHLJO_02312	CEKMHFBL_01724
OG0000565	BFLDHLJO_03543	CEKMHFBL_01629
OG0000566	BFLDHLJO_03544	CEKMHFBL_01630
OG0000567	BFLDHLJO_02762	CEKMHFBL_01431
OG0000568	BFLDHLJO_03400, BFLDHLJO_02113	CEKMHFBL_03655
OG0000569	BFLDHLJO_03366	CEKMHFBL_04178
OG0000570	BFLDHLJO_03408	CEKMHFBL_03647
OG0000571	BFLDHLJO_01640	CEKMHFBL_02846
OG0000572	BFLDHLJO_01909	CEKMHFBL_03063
OG0000573	BFLDHLJO_02830	CEKMHFBL_00774
OG0000574	BFLDHLJO_00580	CEKMHFBL_04130
OG0000575	BFLDHLJO_00460	CEKMHFBL_00762
OG0000576	BFLDHLJO_00672	CEKMHFBL_02835
OG0000578	BFLDHLJO_03899	CEKMHFBL_01277
OG0000579	BFLDHLJO_02075	CEKMHFBL_00240
OG0000580	BFLDHLJO_03139	CEKMHFBL_02683, CEKMHFBL_04239, CEKMHFBL_01910, CEKMHFBL_02257
OG0000581	BFLDHLJO_01083	CEKMHFBL_01676
OG0000582	BFLDHLJO_03312	CEKMHFBL_01971
OG0000583	BFLDHLJO_00407	CEKMHFBL_03409
OG0000585	BFLDHLJO_02132	CEKMHFBL_03797
OG0000586	BFLDHLJO_02402	CEKMHFBL_02391
OG0000587	BFLDHLJO_01017	CEKMHFBL_02024
OG0000588	BFLDHLJO_01015	CEKMHFBL_02026
OG0000589	BFLDHLJO_03560	CEKMHFBL_02347
OG0000590	BFLDHLJO_02777, BFLDHLJO_02612, BFLDHLJO_03311	CEKMHFBL_02367
OG0000591	BFLDHLJO_02378	CEKMHFBL_03907
OG0000591	BFLDHLJO_03328, BFLDHLJO_02022	CEKMHFBL_03916
OG0000592	BFLDHLJO_01171	CEKMHFBL_01132
OG0000596	BFLDHLJO_02079, BFLDHLJO_00592	CEKMHFBL_02466
OG0000597	BFLDHLJO_01256	CEKMHFBL_00633
OG0000599	BFLDHLJO_03653	CEKMHFBL_01317
OG0000602	BFLDHLJO_00276	CEKMHFBL_01462
OG0000603	BFLDHLJO_02062	CEKMHFBL_03558
OG0000604	BFLDHLJO_02063	CEKMHFBL_03559
OG0000605	BFLDHLJO_01935	CEKMHFBL_01298
OG0000606	BFLDHLJO_01936	CEKMHFBL_01299
OG0000607	BFLDHLJO_01938	CEKMHFBL_01301
OG0000608	BFLDHLJO_01940	CEKMHFBL_01304
OG0000609	BFLDHLJO_01941	CEKMHFBL_01305
OG0000610	BFLDHLJO_01942	CEKMHFBL_01306
OG0000611	BFLDHLJO_01943	CEKMHFBL_01307
OG0000612	BFLDHLJO_01944	CEKMHFBL_01309
OG0000613	BFLDHLJO_01945	CEKMHFBL_01310
OG0000614	BFLDHLJO_01946	CEKMHFBL_01311
OG0000615	BFLDHLJO_01850	CEKMHFBL_01284
OG0000616	BFLDHLJO_01851	CEKMHFBL_01283
OG0000617	BFLDHLJO_01240	CEKMHFBL_02215, CEKMHFBL_00811
OG0000618	BFLDHLJO_02977	CEKMHFBL_01237
OG0000619	BFLDHLJO_02978	CEKMHFBL_01236
OG0000620	BFLDHLJO_02979	CEKMHFBL_01235
OG0000621	BFLDHLJO_01337	CEKMHFBL_03928
OG0000622	BFLDHLJO_01417	CEKMHFBL_02273
OG0000623	BFLDHLJO_02046	CEKMHFBL_03868
OG0000624	BFLDHLJO_02047	CEKMHFBL_03867
OG0000625	BFLDHLJO_02051	CEKMHFBL_03863
OG0000626	BFLDHLJO_02053	CEKMHFBL_03862
OG0000627	BFLDHLJO_02054	CEKMHFBL_03861
OG0000628	BFLDHLJO_02055	CEKMHFBL_03860
OG0000629	BFLDHLJO_02056	CEKMHFBL_03859
OG0000630	BFLDHLJO_04175	CEKMHFBL_03857
OG0000631	BFLDHLJO_04174	CEKMHFBL_03856
OG0000632	BFLDHLJO_04173	CEKMHFBL_03855
OG0000633	BFLDHLJO_04171	CEKMHFBL_03854
OG0000634	BFLDHLJO_04170	CEKMHFBL_03853
OG0000635	BFLDHLJO_01329	CEKMHFBL_03851
OG0000636	BFLDHLJO_03112	CEKMHFBL_03850
OG0000637	BFLDHLJO_03115	CEKMHFBL_03668
OG0000638	BFLDHLJO_03118	CEKMHFBL_00105
OG0000639	BFLDHLJO_03119	CEKMHFBL_00106
OG0000640	BFLDHLJO_03120	CEKMHFBL_00107
OG0000641	BFLDHLJO_03121	CEKMHFBL_00108
OG0000642	BFLDHLJO_03122	CEKMHFBL_00109
OG0000643	BFLDHLJO_03126	CEKMHFBL_00112
OG0000644	BFLDHLJO_01500	CEKMHFBL_01007
OG0000645	BFLDHLJO_01499	CEKMHFBL_01006
OG0000646	BFLDHLJO_01498	CEKMHFBL_01005
OG0000647	BFLDHLJO_01497	CEKMHFBL_01004
OG0000648	BFLDHLJO_01496	CEKMHFBL_01003
OG0000649	BFLDHLJO_01495	CEKMHFBL_01002
OG0000650	BFLDHLJO_01494	CEKMHFBL_01001
OG0000653	BFLDHLJO_03890	CEKMHFBL_01506
OG0000654	BFLDHLJO_03891	CEKMHFBL_01505
OG0000655	BFLDHLJO_03895	CEKMHFBL_01503
OG0000656	BFLDHLJO_03896	CEKMHFBL_01502
OG0000657	BFLDHLJO_03747	CEKMHFBL_01501
OG0000658	BFLDHLJO_03313	CEKMHFBL_01969
OG0000659	BFLDHLJO_02976	CEKMHFBL_01238
OG0000660	BFLDHLJO_02975	CEKMHFBL_01239
OG0000661	BFLDHLJO_02073	CEKMHFBL_00245
OG0000662	BFLDHLJO_03759	CEKMHFBL_01493
OG0000663	BFLDHLJO_03763	CEKMHFBL_01490
OG0000664	BFLDHLJO_03764	CEKMHFBL_01489
OG0000665	BFLDHLJO_03765	CEKMHFBL_01488
OG0000666	BFLDHLJO_03770	CEKMHFBL_01484
OG0000667	BFLDHLJO_03772	CEKMHFBL_01482
OG0000668	BFLDHLJO_03775	CEKMHFBL_01479
OG0000669	BFLDHLJO_03779	CEKMHFBL_01475
OG0000670	BFLDHLJO_03757	CEKMHFBL_01495
OG0000671	BFLDHLJO_01898	CEKMHFBL_01671
OG0000672	BFLDHLJO_01897	CEKMHFBL_01670
OG0000673	BFLDHLJO_00280	CEKMHFBL_01466
OG0000674	BFLDHLJO_00278	CEKMHFBL_01464
OG0000675	BFLDHLJO_00277	CEKMHFBL_01463
OG0000676	BFLDHLJO_03725	CEKMHFBL_04015
OG0000677	BFLDHLJO_03726	CEKMHFBL_04014
OG0000678	BFLDHLJO_03728	CEKMHFBL_04012
OG0000679	BFLDHLJO_03729	CEKMHFBL_04011
OG0000680	BFLDHLJO_03730	CEKMHFBL_04010
OG0000681	BFLDHLJO_03731	CEKMHFBL_04009
OG0000682	BFLDHLJO_03732	CEKMHFBL_04008
OG0000683	BFLDHLJO_03042	CEKMHFBL_03111
OG0000684	BFLDHLJO_03045	CEKMHFBL_03108
OG0000685	BFLDHLJO_03046	CEKMHFBL_03107
OG0000686	BFLDHLJO_03047	CEKMHFBL_03106
OG0000687	BFLDHLJO_01843	CEKMHFBL_00568
OG0000688	BFLDHLJO_03048	CEKMHFBL_03105
OG0000689	BFLDHLJO_03738	CEKMHFBL_04002
OG0000690	BFLDHLJO_03739	CEKMHFBL_04001
OG0000691	BFLDHLJO_03041	CEKMHFBL_03112
OG0000692	BFLDHLJO_01376	CEKMHFBL_01400
OG0000693	BFLDHLJO_01373	CEKMHFBL_01402
OG0000694	BFLDHLJO_01372	CEKMHFBL_01403
OG0000695	BFLDHLJO_01369	CEKMHFBL_01406
OG0000696	BFLDHLJO_04070	CEKMHFBL_01658
OG0000697	BFLDHLJO_01267	CEKMHFBL_01749, CEKMHFBL_01761, CEKMHFBL_01762
OG0000698	BFLDHLJO_00286	CEKMHFBL_01471
OG0000699	BFLDHLJO_00289	CEKMHFBL_01473
OG0000700	BFLDHLJO_01020	CEKMHFBL_01681
OG0000701	BFLDHLJO_02119	CEKMHFBL_03783
OG0000703	BFLDHLJO_03803	CEKMHFBL_02247
OG0000704	BFLDHLJO_03801	CEKMHFBL_02249
OG0000705	BFLDHLJO_03800	CEKMHFBL_02250
OG0000706	BFLDHLJO_01211	CEKMHFBL_00091
OG0000707	BFLDHLJO_01215	CEKMHFBL_00093
OG0000708	BFLDHLJO_01217	CEKMHFBL_00096
OG0000709	BFLDHLJO_03944	CEKMHFBL_00276
OG0000710	BFLDHLJO_02071	CEKMHFBL_03564
OG0000711	BFLDHLJO_01057	CEKMHFBL_02644
OG0000712	BFLDHLJO_01093	CEKMHFBL_02640
OG0000713	BFLDHLJO_01094	CEKMHFBL_02639
OG0000714	BFLDHLJO_03301	CEKMHFBL_03070
OG0000715	BFLDHLJO_03300	CEKMHFBL_03069
OG0000716	BFLDHLJO_01475	CEKMHFBL_01019
OG0000717	BFLDHLJO_01471	CEKMHFBL_01023
OG0000718	BFLDHLJO_00248	CEKMHFBL_00957
OG0000719	BFLDHLJO_00250	CEKMHFBL_00959
OG0000720	BFLDHLJO_03709	CEKMHFBL_01216
OG0000721	BFLDHLJO_03708	CEKMHFBL_01217
OG0000722	BFLDHLJO_03707	CEKMHFBL_01218
OG0000723	BFLDHLJO_03706	CEKMHFBL_01219
OG0000724	BFLDHLJO_03705	CEKMHFBL_01220
OG0000725	BFLDHLJO_03704	CEKMHFBL_01221
OG0000726	BFLDHLJO_03701	CEKMHFBL_01224
OG0000727	BFLDHLJO_02989	CEKMHFBL_01225
OG0000728	BFLDHLJO_02988	CEKMHFBL_01226
OG0000729	BFLDHLJO_02987	CEKMHFBL_01227
OG0000730	BFLDHLJO_02986	CEKMHFBL_01228
OG0000731	BFLDHLJO_02985	CEKMHFBL_01229
OG0000732	BFLDHLJO_02982	CEKMHFBL_01232
OG0000733	BFLDHLJO_02981	CEKMHFBL_01233
OG0000734	BFLDHLJO_02297	CEKMHFBL_01684
OG0000735	BFLDHLJO_02296	CEKMHFBL_04098
OG0000736	BFLDHLJO_02295	CEKMHFBL_03752
OG0000737	BFLDHLJO_02294	CEKMHFBL_00680
OG0000738	BFLDHLJO_02292	CEKMHFBL_00682
OG0000739	BFLDHLJO_02291	CEKMHFBL_00683
OG0000740	BFLDHLJO_02965	CEKMHFBL_02423
OG0000741	BFLDHLJO_02964	CEKMHFBL_02422
OG0000742	BFLDHLJO_04086	CEKMHFBL_02798
OG0000743	BFLDHLJO_00265	CEKMHFBL_02497
OG0000744	BFLDHLJO_00264	CEKMHFBL_02498
OG0000745	BFLDHLJO_00263	CEKMHFBL_02500
OG0000746	BFLDHLJO_00262	CEKMHFBL_02501
OG0000747	BFLDHLJO_00261	CEKMHFBL_02502
OG0000748	BFLDHLJO_00260	CEKMHFBL_02503
OG0000749	BFLDHLJO_00258	CEKMHFBL_02505
OG0000750	BFLDHLJO_02541	CEKMHFBL_01191
OG0000751	BFLDHLJO_03861, BFLDHLJO_03138	CEKMHFBL_02256
OG0000752	BFLDHLJO_01413	CEKMHFBL_01665
OG0000753	BFLDHLJO_03965	CEKMHFBL_03379
OG0000754	BFLDHLJO_03304	CEKMHFBL_03073
OG0000755	BFLDHLJO_03303	CEKMHFBL_03072
OG0000756	BFLDHLJO_03302	CEKMHFBL_03071
OG0000757	BFLDHLJO_04092	CEKMHFBL_02804
OG0000758	BFLDHLJO_03237	CEKMHFBL_04170
OG0000759	BFLDHLJO_03236	CEKMHFBL_04169
OG0000760	BFLDHLJO_03235	CEKMHFBL_04168
OG0000761	BFLDHLJO_00091	CEKMHFBL_01983
OG0000762	BFLDHLJO_00092	CEKMHFBL_01984
OG0000763	BFLDHLJO_00093	CEKMHFBL_01985
OG0000764	BFLDHLJO_04084	CEKMHFBL_01644
OG0000765	BFLDHLJO_04083	CEKMHFBL_01645
OG0000766	BFLDHLJO_04082	CEKMHFBL_01646
OG0000767	BFLDHLJO_04081	CEKMHFBL_01647
OG0000768	BFLDHLJO_04080	CEKMHFBL_01648
OG0000769	BFLDHLJO_04079	CEKMHFBL_01649
OG0000770	BFLDHLJO_04078	CEKMHFBL_01650
OG0000771	BFLDHLJO_04073	CEKMHFBL_01655
OG0000772	BFLDHLJO_04072	CEKMHFBL_01656
OG0000773	BFLDHLJO_01819	CEKMHFBL_00592
OG0000774	BFLDHLJO_01820	CEKMHFBL_00591
OG0000775	BFLDHLJO_03345	CEKMHFBL_03454
OG0000776	BFLDHLJO_03346	CEKMHFBL_03453
OG0000777	BFLDHLJO_01822	CEKMHFBL_00589
OG0000778	BFLDHLJO_01823	CEKMHFBL_00588
OG0000779	BFLDHLJO_01824	CEKMHFBL_00587
OG0000780	BFLDHLJO_01825	CEKMHFBL_00586
OG0000781	BFLDHLJO_03714	CEKMHFBL_01212
OG0000782	BFLDHLJO_03713	CEKMHFBL_01213
OG0000783	BFLDHLJO_03711	CEKMHFBL_01214
OG0000784	BFLDHLJO_03710	CEKMHFBL_01215
OG0000786	BFLDHLJO_03412	CEKMHFBL_00710
OG0000787	BFLDHLJO_04104	CEKMHFBL_02818
OG0000788	BFLDHLJO_03481	CEKMHFBL_00047
OG0000789	BFLDHLJO_02310	CEKMHFBL_01722
OG0000790	BFLDHLJO_02576	CEKMHFBL_01901
OG0000791	BFLDHLJO_02577	CEKMHFBL_01902
OG0000792	BFLDHLJO_02315	CEKMHFBL_03876
OG0000793	BFLDHLJO_00053	CEKMHFBL_02752
OG0000795	BFLDHLJO_01308	CEKMHFBL_02211
OG0000797	BFLDHLJO_00336	CEKMHFBL_02361
OG0000798	BFLDHLJO_00338	CEKMHFBL_02363
OG0000799	BFLDHLJO_00340	CEKMHFBL_02364
OG0000800	BFLDHLJO_00341	CEKMHFBL_02365
OG0000801	BFLDHLJO_00342	CEKMHFBL_00167
OG0000802	BFLDHLJO_01250	CEKMHFBL_02739
OG0000803	BFLDHLJO_01249	CEKMHFBL_02738
OG0000804	BFLDHLJO_01248	CEKMHFBL_02737
OG0000805	BFLDHLJO_01247	CEKMHFBL_02736
OG0000806	BFLDHLJO_01246	CEKMHFBL_02735
OG0000807	BFLDHLJO_01245	CEKMHFBL_02734
OG0000808	BFLDHLJO_01244	CEKMHFBL_02733
OG0000809	BFLDHLJO_01243	CEKMHFBL_02732
OG0000810	BFLDHLJO_02280	CEKMHFBL_00695
OG0000811	BFLDHLJO_02281	CEKMHFBL_00694
OG0000812	BFLDHLJO_02283	CEKMHFBL_00692
OG0000813	BFLDHLJO_02284	CEKMHFBL_00691
OG0000814	BFLDHLJO_00052	CEKMHFBL_02753
OG0000815	BFLDHLJO_00921	CEKMHFBL_00646
OG0000816	BFLDHLJO_00919	CEKMHFBL_00644
OG0000817	BFLDHLJO_00917	CEKMHFBL_00642
OG0000818	BFLDHLJO_03567	CEKMHFBL_03770
OG0000819	BFLDHLJO_03568	CEKMHFBL_03771
OG0000820	BFLDHLJO_03569	CEKMHFBL_03772
OG0000821	BFLDHLJO_03571	CEKMHFBL_03774
OG0000822	BFLDHLJO_03572	CEKMHFBL_03775
OG0000823	BFLDHLJO_03573	CEKMHFBL_03776
OG0000824	BFLDHLJO_03575	CEKMHFBL_03778
OG0000825	BFLDHLJO_02115	CEKMHFBL_03779
OG0000826	BFLDHLJO_02116	CEKMHFBL_03780
OG0000827	BFLDHLJO_02117	CEKMHFBL_03781
OG0000828	BFLDHLJO_00626	CEKMHFBL_03479
OG0000829	BFLDHLJO_00620	CEKMHFBL_03473
OG0000830	BFLDHLJO_00619	CEKMHFBL_03472
OG0000831	BFLDHLJO_02186	CEKMHFBL_02727
OG0000832	BFLDHLJO_01463	CEKMHFBL_04167
OG0000833	BFLDHLJO_02187	CEKMHFBL_00043
OG0000838	BFLDHLJO_02305	CEKMHFBL_03884
OG0000840	BFLDHLJO_02782	CEKMHFBL_02227
OG0000841	BFLDHLJO_02783	CEKMHFBL_02228
OG0000842	BFLDHLJO_02784	CEKMHFBL_02229
OG0000843	BFLDHLJO_00284	CEKMHFBL_01469
OG0000844	BFLDHLJO_04151	CEKMHFBL_01930
OG0000845	BFLDHLJO_00406	CEKMHFBL_03408
OG0000846	BFLDHLJO_00404	CEKMHFBL_03406
OG0000847	BFLDHLJO_00595	CEKMHFBL_03462
OG0000848	BFLDHLJO_03943	CEKMHFBL_00302
OG0000849	BFLDHLJO_03942	CEKMHFBL_00301
OG0000850	BFLDHLJO_03940	CEKMHFBL_00298
OG0000851	BFLDHLJO_03937	CEKMHFBL_00295
OG0000852	BFLDHLJO_00016	CEKMHFBL_02979
OG0000853	BFLDHLJO_02419	CEKMHFBL_00665
OG0000854	BFLDHLJO_01386	CEKMHFBL_01393
OG0000855	BFLDHLJO_01382	CEKMHFBL_01396
OG0000856	BFLDHLJO_01676	CEKMHFBL_01397, CEKMHFBL_03339
OG0000857	BFLDHLJO_01683	CEKMHFBL_01551
OG0000858	BFLDHLJO_02475	CEKMHFBL_00517
OG0000859	BFLDHLJO_02476	CEKMHFBL_00518
OG0000860	BFLDHLJO_02478	CEKMHFBL_03948
OG0000861	BFLDHLJO_02479	CEKMHFBL_01060
OG0000862	BFLDHLJO_02480	CEKMHFBL_01059
OG0000863	BFLDHLJO_02481	CEKMHFBL_01058
OG0000864	BFLDHLJO_02482	CEKMHFBL_01057
OG0000865	BFLDHLJO_02483	CEKMHFBL_01056
OG0000866	BFLDHLJO_02484	CEKMHFBL_01055
OG0000867	BFLDHLJO_02485	CEKMHFBL_01054
OG0000868	BFLDHLJO_02486	CEKMHFBL_01053
OG0000869	BFLDHLJO_02487	CEKMHFBL_01052
OG0000870	BFLDHLJO_02490	CEKMHFBL_04079
OG0000871	BFLDHLJO_02492	CEKMHFBL_02465
OG0000872	BFLDHLJO_02494	CEKMHFBL_02463
OG0000873	BFLDHLJO_02500	CEKMHFBL_02458
OG0000874	BFLDHLJO_02501	CEKMHFBL_02457
OG0000875	BFLDHLJO_02502	CEKMHFBL_02456
OG0000876	BFLDHLJO_02503	CEKMHFBL_02455
OG0000877	BFLDHLJO_02504	CEKMHFBL_02454
OG0000878	BFLDHLJO_02505	CEKMHFBL_02453
OG0000879	BFLDHLJO_02508	CEKMHFBL_02450
OG0000880	BFLDHLJO_00446	CEKMHFBL_00550
OG0000881	BFLDHLJO_01606	CEKMHFBL_00274
OG0000882	BFLDHLJO_02623	CEKMHFBL_00273
OG0000883	BFLDHLJO_02317	CEKMHFBL_03873
OG0000884	BFLDHLJO_01653	CEKMHFBL_00438
OG0000885	BFLDHLJO_01654	CEKMHFBL_00439
OG0000886	BFLDHLJO_01655	CEKMHFBL_00440
OG0000887	BFLDHLJO_01656	CEKMHFBL_00441
OG0000888	BFLDHLJO_01663	CEKMHFBL_00444
OG0000889	BFLDHLJO_01664	CEKMHFBL_00445
OG0000890	BFLDHLJO_00511	CEKMHFBL_03272
OG0000891	BFLDHLJO_00510	CEKMHFBL_03271
OG0000892	BFLDHLJO_00509	CEKMHFBL_03270
OG0000893	BFLDHLJO_00508	CEKMHFBL_03268
OG0000894	BFLDHLJO_00945	CEKMHFBL_00482
OG0000895	BFLDHLJO_00946	CEKMHFBL_00481
OG0000896	BFLDHLJO_00947	CEKMHFBL_00480
OG0000897	BFLDHLJO_02914	CEKMHFBL_03245
OG0000898	BFLDHLJO_00887	CEKMHFBL_00758
OG0000899	BFLDHLJO_00888	CEKMHFBL_00760
OG0000900	BFLDHLJO_04077	CEKMHFBL_01651
OG0000901	BFLDHLJO_02542	CEKMHFBL_01190
OG0000902	BFLDHLJO_02973	CEKMHFBL_01243
OG0000903	BFLDHLJO_03000	CEKMHFBL_03580
OG0000904	BFLDHLJO_02971	CEKMHFBL_01245
OG0000905	BFLDHLJO_02972	CEKMHFBL_01244
OG0000906	BFLDHLJO_02712	CEKMHFBL_03966
