Orthogroup	GCA_003332265.1	GCA_000310125.2
OG0000265	BFLDHLJO_00735	lcl|AMXB01000006.1_prot_ENO82233.1_837
OG0000266	BFLDHLJO_01194	lcl|AMXB01000051.1_prot_ENO75564.1_3873
OG0000267	BFLDHLJO_02080	lcl|AMXB01000034.1_prot_ENO77041.1_3276
OG0000268	BFLDHLJO_01424, BFLDHLJO_03975	lcl|AMXB01000013.1_prot_ENO81212.1_1750
OG0000269	BFLDHLJO_00310	lcl|AMXB01000013.1_prot_ENO81217.1_1755
OG0000270	BFLDHLJO_00316	lcl|AMXB01000013.1_prot_ENO81223.1_1761
OG0000272	BFLDHLJO_01629	lcl|AMXB01000017.1_prot_ENO80757.1_2154
OG0000273	BFLDHLJO_02536	lcl|AMXB01000004.1_prot_ENO82663.1_622
OG0000274	BFLDHLJO_01679	lcl|AMXB01000012.1_prot_ENO81374.1_1677, lcl|AMXB01000026.1_prot_ENO78514.1_2857
OG0000275	BFLDHLJO_03690	lcl|AMXB01000005.1_prot_ENO82389.1_684
OG0000276	BFLDHLJO_01334	lcl|AMXB01000010.1_prot_ENO81722.1_1490
OG0000277	BFLDHLJO_02390	lcl|AMXB01000010.1_prot_ENO81595.1_1363
OG0000277	BFLDHLJO_02391	lcl|AMXB01000040.1_prot_ENO76361.1_3566
OG0000278	BFLDHLJO_01907	lcl|AMXB01000013.1_prot_ENO81274.1_1812, lcl|AMXB01000009.1_prot_ENO81782.1_1273
OG0000283	BFLDHLJO_03293	lcl|AMXB01000009.1_prot_ENO81774.1_1265, lcl|AMXB01000030.1_prot_ENO77561.1_3062, lcl|AMXB01000001.1_prot_ENO83245.1_118
OG0000284	BFLDHLJO_03784	lcl|AMXB01000002.1_prot_ENO83035.1_295
OG0000285	BFLDHLJO_03783	lcl|AMXB01000002.1_prot_ENO83034.1_294
OG0000286	BFLDHLJO_02015	lcl|AMXB01000051.1_prot_ENO75553.1_3862
OG0000290	BFLDHLJO_01399, BFLDHLJO_01717	lcl|AMXB01000003.1_prot_ENO82855.1_497
OG0000292	BFLDHLJO_01794	lcl|AMXB01000037.1_prot_ENO76691.1_3430
OG0000295	BFLDHLJO_01014	lcl|AMXB01000053.1_prot_ENO75482.1_3924, lcl|AMXB01000019.1_prot_ENO80630.1_2348, lcl|AMXB01000004.1_prot_ENO82701.1_660, lcl|AMXB01000025.1_prot_ENO78722.1_2747
OG0000296	BFLDHLJO_02702	lcl|AMXB01000051.1_prot_ENO75569.1_3878
OG0000298	BFLDHLJO_02595, BFLDHLJO_01861	lcl|AMXB01000006.1_prot_ENO82235.1_839
OG0000299	BFLDHLJO_02594, BFLDHLJO_01860	lcl|AMXB01000006.1_prot_ENO82234.1_838
OG0000300	BFLDHLJO_00836, BFLDHLJO_03693	lcl|AMXB01000006.1_prot_ENO82290.1_894
OG0000301	BFLDHLJO_03824, BFLDHLJO_02429	lcl|AMXB01000009.1_prot_ENO81793.1_1284
OG0000303	BFLDHLJO_03253, BFLDHLJO_03602	lcl|AMXB01000072.1_prot_ENO74749.1_4177, lcl|AMXB01000028.1_prot_ENO77990.1_2938
OG0000305	BFLDHLJO_00590, BFLDHLJO_00489, BFLDHLJO_01796, BFLDHLJO_03933	lcl|AMXB01000051.1_prot_ENO75559.1_3868
OG0000306	BFLDHLJO_03910	lcl|AMXB01000031.1_prot_ENO77406.1_3140
OG0000307	BFLDHLJO_02457	lcl|AMXB01000070.1_prot_ENO74814.1_4158, lcl|AMXB01000014.1_prot_ENO81101.1_1865
OG0000309	BFLDHLJO_01118	lcl|AMXB01000011.1_prot_ENO81524.1_1580
OG0000311	BFLDHLJO_01931	lcl|AMXB01000020.1_prot_ENO80545.1_2427
OG0000312	BFLDHLJO_01939	lcl|AMXB01000020.1_prot_ENO80550.1_2432
OG0000313	BFLDHLJO_02057	lcl|AMXB01000008.1_prot_ENO81939.1_1167
OG0000314	BFLDHLJO_01328	lcl|AMXB01000008.1_prot_ENO81948.1_1176
OG0000315	BFLDHLJO_01062	lcl|AMXB01000076.1_prot_ENO74644.1_4215
OG0000316	BFLDHLJO_03116	lcl|AMXB01000075.1_prot_ENO74655.1_4207
OG0000317	BFLDHLJO_03117	lcl|AMXB01000018.1_prot_ENO80696.1_2254
OG0000318	BFLDHLJO_03127	lcl|AMXB01000017.1_prot_ENO80795.1_2192
OG0000319	BFLDHLJO_00876	lcl|AMXB01000010.1_prot_ENO81620.1_1388
OG0000320	BFLDHLJO_03650	lcl|AMXB01000003.1_prot_ENO82812.1_454, lcl|AMXB01000009.1_prot_ENO81844.1_1335
OG0000321	BFLDHLJO_03760	lcl|AMXB01000008.1_prot_ENO81887.1_1115
OG0000322	BFLDHLJO_03762, BFLDHLJO_00713	lcl|AMXB01000008.1_prot_ENO81889.1_1117
OG0000323	BFLDHLJO_03771	lcl|AMXB01000003.1_prot_ENO82806.1_448
OG0000324	BFLDHLJO_03774	lcl|AMXB01000003.1_prot_ENO82803.1_445
OG0000326	BFLDHLJO_00275	lcl|AMXB01000009.1_prot_ENO81825.1_1316, lcl|AMXB01000064.1_prot_ENO74982.1_4073
OG0000327	BFLDHLJO_03724	lcl|AMXB01000003.1_prot_ENO82744.1_386
OG0000328	BFLDHLJO_03727	lcl|AMXB01000003.1_prot_ENO82747.1_389
OG0000329	BFLDHLJO_01197	lcl|AMXB01000004.1_prot_ENO82603.1_562
OG0000330	BFLDHLJO_01371	lcl|AMXB01000004.1_prot_ENO82635.1_594
OG0000331	BFLDHLJO_01370	lcl|AMXB01000004.1_prot_ENO82636.1_595
OG0000332	BFLDHLJO_00287	lcl|AMXB01000001.1_prot_ENO83163.1_36, lcl|AMXB01000004.1_prot_ENO82645.1_604
OG0000333	BFLDHLJO_00932	lcl|AMXB01000008.1_prot_ENO81895.1_1123
OG0000334	BFLDHLJO_00931	lcl|AMXB01000008.1_prot_ENO81896.1_1124
OG0000335	BFLDHLJO_02954	lcl|AMXB01000034.1_prot_ENO77065.1_3300
OG0000336	BFLDHLJO_00918	lcl|AMXB01000062.1_prot_ENO75066.1_4047
OG0000337	BFLDHLJO_03802	lcl|AMXB01000002.1_prot_ENO83087.1_347
OG0000338	BFLDHLJO_01214	lcl|AMXB01000009.1_prot_ENO81813.1_1304, lcl|AMXB01000012.1_prot_ENO81332.1_1635
OG0000339	BFLDHLJO_02070	lcl|AMXB01000009.1_prot_ENO81831.1_1322
OG0000340	BFLDHLJO_02069	lcl|AMXB01000009.1_prot_ENO81834.1_1325
OG0000341	BFLDHLJO_01468	lcl|AMXB01000017.1_prot_ENO80755.1_2152, lcl|AMXB01000014.1_prot_ENO81106.1_1870
OG0000342	BFLDHLJO_00249	lcl|AMXB01000017.1_prot_ENO80772.1_2169
OG0000343	BFLDHLJO_02980	lcl|AMXB01000012.1_prot_ENO81347.1_1650, lcl|AMXB01000003.1_prot_ENO82788.1_430
OG0000344	BFLDHLJO_00266	lcl|AMXB01000031.1_prot_ENO77382.1_3116
OG0000345	BFLDHLJO_00259	lcl|AMXB01000054.1_prot_ENO75434.1_3951
OG0000346	BFLDHLJO_01414	lcl|AMXB01000020.1_prot_ENO80528.1_2410, lcl|AMXB01000019.1_prot_ENO80639.1_2357
OG0000347	BFLDHLJO_00086	lcl|AMXB01000006.1_prot_ENO82341.1_945, lcl|AMXB01000003.1_prot_ENO82844.1_486
OG0000348	BFLDHLJO_01594, BFLDHLJO_01973	lcl|AMXB01000035.1_prot_ENO76919.1_3329
OG0000349	BFLDHLJO_04071, BFLDHLJO_04141	lcl|AMXB01000004.1_prot_ENO82665.1_624
OG0000351	BFLDHLJO_03715	lcl|AMXB01000008.1_prot_ENO81965.1_1193
OG0000353	BFLDHLJO_01810	lcl|AMXB01000076.1_prot_ENO74646.1_4217
OG0000354	BFLDHLJO_01812	lcl|AMXB01000074.1_prot_ENO74677.1_4192
OG0000355	BFLDHLJO_01813	lcl|AMXB01000012.1_prot_ENO81419.1_1722, lcl|AMXB01000048.1_prot_ENO75758.1_3808
OG0000356	BFLDHLJO_04105	lcl|AMXB01000002.1_prot_ENO82997.1_257, lcl|AMXB01000009.1_prot_ENO81777.1_1268
OG0000358	BFLDHLJO_00129	lcl|AMXB01000002.1_prot_ENO83062.1_322
OG0000359	BFLDHLJO_03445, BFLDHLJO_04134	lcl|AMXB01000015.1_prot_ENO81020.1_1992
OG0000360	BFLDHLJO_00332	lcl|AMXB01000003.1_prot_ENO82764.1_406
OG0000361	BFLDHLJO_02276	lcl|AMXB01000002.1_prot_ENO82935.1_195
OG0000362	BFLDHLJO_02277	lcl|AMXB01000002.1_prot_ENO82934.1_194
OG0000363	BFLDHLJO_02278	lcl|AMXB01000002.1_prot_ENO82933.1_193
OG0000364	BFLDHLJO_02279	lcl|AMXB01000002.1_prot_ENO82932.1_192
OG0000365	BFLDHLJO_03570	lcl|AMXB01000009.1_prot_ENO81784.1_1275, lcl|AMXB01000005.1_prot_ENO82453.1_748
OG0000366	BFLDHLJO_03574	lcl|AMXB01000005.1_prot_ENO82449.1_744
OG0000367	BFLDHLJO_00625	lcl|AMXB01000039.1_prot_ENO76463.1_3539
OG0000368	BFLDHLJO_00623	lcl|AMXB01000058.1_prot_ENO75231.1_4002
OG0000369	BFLDHLJO_00622	lcl|AMXB01000035.1_prot_ENO76952.1_3362, lcl|AMXB01000039.1_prot_ENO76464.1_3540
OG0000370	BFLDHLJO_02185	lcl|AMXB01000015.1_prot_ENO81002.1_1974, lcl|AMXB01000036.1_prot_ENO76795.1_3366
OG0000373	BFLDHLJO_02304	lcl|AMXB01000039.1_prot_ENO76451.1_3527
OG0000374	BFLDHLJO_04154	lcl|AMXB01000001.1_prot_ENO83268.1_141
OG0000375	BFLDHLJO_03941	lcl|AMXB01000005.1_prot_ENO82477.1_772, lcl|AMXB01000012.1_prot_ENO81412.1_1715
OG0000376	BFLDHLJO_03815	lcl|AMXB01000001.1_prot_ENO83214.1_87
OG0000377	BFLDHLJO_03814	lcl|AMXB01000001.1_prot_ENO83215.1_88
OG0000378	BFLDHLJO_03813	lcl|AMXB01000001.1_prot_ENO83216.1_89
OG0000379	BFLDHLJO_02418	lcl|AMXB01000001.1_prot_ENO83218.1_91
OG0000380	BFLDHLJO_02488	lcl|AMXB01000021.1_prot_ENO80042.1_2488
OG0000381	BFLDHLJO_02496	lcl|AMXB01000021.1_prot_ENO80033.1_2479
OG0000382	BFLDHLJO_02498	lcl|AMXB01000021.1_prot_ENO80031.1_2477
OG0000383	BFLDHLJO_02499	lcl|AMXB01000021.1_prot_ENO80030.1_2476
OG0000384	BFLDHLJO_02509	lcl|AMXB01000021.1_prot_ENO80021.1_2467
OG0000385	BFLDHLJO_01139	lcl|AMXB01000021.1_prot_ENO80016.1_2462
OG0000386	BFLDHLJO_01662	lcl|AMXB01000007.1_prot_ENO82149.1_1068, lcl|AMXB01000028.1_prot_ENO78036.1_2984
OG0000387	BFLDHLJO_00665	lcl|AMXB01000002.1_prot_ENO83079.1_339
OG0000388	BFLDHLJO_01986	lcl|AMXB01000007.1_prot_ENO82185.1_1104
OG0000389	BFLDHLJO_01987	lcl|AMXB01000021.1_prot_ENO80071.1_2517
OG0000390	BFLDHLJO_00224	lcl|AMXB01000011.1_prot_ENO81466.1_1522
OG0000391	BFLDHLJO_03414	lcl|AMXB01000077.1_prot_ENO74626.1_4221
OG0000392	BFLDHLJO_00673	lcl|AMXB01000001.1_prot_ENO83209.1_82
OG0000395	BFLDHLJO_00015	lcl|AMXB01000029.1_prot_ENO77760.1_3017
OG0000396	BFLDHLJO_01901	lcl|AMXB01000022.1_prot_ENO79631.1_2568
OG0000397	BFLDHLJO_02388	lcl|AMXB01000017.1_prot_ENO80799.1_2196
OG0000398	BFLDHLJO_01650	lcl|AMXB01000001.1_prot_ENO83169.1_42
OG0000399	BFLDHLJO_00627	lcl|AMXB01000024.1_prot_ENO79014.1_2698, lcl|AMXB01000016.1_prot_ENO80857.1_2050
OG0000400	BFLDHLJO_02408	lcl|AMXB01000022.1_prot_ENO79620.1_2557
OG0000402	BFLDHLJO_02406	lcl|AMXB01000015.1_prot_ENO81008.1_1980
OG0000403	BFLDHLJO_02405	lcl|AMXB01000022.1_prot_ENO79619.1_2556
OG0000405	BFLDHLJO_01104	lcl|AMXB01000022.1_prot_ENO79608.1_2545
OG0000406	BFLDHLJO_01537	lcl|AMXB01000030.1_prot_ENO77592.1_3093, lcl|AMXB01000022.1_prot_ENO79589.1_2526
OG0000407	BFLDHLJO_01539	lcl|AMXB01000022.1_prot_ENO79588.1_2525, lcl|AMXB01000030.1_prot_ENO77595.1_3096
OG0000408	BFLDHLJO_01544	lcl|AMXB01000011.1_prot_ENO81561.1_1617
OG0000409	BFLDHLJO_01545	lcl|AMXB01000011.1_prot_ENO81560.1_1616
OG0000410	BFLDHLJO_01548	lcl|AMXB01000011.1_prot_ENO81559.1_1615
OG0000411	BFLDHLJO_01550	lcl|AMXB01000011.1_prot_ENO81558.1_1614
OG0000412	BFLDHLJO_01551	lcl|AMXB01000011.1_prot_ENO81557.1_1613
OG0000413	BFLDHLJO_01552	lcl|AMXB01000011.1_prot_ENO81556.1_1612
OG0000414	BFLDHLJO_01555	lcl|AMXB01000034.1_prot_ENO77042.1_3277
OG0000415	BFLDHLJO_01557	lcl|AMXB01000018.1_prot_ENO80675.1_2233
OG0000416	BFLDHLJO_04038	lcl|AMXB01000033.1_prot_ENO77208.1_3259
OG0000417	BFLDHLJO_00754	lcl|AMXB01000039.1_prot_ENO76468.1_3544
OG0000418	BFLDHLJO_00302	lcl|AMXB01000022.1_prot_ENO79624.1_2561
OG0000419	BFLDHLJO_00306	lcl|AMXB01000032.1_prot_ENO77281.1_3215
OG0000420	BFLDHLJO_01435	lcl|AMXB01000004.1_prot_ENO82610.1_569
OG0000421	BFLDHLJO_01448, BFLDHLJO_03100	lcl|AMXB01000004.1_prot_ENO82623.1_582
OG0000422	BFLDHLJO_01504	lcl|AMXB01000011.1_prot_ENO81438.1_1494
OG0000423	BFLDHLJO_03723	lcl|AMXB01000003.1_prot_ENO82753.1_395, lcl|AMXB01000001.1_prot_ENO83229.1_102
OG0000424	BFLDHLJO_03656	lcl|AMXB01000011.1_prot_ENO81499.1_1555
OG0000425	BFLDHLJO_03489	lcl|AMXB01000052.1_prot_ENO75511.1_3902
OG0000427	BFLDHLJO_03286	lcl|AMXB01000013.1_prot_ENO81289.1_1827
OG0000428	BFLDHLJO_03285	lcl|AMXB01000013.1_prot_ENO81290.1_1828
OG0000429	BFLDHLJO_03284	lcl|AMXB01000013.1_prot_ENO81291.1_1829
OG0000430	BFLDHLJO_03342, BFLDHLJO_03272	lcl|AMXB01000068.1_prot_ENO74855.1_4121
OG0000431	BFLDHLJO_03350	lcl|AMXB01000068.1_prot_ENO74864.1_4130
OG0000432	BFLDHLJO_03355	lcl|AMXB01000078.1_prot_ENO74603.1_4223
OG0000433	BFLDHLJO_03058	lcl|AMXB01000035.1_prot_ENO76923.1_3333
OG0000434	BFLDHLJO_03071	lcl|AMXB01000027.1_prot_ENO78234.1_2870
OG0000435	BFLDHLJO_00960	lcl|AMXB01000035.1_prot_ENO76927.1_3337, lcl|AMXB01000024.1_prot_ENO78995.1_2679
OG0000436	BFLDHLJO_00976	lcl|AMXB01000032.1_prot_ENO77257.1_3191, lcl|AMXB01000026.1_prot_ENO78497.1_2840
OG0000437	BFLDHLJO_00977	lcl|AMXB01000032.1_prot_ENO77256.1_3190
OG0000438	BFLDHLJO_00978	lcl|AMXB01000032.1_prot_ENO77255.1_3189
OG0000440	BFLDHLJO_00024	lcl|AMXB01000039.1_prot_ENO76456.1_3532
OG0000441	BFLDHLJO_01733	lcl|AMXB01000001.1_prot_ENO83183.1_56
OG0000442	BFLDHLJO_02381	lcl|AMXB01000015.1_prot_ENO81029.1_2001, lcl|AMXB01000001.1_prot_ENO83177.1_50
OG0000443	BFLDHLJO_01294	lcl|AMXB01000005.1_prot_ENO82399.1_694
OG0000445	BFLDHLJO_00057	lcl|AMXB01000010.1_prot_ENO81673.1_1441
OG0000446	BFLDHLJO_04074	lcl|AMXB01000065.1_prot_ENO74956.1_4093
OG0000447	BFLDHLJO_00658	lcl|AMXB01000010.1_prot_ENO81657.1_1425
OG0000448	BFLDHLJO_00952	lcl|AMXB01000006.1_prot_ENO82221.1_825
OG0000449	BFLDHLJO_02293	lcl|AMXB01000029.1_prot_ENO77778.1_3035
OG0000450	BFLDHLJO_02710	lcl|AMXB01000007.1_prot_ENO82107.1_1026
OG0000451	BFLDHLJO_00011	lcl|AMXB01000030.1_prot_ENO77598.1_3099, lcl|AMXB01000030.1_prot_ENO77600.1_3101, lcl|AMXB01000007.1_prot_ENO82101.1_1020
OG0000452	BFLDHLJO_00064	lcl|AMXB01000001.1_prot_ENO83205.1_78
OG0000453	BFLDHLJO_03004	lcl|AMXB01000001.1_prot_ENO83204.1_77
OG0000454	BFLDHLJO_03005, BFLDHLJO_04118	lcl|AMXB01000001.1_prot_ENO83203.1_76
OG0000455	BFLDHLJO_00060	lcl|AMXB01000001.1_prot_ENO83201.1_74
OG0000456	BFLDHLJO_00059	lcl|AMXB01000007.1_prot_ENO82110.1_1029
OG0000458	BFLDHLJO_01693	lcl|AMXB01000039.1_prot_ENO76454.1_3530
OG0000459	BFLDHLJO_03132, BFLDHLJO_00504	lcl|AMXB01000002.1_prot_ENO82990.1_250
OG0000461	BFLDHLJO_03834	lcl|AMXB01000008.1_prot_ENO81995.1_1223, lcl|AMXB01000002.1_prot_ENO83001.1_261
OG0000463	BFLDHLJO_01602, BFLDHLJO_01601	lcl|AMXB01000011.1_prot_ENO81472.1_1528
OG0000464	BFLDHLJO_02997	lcl|AMXB01000011.1_prot_ENO81530.1_1586
OG0000465	BFLDHLJO_03156	lcl|AMXB01000012.1_prot_ENO81326.1_1629, lcl|AMXB01000018.1_prot_ENO80678.1_2236
OG0000466	BFLDHLJO_01828	lcl|AMXB01000015.1_prot_ENO81031.1_2003, lcl|AMXB01000018.1_prot_ENO80706.1_2264
OG0000467	BFLDHLJO_04037	lcl|AMXB01000008.1_prot_ENO81968.1_1196
OG0000468	BFLDHLJO_01344	lcl|AMXB01000008.1_prot_ENO81969.1_1197, lcl|AMXB01000011.1_prot_ENO81459.1_1515
OG0000469	BFLDHLJO_00257	lcl|AMXB01000017.1_prot_ENO80765.1_2162
OG0000470	BFLDHLJO_04018	lcl|AMXB01000031.1_prot_ENO77379.1_3113
OG0000471	BFLDHLJO_02241	lcl|AMXB01000003.1_prot_ENO82787.1_429
OG0000472	BFLDHLJO_02247	lcl|AMXB01000003.1_prot_ENO82773.1_415
OG0000473	BFLDHLJO_01910	lcl|AMXB01000051.1_prot_ENO75552.1_3861
OG0000474	BFLDHLJO_01868	lcl|AMXB01000022.1_prot_ENO79629.1_2566
OG0000475	BFLDHLJO_00668	lcl|AMXB01000016.1_prot_ENO80908.1_2101
OG0000476	BFLDHLJO_01430	lcl|AMXB01000013.1_prot_ENO81188.1_1726
OG0000477	BFLDHLJO_00966	lcl|AMXB01000035.1_prot_ENO76940.1_3350
OG0000478	BFLDHLJO_00965	lcl|AMXB01000035.1_prot_ENO76939.1_3349
OG0000479	BFLDHLJO_02543	lcl|AMXB01000007.1_prot_ENO82159.1_1078
OG0000480	BFLDHLJO_00913	lcl|AMXB01000058.1_prot_ENO75228.1_3999
OG0000481	BFLDHLJO_00912, BFLDHLJO_04144	lcl|AMXB01000058.1_prot_ENO75229.1_4000
OG0000483	BFLDHLJO_03818	lcl|AMXB01000040.1_prot_ENO76364.1_3569
OG0000484	BFLDHLJO_03817	lcl|AMXB01000040.1_prot_ENO76366.1_3571
OG0000485	BFLDHLJO_03816	lcl|AMXB01000040.1_prot_ENO76368.1_3573
OG0000487	BFLDHLJO_01457	lcl|AMXB01000003.1_prot_ENO82774.1_416
OG0000488	BFLDHLJO_01453	lcl|AMXB01000062.1_prot_ENO75076.1_4057, lcl|AMXB01000052.1_prot_ENO75520.1_3911
OG0000489	BFLDHLJO_03144	lcl|AMXB01000001.1_prot_ENO83237.1_110
OG0000490	BFLDHLJO_02928	lcl|AMXB01000001.1_prot_ENO83236.1_109
OG0000491	BFLDHLJO_02927	lcl|AMXB01000001.1_prot_ENO83235.1_108
OG0000492	BFLDHLJO_02926	lcl|AMXB01000001.1_prot_ENO83234.1_107
OG0000493	BFLDHLJO_02925	lcl|AMXB01000001.1_prot_ENO83233.1_106
OG0000494	BFLDHLJO_01892	lcl|AMXB01000010.1_prot_ENO81702.1_1470
OG0000495	BFLDHLJO_02163	lcl|AMXB01000065.1_prot_ENO74958.1_4095
OG0000496	BFLDHLJO_01617	lcl|AMXB01000032.1_prot_ENO77276.1_3210
OG0000498	BFLDHLJO_01949	lcl|AMXB01000014.1_prot_ENO81085.1_1849, lcl|AMXB01000011.1_prot_ENO81538.1_1594
OG0000499	BFLDHLJO_04017	lcl|AMXB01000027.1_prot_ENO78269.1_2905
OG0000500	BFLDHLJO_03287	lcl|AMXB01000013.1_prot_ENO81272.1_1810
OG0000501	BFLDHLJO_03973	lcl|AMXB01000013.1_prot_ENO81280.1_1818, lcl|AMXB01000013.1_prot_ENO81271.1_1809
OG0000502	BFLDHLJO_00955	lcl|AMXB01000003.1_prot_ENO82839.1_481, lcl|AMXB01000003.1_prot_ENO82840.1_482
OG0000503	BFLDHLJO_02703	lcl|AMXB01000013.1_prot_ENO81239.1_1777
OG0000504	BFLDHLJO_02705	lcl|AMXB01000008.1_prot_ENO81947.1_1175
OG0000505	BFLDHLJO_03427	lcl|AMXB01000005.1_prot_ENO82379.1_674
OG0000506	BFLDHLJO_02889, BFLDHLJO_02081	lcl|AMXB01000011.1_prot_ENO81552.1_1608
OG0000507	BFLDHLJO_02089	lcl|AMXB01000011.1_prot_ENO81547.1_1603
OG0000508	BFLDHLJO_02090	lcl|AMXB01000011.1_prot_ENO81546.1_1602
OG0000509	BFLDHLJO_02091	lcl|AMXB01000011.1_prot_ENO81545.1_1601
OG0000510	BFLDHLJO_02092	lcl|AMXB01000011.1_prot_ENO81544.1_1600
OG0000511	BFLDHLJO_00885	lcl|AMXB01000012.1_prot_ENO81415.1_1718, lcl|AMXB01000006.1_prot_ENO82215.1_819
OG0000512	BFLDHLJO_00311	lcl|AMXB01000013.1_prot_ENO81218.1_1756
OG0000513	BFLDHLJO_00312	lcl|AMXB01000013.1_prot_ENO81219.1_1757
OG0000514	BFLDHLJO_00313	lcl|AMXB01000013.1_prot_ENO81220.1_1758
OG0000515	BFLDHLJO_00314	lcl|AMXB01000013.1_prot_ENO81221.1_1759
OG0000516	BFLDHLJO_00315	lcl|AMXB01000013.1_prot_ENO81222.1_1760
OG0000517	BFLDHLJO_00318	lcl|AMXB01000013.1_prot_ENO81225.1_1763
OG0000518	BFLDHLJO_00320	lcl|AMXB01000013.1_prot_ENO81226.1_1764
OG0000519	BFLDHLJO_00321	lcl|AMXB01000013.1_prot_ENO81227.1_1765
OG0000520	BFLDHLJO_00322	lcl|AMXB01000013.1_prot_ENO81228.1_1766
OG0000521	BFLDHLJO_01923	lcl|AMXB01000034.1_prot_ENO77049.1_3284
OG0000522	BFLDHLJO_02799	lcl|AMXB01000010.1_prot_ENO81683.1_1451
OG0000523	BFLDHLJO_02800	lcl|AMXB01000010.1_prot_ENO81682.1_1450
OG0000524	BFLDHLJO_02801	lcl|AMXB01000010.1_prot_ENO81681.1_1449
OG0000525	BFLDHLJO_02802	lcl|AMXB01000010.1_prot_ENO81680.1_1448
OG0000526	BFLDHLJO_02803	lcl|AMXB01000010.1_prot_ENO81679.1_1447
OG0000527	BFLDHLJO_02804	lcl|AMXB01000010.1_prot_ENO81678.1_1446
OG0000528	BFLDHLJO_02805	lcl|AMXB01000010.1_prot_ENO81677.1_1445
OG0000529	BFLDHLJO_03437	lcl|AMXB01000010.1_prot_ENO81674.1_1442
OG0000531	BFLDHLJO_03525	lcl|AMXB01000029.1_prot_ENO77748.1_3005
OG0000532	BFLDHLJO_00201	lcl|AMXB01000025.1_prot_ENO78711.1_2736, lcl|AMXB01000006.1_prot_ENO82340.1_944
OG0000533	BFLDHLJO_00199	lcl|AMXB01000016.1_prot_ENO80841.1_2034
OG0000534	BFLDHLJO_02573	lcl|AMXB01000029.1_prot_ENO77791.1_3048
OG0000535	BFLDHLJO_00942	lcl|AMXB01000029.1_prot_ENO77758.1_3015
OG0000536	BFLDHLJO_00905	lcl|AMXB01000027.1_prot_ENO78228.1_2864, lcl|AMXB01000020.1_prot_ENO80566.1_2448
OG0000537	BFLDHLJO_04015, BFLDHLJO_03863	lcl|AMXB01000003.1_prot_ENO82790.1_432
OG0000538	BFLDHLJO_03866	lcl|AMXB01000027.1_prot_ENO78262.1_2898
OG0000539	BFLDHLJO_01018	lcl|AMXB01000048.1_prot_ENO75736.1_3786
OG0000540	BFLDHLJO_01235	lcl|AMXB01000002.1_prot_ENO82985.1_245
OG0000541	BFLDHLJO_01233	lcl|AMXB01000002.1_prot_ENO82983.1_243
OG0000542	BFLDHLJO_00401, BFLDHLJO_00712	lcl|AMXB01000022.1_prot_ENO79646.1_2583
OG0000543	BFLDHLJO_00398	lcl|AMXB01000002.1_prot_ENO82966.1_226
OG0000544	BFLDHLJO_00397	lcl|AMXB01000002.1_prot_ENO82965.1_225
OG0000545	BFLDHLJO_00073	lcl|AMXB01000047.1_prot_ENO75812.1_3771, lcl|AMXB01000040.1_prot_ENO76350.1_3555
OG0000546	BFLDHLJO_00069	lcl|AMXB01000040.1_prot_ENO76347.1_3552, lcl|AMXB01000065.1_prot_ENO74950.1_4087
OG0000547	BFLDHLJO_00068	lcl|AMXB01000040.1_prot_ENO76346.1_3551
OG0000548	BFLDHLJO_01962	lcl|AMXB01000010.1_prot_ENO81717.1_1485
OG0000549	BFLDHLJO_01336	lcl|AMXB01000010.1_prot_ENO81720.1_1488
OG0000550	BFLDHLJO_01335	lcl|AMXB01000010.1_prot_ENO81721.1_1489
OG0000551	BFLDHLJO_01509	lcl|AMXB01000010.1_prot_ENO81723.1_1491
OG0000552	BFLDHLJO_03104	lcl|AMXB01000004.1_prot_ENO82626.1_585
OG0000553	BFLDHLJO_03105	lcl|AMXB01000004.1_prot_ENO82627.1_586
OG0000554	BFLDHLJO_03106	lcl|AMXB01000004.1_prot_ENO82628.1_587
OG0000555	BFLDHLJO_03107	lcl|AMXB01000004.1_prot_ENO82629.1_588
OG0000556	BFLDHLJO_02018	lcl|AMXB01000075.1_prot_ENO74650.1_4202, lcl|AMXB01000087.1_prot_ENO74492.1_4245
OG0000557	BFLDHLJO_03413, BFLDHLJO_03490	lcl|AMXB01000052.1_prot_ENO75512.1_3903
OG0000558	BFLDHLJO_03497	lcl|AMXB01000017.1_prot_ENO80770.1_2167, lcl|AMXB01000042.1_prot_ENO76227.1_3644
OG0000559	BFLDHLJO_03498	lcl|AMXB01000042.1_prot_ENO76226.1_3643, lcl|AMXB01000017.1_prot_ENO80769.1_2166
OG0000560	BFLDHLJO_02266	lcl|AMXB01000015.1_prot_ENO81037.1_2009, lcl|AMXB01000015.1_prot_ENO81036.1_2008
OG0000561	BFLDHLJO_03158	lcl|AMXB01000011.1_prot_ENO81502.1_1558, lcl|AMXB01000013.1_prot_ENO81248.1_1786
OG0000563	BFLDHLJO_02313	lcl|AMXB01000026.1_prot_ENO78510.1_2853
OG0000565	BFLDHLJO_03543	lcl|AMXB01000001.1_prot_ENO83128.1_1, lcl|AMXB01000007.1_prot_ENO82170.1_1089
OG0000566	BFLDHLJO_03544	lcl|AMXB01000001.1_prot_ENO83129.1_2, lcl|AMXB01000007.1_prot_ENO82169.1_1088
OG0000567	BFLDHLJO_02762	lcl|AMXB01000034.1_prot_ENO77067.1_3302
