Orthogroup	Duplications (all)	Duplications (50% support)
OG0001395	0	0
OG0001396	0	0
OG0001397	0	0
OG0001398	0	0
OG0001399	0	0
OG0001400	1	1
OG0001401	0	0
OG0001402	0	0
OG0001403	0	0
OG0001404	0	0
OG0001405	0	0
OG0001406	0	0
OG0001407	0	0
OG0001408	0	0
OG0001409	0	0
OG0001410	0	0
OG0001411	0	0
OG0001412	0	0
OG0001413	0	0
OG0001414	0	0
OG0001415	0	0
OG0001416	0	0
OG0001417	0	0
OG0001418	0	0
OG0001419	1	1
OG0001420	0	0
OG0001421	0	0
OG0001422	0	0
OG0001423	0	0
OG0001424	0	0
OG0001425	0	0
OG0001426	0	0
OG0001427	0	0
OG0001428	0	0
OG0001429	0	0
OG0001430	0	0
OG0001431	0	0
OG0001432	0	0
OG0001433	0	0
OG0001434	0	0
OG0001435	0	0
OG0001436	0	0
OG0001437	0	0
OG0001438	0	0
OG0001439	0	0
OG0001440	0	0
OG0001441	0	0
OG0001442	0	0
OG0001443	0	0
OG0001444	0	0
OG0001445	0	0
OG0001446	0	0
OG0001447	0	0
OG0001448	0	0
OG0001449	0	0
OG0001450	0	0
OG0001451	0	0
OG0001452	0	0
OG0001453	0	0
OG0001454	0	0
OG0001455	0	0
OG0001456	0	0
OG0001457	0	0
OG0001458	0	0
OG0001459	0	0
OG0001460	0	0
OG0001461	0	0
OG0001462	0	0
OG0001463	0	0
OG0001464	0	0
OG0001465	0	0
OG0001466	0	0
OG0001467	0	0
OG0001468	0	0
OG0001469	0	0
OG0001470	0	0
OG0001471	0	0
OG0001472	0	0
OG0001473	0	0
OG0001474	0	0
OG0001475	0	0
OG0001476	0	0
OG0001477	0	0
OG0001478	0	0
OG0001479	0	0
OG0001480	0	0
OG0001481	0	0
OG0001482	0	0
OG0001483	0	0
OG0001484	0	0
OG0001485	0	0
OG0001486	0	0
OG0001487	0	0
OG0001488	0	0
OG0001489	0	0
OG0001490	0	0
OG0001491	0	0
OG0001492	0	0
OG0001493	0	0
OG0001494	0	0
OG0001495	0	0
OG0001496	0	0
OG0001497	0	0
OG0001498	0	0
OG0001499	0	0
OG0001500	0	0
OG0001501	0	0
OG0001502	0	0
OG0001503	0	0
OG0001504	0	0
OG0001505	1	1
OG0001506	0	0
OG0001507	0	0
OG0001508	0	0
OG0001509	0	0
OG0001510	0	0
OG0001511	0	0
OG0001512	0	0
OG0001513	1	1
OG0001514	1	1
OG0001515	1	0
OG0001516	1	1
OG0001517	1	0
OG0001518	0	0
OG0001519	0	0
OG0001520	0	0
OG0001521	0	0
OG0001522	0	0
OG0001523	1	0
OG0001524	0	0
OG0001525	1	0
OG0001526	0	0
OG0001527	0	0
OG0001528	0	0
OG0001529	0	0
OG0001530	0	0
OG0001531	0	0
OG0001532	0	0
OG0001533	0	0
OG0001534	0	0
OG0001535	0	0
OG0001536	0	0
OG0001537	1	1
OG0001538	0	0
OG0001539	0	0
OG0001540	0	0
OG0001541	0	0
OG0001542	0	0
OG0001543	1	0
OG0001544	0	0
OG0001545	0	0
OG0001546	0	0
OG0001547	0	0
OG0001548	0	0
OG0001549	1	0
OG0001550	0	0
OG0001551	0	0
OG0001552	0	0
OG0001553	0	0
OG0001554	0	0
OG0001555	0	0
OG0001556	0	0
OG0001557	0	0
OG0001558	1	1
OG0001559	0	0
OG0001560	1	0
OG0001561	1	1
OG0001562	0	0
OG0001563	0	0
OG0001564	0	0
OG0001565	0	0
OG0001566	0	0
OG0001567	0	0
OG0001568	0	0
OG0001569	0	0
OG0001570	0	0
OG0001571	0	0
OG0001572	0	0
OG0001573	0	0
OG0001574	0	0
OG0001575	0	0
OG0001576	0	0
OG0001577	0	0
OG0001578	0	0
OG0001579	0	0
OG0001580	0	0
OG0001581	0	0
OG0001582	0	0
OG0001583	0	0
OG0001584	0	0
OG0001585	0	0
OG0001586	0	0
OG0001587	0	0
OG0001588	0	0
OG0001589	0	0
OG0001590	0	0
OG0001591	4	3
OG0001592	1	1
OG0001593	1	1
OG0001594	1	1
OG0001595	1	1
OG0001596	2	0
OG0001597	1	0
OG0001598	1	0
OG0001599	5	5
OG0001600	1	1
OG0001601	1	1
OG0001602	4	4
OG0001603	1	0
OG0001604	2	0
OG0001605	1	1
OG0001606	1	1
OG0001607	1	1
OG0001608	2	1
OG0001609	1	1
OG0001610	1	1
OG0001611	2	2
OG0001612	3	2
OG0001613	1	1
OG0001614	0	0
OG0001615	1	1
OG0001616	1	1
OG0001617	1	0
OG0001618	1	1
OG0001619	1	0
OG0001620	1	1
OG0001621	2	2
OG0001622	1	1
OG0001623	1	0
OG0001624	1	1
OG0001625	2	1
OG0001626	1	0
OG0001627	1	1
OG0001628	1	1
OG0001629	1	1
OG0001630	1	1
OG0001631	2	1
OG0001632	1	1
OG0001633	2	1
OG0001634	1	1
OG0001635	2	1
OG0001636	1	1
OG0001637	1	0
OG0001638	3	3
OG0001639	1	1
OG0001640	2	2
OG0001641	3	2
OG0001642	1	0
OG0001643	1	0
OG0001644	1	0
OG0001645	2	1
OG0001646	1	1
OG0001647	1	0
OG0001648	1	0
OG0001649	1	0
OG0001650	1	1
OG0001651	1	0
OG0001652	2	2
OG0001653	2	1
OG0001654	1	0
OG0001655	1	1
OG0001656	4	4
OG0001657	3	2
OG0001658	1	0
OG0001659	2	0
OG0001660	4	4
OG0001661	5	5
OG0001662	8	8
OG0001663	7	7
OG0001664	7	7
OG0001665	3	2
OG0001666	0	0
OG0001667	0	0
OG0001668	0	0
OG0001669	0	0
OG0001670	0	0
OG0001671	0	0
OG0001672	0	0
OG0001673	0	0
OG0001674	0	0
OG0001675	0	0
OG0001676	0	0
OG0001677	0	0
OG0001678	0	0
OG0001679	0	0
OG0001680	0	0
OG0001681	0	0
OG0001682	0	0
OG0001683	0	0
OG0001684	0	0
OG0001685	0	0
OG0001686	0	0
OG0001687	0	0
OG0001688	0	0
OG0001689	0	0
OG0001690	0	0
OG0001691	0	0
OG0001692	0	0
OG0001693	0	0
OG0001694	0	0
OG0001695	0	0
OG0001696	0	0
OG0001697	0	0
OG0001698	0	0
OG0001699	0	0
OG0001700	0	0
OG0001701	0	0
OG0001702	0	0
OG0001703	0	0
OG0001704	1	1
OG0001705	0	0
OG0001706	0	0
OG0001707	0	0
OG0001708	0	0
OG0001709	0	0
OG0001710	0	0
OG0001711	0	0
OG0001712	0	0
OG0001713	1	0
OG0001714	0	0
OG0001715	0	0
OG0001716	0	0
OG0001717	0	0
OG0001718	0	0
OG0001719	0	0
OG0001720	0	0
OG0001721	1	1
OG0001722	2	2
OG0001723	0	0
OG0001724	1	1
OG0001725	0	0
OG0001726	0	0
OG0001727	1	1
OG0001728	0	0
OG0001729	0	0
OG0001730	0	0
OG0001731	0	0
OG0001732	0	0
OG0001733	0	0
OG0001734	0	0
OG0001735	0	0
OG0001736	0	0
OG0001737	0	0
OG0001738	0	0
OG0001739	0	0
OG0001740	1	1
OG0001741	0	0
OG0001742	0	0
OG0001743	0	0
OG0001744	0	0
OG0001745	0	0
OG0001746	0	0
OG0001747	0	0
OG0001748	0	0
OG0001749	0	0
OG0001750	0	0
OG0001751	0	0
OG0001752	0	0
OG0001753	0	0
OG0001754	0	0
OG0001755	0	0
OG0001756	0	0
OG0001757	0	0
OG0001758	1	1
OG0001759	0	0
OG0001760	0	0
OG0001761	0	0
OG0001762	0	0
OG0001763	0	0
OG0001764	0	0
OG0001765	0	0
OG0001766	0	0
OG0001767	0	0
OG0001768	0	0
OG0001769	0	0
OG0001770	0	0
OG0001771	2	1
OG0001772	1	0
OG0001773	0	0
OG0001774	0	0
OG0001775	1	1
OG0001776	0	0
OG0001777	0	0
OG0001778	0	0
OG0001779	0	0
OG0001780	0	0
OG0001781	0	0
OG0001782	0	0
OG0001783	0	0
OG0001784	0	0
OG0001785	0	0
OG0001786	0	0
OG0001787	5	5
OG0001788	0	0
OG0001789	0	0
OG0001790	0	0
OG0001791	0	0
OG0001792	0	0
OG0001793	0	0
OG0001794	0	0
OG0001795	0	0
OG0001796	0	0
OG0001797	0	0
OG0001798	0	0
OG0001799	0	0
OG0001800	2	1
OG0001801	0	0
OG0001802	0	0
OG0001803	1	0
OG0001804	1	0
OG0001805	0	0
OG0001806	0	0
OG0001807	0	0
OG0001808	0	0
OG0001809	0	0
OG0001810	0	0
OG0001811	1	1
OG0001812	0	0
OG0001813	0	0
OG0001814	0	0
OG0001815	0	0
OG0001816	0	0
OG0001817	3	3
OG0001818	0	0
OG0001819	0	0
OG0001820	0	0
OG0001821	0	0
OG0001822	0	0
OG0001823	0	0
OG0001824	0	0
OG0001825	0	0
OG0001826	0	0
OG0001827	0	0
OG0001828	0	0
OG0001829	0	0
OG0001830	1	1
OG0001831	0	0
OG0001832	0	0
OG0001833	1	0
OG0001834	0	0
OG0001835	0	0
OG0001836	0	0
OG0001837	0	0
OG0001838	0	0
OG0001839	0	0
OG0001840	0	0
OG0001841	0	0
OG0001842	0	0
OG0001843	0	0
OG0001844	0	0
OG0001845	0	0
OG0001846	0	0
OG0001847	0	0
OG0001848	0	0
OG0001849	0	0
OG0001850	0	0
OG0001851	1	0
OG0001852	0	0
OG0001853	0	0
OG0001854	2	1
OG0001855	0	0
OG0001856	0	0
OG0001857	0	0
OG0001858	0	0
OG0001859	0	0
OG0001860	1	0
OG0001861	0	0
OG0001862	1	1
OG0001863	0	0
OG0001864	0	0
OG0001865	0	0
OG0001866	0	0
OG0001867	0	0
OG0001868	0	0
OG0001869	0	0
OG0001870	0	0
OG0001871	0	0
OG0001872	0	0
OG0001873	0	0
OG0001874	0	0
OG0001875	0	0
OG0001876	2	0
OG0001877	0	0
OG0001878	0	0
OG0001879	0	0
OG0001880	0	0
OG0001881	0	0
OG0001882	0	0
OG0001883	0	0
OG0001884	0	0
OG0001885	2	1
OG0001886	0	0
OG0001887	0	0
OG0001888	0	0
OG0001889	0	0
OG0001890	1	1
OG0001891	0	0
OG0001892	2	2
OG0001893	0	0
OG0001894	1	1
OG0001895	0	0
OG0001896	0	0
OG0001897	0	0
OG0001898	0	0
OG0001899	0	0
OG0001900	0	0
OG0001901	1	1
OG0001902	0	0
OG0001903	0	0
OG0001904	0	0
OG0001905	0	0
OG0001906	0	0
OG0001907	0	0
OG0001908	0	0
OG0001909	0	0
OG0001910	1	1
OG0001911	0	0
OG0001912	0	0
OG0001913	0	0
OG0001914	0	0
OG0001915	0	0
OG0001916	0	0
OG0001917	0	0
OG0001918	0	0
OG0001919	0	0
OG0001920	1	1
OG0001921	1	0
OG0001922	0	0
OG0001923	0	0
OG0001924	0	0
OG0001925	0	0
OG0001926	0	0
OG0001927	0	0
OG0001928	0	0
OG0001929	0	0
OG0001930	1	1
OG0001931	0	0
OG0001932	1	1
OG0001933	0	0
OG0001934	0	0
OG0001935	0	0
OG0001936	0	0
OG0001937	0	0
OG0001938	0	0
OG0001939	0	0
OG0001940	0	0
OG0001941	0	0
OG0001942	0	0
OG0001943	0	0
OG0001944	0	0
OG0001945	0	0
OG0001946	0	0
OG0001947	1	1
OG0001948	0	0
OG0001949	0	0
OG0001950	0	0
OG0001951	1	1
OG0001952	0	0
OG0001953	0	0
OG0001954	0	0
OG0001955	0	0
OG0001956	0	0
OG0001957	0	0
OG0001958	2	2
OG0001959	1	1
OG0001960	0	0
OG0001961	0	0
OG0001962	0	0
OG0001963	0	0
OG0001964	0	0
OG0001965	0	0
OG0001966	0	0
OG0001967	1	1
OG0001968	0	0
OG0001969	1	1
OG0001970	1	0
OG0001971	0	0
OG0001972	0	0
OG0001973	0	0
OG0001974	0	0
OG0001975	0	0
OG0001976	0	0
OG0001977	2	2
OG0001978	1	1
OG0001979	0	0
OG0001980	1	1
OG0001981	1	1
OG0001982	0	0
OG0001983	0	0
OG0001984	0	0
OG0001985	1	0
OG0001986	0	0
OG0001987	2	2
OG0001988	2	2
OG0001989	0	0
OG0001990	1	0
OG0001991	0	0
OG0001992	0	0
OG0001993	0	0
OG0001994	0	0
OG0001995	1	1
OG0001996	1	1
OG0001997	1	1
OG0001998	0	0
OG0001999	0	0
OG0002000	1	1
OG0002001	0	0
OG0002002	1	1
OG0002003	1	1
OG0002004	1	1
OG0002005	1	0
OG0002006	0	0
OG0002007	1	1
OG0002008	2	2
OG0002009	1	1
OG0002010	0	0
OG0002011	0	0
OG0002012	0	0
OG0002013	1	1
OG0002014	0	0
OG0002015	1	1
OG0002016	1	1
OG0002017	0	0
OG0002018	0	0
OG0002019	1	0
OG0002020	1	1
OG0002021	1	0
OG0002022	1	0
OG0002023	0	0
OG0002024	1	1
OG0002025	1	1
OG0002026	0	0
OG0002027	1	0
OG0002028	0	0
OG0002029	1	1
OG0002030	1	1
OG0002031	0	0
OG0002032	0	0
OG0002033	0	0
OG0002034	0	0
OG0002035	0	0
OG0002036	0	0
OG0002037	0	0
OG0002038	0	0
OG0002039	1	1
OG0002040	1	1
OG0002041	1	1
OG0002042	1	1
OG0002043	0	0
OG0002044	0	0
OG0002045	1	1
OG0002046	1	1
OG0002047	0	0
OG0002048	0	0
OG0002049	1	1
OG0002050	1	0
OG0002051	1	1
OG0002052	1	1
OG0002053	0	0
OG0002054	0	0
OG0002055	0	0
OG0002056	1	0
OG0002057	2	0
OG0002058	2	2
OG0002059	1	1
OG0002060	0	0
OG0002061	1	0
OG0002062	1	1
OG0002063	0	0
OG0002064	1	1
OG0002065	1	1
OG0002066	1	0
OG0002067	0	0
OG0002068	0	0
OG0002069	0	0
OG0002070	0	0
OG0002071	1	1
OG0002072	0	0
OG0002073	0	0
OG0002074	0	0
OG0002075	3	3
OG0002076	1	1
OG0002077	0	0
OG0002078	0	0
OG0002079	1	1
OG0002080	1	0
OG0002081	1	1
OG0002082	0	0
OG0002083	1	1
OG0002084	0	0
OG0002085	1	1
OG0002086	3	2
OG0002087	1	1
OG0002088	1	0
OG0002089	2	1
OG0002090	2	2
OG0002091	0	0
OG0002092	4	4
OG0002093	0	0
OG0002094	0	0
OG0002095	0	0
OG0002096	0	0
OG0002097	0	0
OG0002098	0	0
OG0002099	0	0
OG0002100	1	1
OG0002101	2	2
OG0002102	2	1
OG0002103	2	2
OG0002104	2	1
OG0002105	1	1
OG0002106	1	0
OG0002107	2	2
OG0002108	1	0
OG0002109	2	2
OG0002110	1	0
OG0002111	1	0
OG0002112	2	1
OG0002113	3	3
OG0002114	2	2
OG0002115	7	7
OG0002116	3	3
OG0002117	6	6
OG0002118	7	7
OG0002119	0	0
OG0002120	0	0
OG0002121	1	1
OG0002122	1	1
OG0002123	0	0
OG0002124	0	0
OG0002125	0	0
OG0002126	0	0
OG0002127	0	0
OG0002128	2	2
OG0002129	0	0
OG0002130	0	0
OG0002131	0	0
OG0002132	0	0
OG0002133	0	0
OG0002134	0	0
OG0002135	2	2
OG0002136	0	0
OG0002137	0	0
OG0002138	0	0
OG0002139	0	0
OG0002140	0	0
OG0002141	0	0
OG0002142	0	0
OG0002143	0	0
OG0002144	0	0
OG0002145	0	0
OG0002146	0	0
OG0002147	0	0
OG0002148	0	0
OG0002149	0	0
OG0002150	0	0
OG0002151	0	0
OG0002152	1	1
OG0002153	0	0
OG0002154	0	0
OG0002155	0	0
OG0002156	1	1
OG0002157	0	0
OG0002158	0	0
OG0002159	1	0
OG0002160	0	0
OG0002161	1	1
OG0002162	0	0
OG0002163	0	0
OG0002164	1	1
OG0002165	0	0
OG0002166	1	1
OG0002167	0	0
OG0002168	0	0
OG0002169	0	0
OG0002170	0	0
OG0002171	0	0
OG0002172	0	0
OG0002173	0	0
OG0002174	0	0
OG0002175	0	0
OG0002176	1	1
OG0002177	0	0
OG0002178	0	0
OG0002179	0	0
OG0002180	0	0
OG0002181	0	0
OG0002182	0	0
OG0002183	0	0
OG0002184	0	0
OG0002185	0	0
OG0002186	0	0
OG0002187	4	4
OG0002188	1	1
OG0002189	0	0
OG0002190	0	0
OG0002191	0	0
OG0002192	0	0
OG0002193	0	0
OG0002194	0	0
OG0002195	0	0
OG0002196	0	0
OG0002197	0	0
OG0002198	0	0
OG0002199	1	1
OG0002200	1	0
OG0002201	0	0
OG0002202	0	0
OG0002203	0	0
OG0002204	2	0
OG0002205	0	0
OG0002206	1	1
OG0002207	0	0
OG0002208	0	0
OG0002209	0	0
OG0002210	0	0
OG0002211	1	1
OG0002212	1	1
OG0002213	1	1
OG0002214	0	0
OG0002215	0	0
OG0002216	1	1
OG0002217	0	0
OG0002218	0	0
OG0002219	0	0
OG0002220	0	0
OG0002221	1	1
OG0002222	1	1
OG0002223	2	1
OG0002224	2	2
OG0002225	0	0
OG0002226	0	0
OG0002227	0	0
OG0002228	0	0
OG0002229	0	0
OG0002230	0	0
OG0002231	0	0
OG0002232	0	0
OG0002233	0	0
OG0002234	2	2
OG0002235	1	1
OG0002236	2	2
OG0002237	0	0
OG0002238	1	1
OG0002239	0	0
OG0002240	0	0
OG0002241	0	0
OG0002242	0	0
OG0002243	0	0
OG0002244	0	0
OG0002245	0	0
OG0002246	0	0
OG0002247	0	0
OG0002248	0	0
OG0002249	0	0
OG0002250	0	0
OG0002251	1	1
OG0002252	0	0
OG0002253	0	0
OG0002254	0	0
OG0002255	0	0
OG0002256	0	0
OG0002257	0	0
OG0002258	0	0
OG0002259	0	0
OG0002260	1	1
OG0002261	1	1
OG0002262	0	0
OG0002263	0	0
OG0002264	0	0
OG0002265	0	0
OG0002266	0	0
OG0002267	0	0
OG0002268	0	0
OG0002269	0	0
OG0002270	0	0
OG0002271	0	0
OG0002272	0	0
OG0002273	0	0
OG0002274	0	0
OG0002275	0	0
OG0002276	0	0
OG0002277	0	0
OG0002278	0	0
OG0002279	0	0
OG0002280	0	0
OG0002281	0	0
OG0002282	0	0
OG0002283	0	0
OG0002284	0	0
OG0002285	1	0
OG0002286	1	1
OG0002287	0	0
OG0002288	0	0
OG0002289	2	2
OG0002290	2	1
OG0002291	1	1
OG0002292	0	0
OG0002293	0	0
OG0002294	0	0
OG0002295	0	0
OG0002296	0	0
OG0002297	0	0
OG0002298	0	0
OG0002299	1	1
OG0002300	0	0
OG0002301	0	0
OG0002302	0	0
OG0002303	0	0
OG0002304	0	0
OG0002305	0	0
OG0002306	2	2
OG0002307	2	1
OG0002308	0	0
OG0002309	0	0
OG0002310	0	0
OG0002311	0	0
OG0002312	0	0
OG0002313	0	0
OG0002314	0	0
OG0002315	0	0
OG0002316	0	0
OG0002317	0	0
OG0002318	0	0
OG0002319	0	0
OG0002320	0	0
OG0002321	1	0
OG0002322	0	0
OG0002323	2	2
OG0002324	0	0
OG0002325	0	0
OG0002326	0	0
OG0002327	0	0
OG0002328	0	0
OG0002329	0	0
OG0002330	0	0
OG0002331	0	0
OG0002332	0	0
OG0002333	0	0
OG0002334	0	0
OG0002335	0	0
OG0002336	0	0
OG0002337	0	0
OG0002338	0	0
OG0002339	0	0
OG0002340	0	0
OG0002341	0	0
OG0002342	0	0
OG0002343	1	1
OG0002344	0	0
OG0002345	0	0
OG0002346	0	0
OG0002347	0	0
OG0002348	0	0
OG0002349	0	0
OG0002350	0	0
OG0002351	0	0
OG0002352	0	0
OG0002353	0	0
OG0002354	0	0
OG0002355	0	0
OG0002356	0	0
OG0002357	0	0
OG0002358	1	1
OG0002359	0	0
OG0002360	0	0
OG0002361	0	0
OG0002362	0	0
OG0002363	1	1
OG0002364	0	0
OG0002365	0	0
OG0002366	0	0
OG0002367	0	0
OG0002368	0	0
OG0002369	0	0
OG0002370	0	0
OG0002371	0	0
OG0002372	1	1
OG0002373	0	0
OG0002374	0	0
OG0002375	0	0
OG0002376	0	0
OG0002377	0	0
OG0002378	0	0
OG0002379	0	0
OG0002380	0	0
OG0002381	0	0
OG0002382	0	0
OG0002383	0	0
OG0002384	0	0
OG0002385	0	0
OG0002386	0	0
OG0002387	0	0
OG0002388	0	0
OG0002389	1	1
OG0002390	0	0
OG0002391	0	0
OG0002392	0	0
OG0002393	0	0
OG0002394	0	0
OG0002395	0	0
OG0002396	0	0
OG0002397	0	0
OG0002398	0	0
OG0002399	0	0
OG0002400	0	0
OG0002401	0	0
OG0002402	0	0
OG0002403	0	0
OG0002404	0	0
OG0002405	0	0
OG0002406	0	0
OG0002407	0	0
OG0002408	0	0
OG0002409	0	0
OG0002410	1	1
OG0002411	0	0
OG0002412	0	0
OG0002413	1	1
OG0002414	0	0
OG0002415	0	0
OG0002416	0	0
OG0002417	0	0
OG0002418	0	0
OG0002419	0	0
OG0002420	2	2
OG0002421	1	1
OG0002422	4	4
OG0002423	0	0
OG0002424	0	0
OG0002425	0	0
OG0002426	0	0
OG0002427	0	0
OG0002428	0	0
OG0002429	0	0
OG0002430	0	0
OG0002431	0	0
OG0002432	0	0
OG0002433	1	1
OG0002434	0	0
OG0002435	1	1
OG0002436	1	1
OG0002437	0	0
OG0002438	0	0
OG0002439	0	0
OG0002440	1	0
OG0002441	1	1
OG0002442	1	1
OG0002443	1	1
OG0002444	2	2
OG0002445	1	1
OG0002446	0	0
OG0002447	0	0
OG0002448	0	0
OG0002449	0	0
OG0002450	0	0
OG0002451	0	0
OG0002452	0	0
OG0002453	0	0
OG0002454	0	0
OG0002455	0	0
OG0002456	0	0
OG0002457	0	0
OG0002458	0	0
OG0002459	0	0
OG0002460	0	0
OG0002461	0	0
OG0002462	0	0
OG0002463	0	0
OG0002464	0	0
OG0002465	0	0
OG0002466	0	0
OG0002467	1	1
OG0002468	1	0
OG0002469	0	0
OG0002470	0	0
OG0002471	0	0
OG0002472	0	0
OG0002473	2	2
OG0002474	0	0
OG0002475	0	0
OG0002476	0	0
OG0002477	0	0
OG0002478	1	0
OG0002479	0	0
OG0002480	0	0
OG0002481	0	0
OG0002482	0	0
OG0002483	1	0
OG0002484	1	1
OG0002485	0	0
OG0002486	0	0
OG0002487	0	0
OG0002488	0	0
OG0002489	0	0
OG0002490	1	0
OG0002491	1	1
OG0002492	1	0
OG0002493	0	0
OG0002494	0	0
OG0002495	0	0
OG0002496	0	0
OG0002497	0	0
OG0002498	0	0
OG0002499	0	0
OG0002500	0	0
OG0002501	2	1
OG0002502	0	0
OG0002503	3	3
OG0002504	3	3
OG0002505	2	2
OG0002506	1	1
OG0002507	3	3
OG0002508	2	2
OG0002509	1	1
OG0002510	1	1
OG0002511	0	0
OG0002512	1	1
OG0002513	2	2
OG0002514	1	1
OG0002515	2	2
OG0002516	1	1
OG0002517	2	2
OG0002518	2	2
OG0002519	2	2
OG0002520	2	1
OG0002521	1	1
OG0002522	2	2
OG0002523	4	4
OG0002524	3	2
OG0002525	1	0
OG0002526	2	1
OG0002527	4	4
OG0002528	1	1
OG0002529	3	1
OG0002530	2	1
OG0002531	6	6
OG0002532	6	6
OG0002533	0	0
OG0002534	0	0
OG0002535	0	0
OG0002536	1	1
OG0002537	3	3
OG0002538	0	0
OG0002539	0	0
OG0002540	0	0
OG0002541	0	0
OG0002542	0	0
OG0002543	2	2
OG0002544	0	0
OG0002545	1	1
OG0002546	0	0
OG0002547	0	0
OG0002548	0	0
OG0002549	3	3
OG0002550	0	0
OG0002551	2	2
OG0002552	2	1
OG0002553	0	0
OG0002554	0	0
OG0002555	1	1
OG0002556	0	0
OG0002557	0	0
OG0002558	1	1
OG0002559	0	0
OG0002560	0	0
OG0002561	0	0
OG0002562	1	1
OG0002563	0	0
OG0002564	3	3
OG0002565	2	2
OG0002566	0	0
OG0002567	0	0
OG0002568	4	4
OG0002569	0	0
OG0002570	0	0
OG0002571	0	0
OG0002572	0	0
OG0002573	1	1
OG0002574	1	1
OG0002575	1	1
OG0002576	0	0
OG0002577	0	0
OG0002578	0	0
OG0002579	0	0
OG0002580	0	0
OG0002581	0	0
OG0002582	1	1
OG0002583	5	5
OG0002584	1	1
OG0002585	0	0
OG0002586	0	0
OG0002587	0	0
OG0002588	0	0
OG0002589	0	0
OG0002590	2	2
OG0002591	0	0
OG0002592	1	1
OG0002593	0	0
OG0002594	1	1
OG0002595	1	0
OG0002596	1	1
OG0002597	0	0
OG0002598	1	1
OG0002599	0	0
OG0002600	2	0
OG0002601	0	0
OG0002602	0	0
OG0002603	0	0
OG0002604	0	0
OG0002605	0	0
OG0002606	1	1
OG0002607	1	0
OG0002608	0	0
OG0002609	0	0
OG0002610	1	1
OG0002611	0	0
OG0002612	1	1
OG0002613	1	1
OG0002614	0	0
OG0002615	0	0
OG0002616	0	0
OG0002617	0	0
OG0002618	1	0
OG0002619	0	0
OG0002620	2	2
OG0002621	0	0
OG0002622	1	1
OG0002623	0	0
OG0002624	1	1
OG0002625	0	0
OG0002626	0	0
OG0002627	1	0
OG0002628	1	0
OG0002629	2	2
OG0002630	0	0
OG0002631	0	0
OG0002632	0	0
OG0002633	0	0
OG0002634	0	0
OG0002635	1	1
OG0002636	0	0
OG0002637	1	1
OG0002638	0	0
OG0002639	0	0
OG0002640	1	1
OG0002641	0	0
OG0002642	0	0
OG0002643	0	0
OG0002644	2	2
OG0002645	0	0
OG0002646	0	0
OG0002647	0	0
OG0002648	0	0
OG0002649	0	0
OG0002650	0	0
OG0002651	0	0
OG0002652	1	1
OG0002653	0	0
OG0002654	0	0
OG0002655	0	0
OG0002656	0	0
OG0002657	1	1
OG0002658	0	0
OG0002659	0	0
OG0002660	0	0
OG0002661	1	1
OG0002662	1	1
OG0002663	0	0
OG0002664	1	1
OG0002665	0	0
OG0002666	0	0
OG0002667	0	0
OG0002668	0	0
OG0002669	0	0
OG0002670	1	0
OG0002671	1	1
OG0002672	0	0
OG0002673	0	0
OG0002674	0	0
OG0002675	2	2
OG0002676	0	0
OG0002677	0	0
OG0002678	0	0
OG0002679	0	0
OG0002680	0	0
OG0002681	0	0
OG0002682	0	0
OG0002683	0	0
OG0002684	0	0
OG0002685	2	2
OG0002686	0	0
OG0002687	0	0
OG0002688	0	0
OG0002689	0	0
OG0002690	1	1
OG0002691	0	0
OG0002692	0	0
OG0002693	0	0
OG0002694	1	0
OG0002695	0	0
OG0002696	0	0
OG0002697	2	2
OG0002698	1	1
OG0002699	0	0
OG0002700	0	0
OG0002701	0	0
OG0002702	0	0
OG0002703	0	0
OG0002704	0	0
OG0002705	0	0
OG0002706	0	0
OG0002707	0	0
OG0002708	0	0
OG0002709	0	0
OG0002710	0	0
OG0002711	0	0
OG0002712	0	0
OG0002713	0	0
OG0002714	0	0
OG0002715	0	0
OG0002716	1	1
OG0002717	0	0
OG0002718	0	0
OG0002719	0	0
OG0002720	0	0
OG0002721	1	1
OG0002722	2	2
OG0002723	2	2
OG0002724	0	0
OG0002725	0	0
OG0002726	0	0
OG0002727	1	0
OG0002728	1	1
OG0002729	0	0
OG0002730	0	0
OG0002731	0	0
OG0002732	0	0
OG0002733	0	0
OG0002734	0	0
OG0002735	0	0
OG0002736	0	0
OG0002737	0	0
OG0002738	0	0
OG0002739	2	2
OG0002740	0	0
OG0002741	0	0
OG0002742	0	0
OG0002743	0	0
OG0002744	0	0
OG0002745	0	0
OG0002746	0	0
OG0002747	0	0
OG0002748	0	0
OG0002749	0	0
OG0002750	0	0
OG0002751	0	0
OG0002752	0	0
OG0002753	0	0
OG0002754	0	0
OG0002755	0	0
OG0002756	0	0
OG0002757	0	0
OG0002758	0	0
OG0002759	0	0
OG0002760	0	0
OG0002761	0	0
OG0002762	0	0
OG0002763	0	0
OG0002764	0	0
OG0002765	0	0
OG0002766	0	0
OG0002767	0	0
OG0002768	0	0
OG0002769	0	0
OG0002770	1	1
OG0002771	1	1
OG0002772	1	1
OG0002773	1	1
OG0002774	0	0
OG0002775	0	0
OG0002776	0	0
OG0002777	0	0
OG0002778	0	0
OG0002779	2	2
OG0002780	0	0
OG0002781	0	0
OG0002782	0	0
OG0002783	1	1
OG0002784	2	2
OG0002785	2	2
OG0002786	1	1
OG0002787	1	1
OG0002788	2	2
OG0002789	0	0
OG0002790	1	1
OG0002791	1	1
